,dayreturn,price,volumeratio,priorvol,yrHi,yrLo,qHi,qLo,mHi,mLo,VixOpen,Gap,VixDelta,3MoMom,3MoFear,MktBeat
1870,-0.09399999999999997,4.53,1.1200908903668172,0.04433661658680883,0.690548780487805,2.1367924528301887,0.8162162162162163,2.1069767441860465,0.8162162162162163,1.046189376443418,14.8,0.0066225165562912025,-0.010695187165775444,0.052705290145896644,0.08337755061296748,0
1872,0.07500561587706311,47.869999,1.0183407765279324,0.04955076468748775,0.28526309260786714,1.3223756264537119,0.9282528407989141,1.3223756264537119,1.0,1.3054268233120712,14.8,-0.0008355337546591679,-0.010695187165775444,0.052705290145896644,0.08337755061296748,0
1873,0.136677053291536,18.129998999999998,2.4476977261292263,0.03555701901028927,0.7087568021892103,1.782694100294985,1.0,1.577893733681462,1.0,1.2812720141342755,14.8,0.0005515720105666588,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1874,0.09853149699045494,23.190001000000002,1.0601864546202358,0.024555241756239042,0.6003106497460355,1.862650682730924,1.0,1.6285113061797754,1.0,1.1855829338232586,14.8,0.004743337440994422,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1875,-0.09615384615384626,2.82,5.161795004941457,0.034435052475962284,0.49473684210526314,1.0,0.5,1.0,0.6588785046728971,1.0,14.8,-0.007092198581560294,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1877,0.10891870560378858,14.05,3.256497768443161,0.036943381320280265,0.8328393104422459,2.6660341555977234,1.0,1.9167803547066848,1.0,1.3380952380952382,14.8,0.022775800711743566,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1881,-0.0923932583399355,26.129998999999998,5.244352793382162,0.03838550071446026,0.5420037241651883,1.2466603171116564,0.80747831250067,1.000765913413791,0.8547595354923126,1.000765913413791,14.8,0.01530815213578851,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1882,0.08455882352941169,2.95,2.705060295277809,0.032301108260489694,0.450381679389313,1.0845588235294117,0.6876456876456877,1.0845588235294117,0.8149171270718232,1.0845588235294117,14.8,0.016949152542372836,-0.010695187165775444,0.052705290145896644,0.08337755061296748,0
1883,-0.07751937984496127,1.19,1.4126518326118738,0.06596293990785436,0.12962962962962962,1.0,0.3520710059171598,1.0,0.49583333333333335,1.0,14.8,0.050420168067226934,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1885,-0.22483660130718963,5.93,3.795569544864947,0.036864081342235185,0.45232646834477497,1.9006410256410255,0.5680076628352491,1.0,0.6082051282051282,1.0,14.8,0.015177065767284947,-0.010695187165775444,0.052705290145896644,0.08337755061296748,1
1886,0.10637033352590475,55.75,0.932733911100139,0.026913703402360004,0.4612012027101556,1.4461738377736404,0.7705598001536917,1.1494845360824741,0.8954385125421945,1.1494845360824741,15.87,0.000538098654708552,0.018613607188703307,0.052705290145896644,0.08337755061296748,0
1889,0.10810810810810811,31.57,1.696096813301635,0.028322106684200148,1.0,3.264736297828335,1.0,1.5675273866696817,1.0,1.193572733702354,14.64,0.006651916376306577,-0.008130081300812941,0.03601764720063638,0.054340569468538824,1
1893,0.21301775147928992,4.1,6.298432669688967,0.07051341250621432,0.28373702422145325,1.2893081761006286,0.7008547008547008,1.2893081761006286,0.870488322717622,1.2893081761006286,14.64,0.007317073170731714,-0.008130081300812941,0.03601764720063638,0.054340569468538824,1
1895,0.07509881422924924,5.44,2.408977903299588,0.035800002283405845,0.5774946921443738,1.412987012987013,0.9819494584837546,1.3399014778325125,1.0,1.3399014778325125,14.64,0.0018382352941175295,-0.008130081300812941,0.03601764720063638,0.054340569468538824,1
1897,0.23414634146341462,2.53,2.038974358974359,0.04028733136739841,0.5405982905982906,1.3675675675675674,0.8187702265372168,1.3675675675675674,0.9370370370370369,1.3675675675675674,14.64,0.0,-0.008130081300812941,0.03601764720063638,0.054340569468538824,0
