USID,MarketCapitalization,PriceToBook,Beta
144037,17.3708,1.849,0.8943
133226,131.7548,1.8388,1.2516
129726,747.2421,-83.1486,1.5082
106773,812.4127,5.5328,0.9447
105348,7.3434,2.3612,0.545
98016,69.069,1.5434,0.5062
95633,13.8275,1.5031,0.5331
88139,267.149,13.888,1.8358
83541,3.4739,0.1393,0.0765
121731,79.9059,2.7493,1.8331
111653,558.3638,2.0463,1.603
108284,5663.8743,4.9362,1.46
91734,850.5086,1.3536,1.6256
89244,122.6047,2.5681,0.3801
88138,311.7192,16.205,1.8228
81686,0.8819,-0.0466,0.8347
58927,6488.5909,5.4664,1.8584
62356,552.1226,0.7702,0.9149
57601,472.8014,1.5945,1.1349
55403,410.1287,19.2738,1.3554
45071,16.9477,2.6935,0.7891
42169,5.1176,0.4137,0.7506
26739,409.9776,3.6392,0.927
23644,247.6026,25.2888,0.8997
19552,294.0866,1.3487,1.0206
44487,41.6033,0.2692,1.1223
33644,3206.2372,14.4051,1.211
58617,32.0668,1.1384,0.8764
29785,528.5582,2.2964,1.5178
27032,1202.4318,2.2803,1.3373
69930,95.3192,0.9018,0.4215
30614,17.0972,0.3337,0.7163
22865,570.1715,8.4799,1.5416
10753,107.5933,1.8034,1.3741
71713,4226.5908,8.1527,1.1872
58326,2658.1897,2.8416,1.2794
40783,185.6939,2.7018,0.4747
15227,408.2117,1.1169,1.7013
10637,1180.1946,9.0125,1.5978
71712,4609.1254,8.8905,1.1913
58615,32.6895,1.1605,0.8861
34900,822.085,0.7608,1.7579
93160,49.0359,0.9041,0.3971
91733,835.5147,1.3454,1.5988
90610,48.9662,-1.5554,1.4609
73551,1087.3696,4.1545,1.1538
72726,267.7608,1.2684,1.9865
56368,3893.3928,50.8042,0.8834
55516,58.5948,0.7285,0.8673
37201,201.6758,0.898,1.5608
24029,527.8186,0.4542,0.8393
6649,872.6755,5.7735,1.234
68737,59.7408,5.1773,1.8693
62774,414.495,1.2137,0.7199
45618,110.04,3.5576,1.6769
83516,3.9339999999999997,0.1367,0.4079
62773,450.0232,1.3177,0.713
56882,19.2839,0.4252,0.4143
56367,2969.3066,38.7459,0.88
48519,139.0315,3.1983,0.2633
45617,101.2368,3.273,1.6716
10635,959.589,7.3278,1.5831
3244,8.8294,0.548,0.2609
17,2473.1142,1.3275,0.2849
42165,6.6786,0.533,0.8103
37772,3.142,0.8453,0.5462
35591,143.1736,1.2563,0.3804
103513,327.2482,7.6939,1.4794
102816,4847.649,6.2191,0.9468
100007,45.4641,0.9323,0.2793
93845,88.0009,1.8138,0.7526
90292,212.3626,1.8361,0.8383
83512,2.9786,0.1035,0.3976
75486,20.2869,1.8297,0.645
57186,1590.8661,1.3489,0.8894
9280,796.0992,2.4574,1.3717
4979,35.4585,0.4977,1.2415
71174,8.2488,1.7762,0.4688
58610,27.5172,0.8563,0.9336
37764,6.7064,1.8042,0.5638
3240,13.0616,0.8107,0.2753
140630,220.3738,1.6071,0.7633
133221,391.6861,9.9624,1.1362
125523,80.9557,9.1486,0.1886
109966,1377.0269,0.4291,1.4284
106227,225.8668,1.7253,1.4822
92653,16.7468,0.6347,0.4551
88132,307.6698,17.2548,1.7373
83500,5.1943,0.1805,0.5241
149202,376.9116,4.5719,2.512
143796,26163.8341,4.3049,0.8294
127574,49.6077,1.1809,1.0171
88131,263.616,14.7842,1.7243
50009,340.2,0.6467,1.7682
39636,502.5435,1.3912,1.8402
38667,170.4259,6.6611,1.135
37761,1.5591,0.4534,0.5137
33334,1126.1613,6.9755,1.5898
63260,153.4244,1.6361,0.369
33468,394.704,11.3454,-0.7177
26852,13.959,1.6214,-0.2643
20222,280.6083,3.4221,1.3541
15709,38.9787,2.4669,0.8105
80139,41.0543,2.0419,0.3942
74040,1683.8362,-7.0545,1.4914
71954,123.5715,13.9283,1.1525
62879,21.0193,1.526,0.0309
60446,37.0554,1.211,-0.0047
59469,64.711,1.4906,6.6328
52944,89.8518,78.5605,0.9849
46609,367.9406,4.0895,0.7341
46508,31.9286,1.8275,1.2187
93866,11.6654,0.2792,-0.4495
88908,115.4672,1.1169,0.5583
80098,29.4361,1.4794,0.5207
77512,49.9669,0.6019,1.2615
62126,69.7166,14.7731,1.3514
44535,160.4573,8.4908,0.9787
39975,124.4291,8.4704,1.1734
30027,148.6573,24.8134,0.251
99174,37.4338,1.8179,0.9877
73610,31.0197,0.9594,1.2635
73356,23.3302,-2.1875,0.5527
72044,8.2717,0.6453,0.8944
47451,87.9564,4.1366,0.9343
39766,48.5312,0.8243,2.305
38806,11.8468,1.4578,0.6739
32949,18.816,0.9233,0.1896
69951,494.2581,1.032,0.5561
65797,455.2275,11.7345,0.8635
55660,60.9557,0.6508,0.5988
41524,302.887,1.452,1.7143
32222,162.5899,1.1515,1.2716
21350,173.3006,8.3959,0.2259
248,16.3418,1.2988,0.1695
122362,8258.1031,1179.4065,2.1399
116401,96.4392,3.773,2.0286
116050,214.1912,-170.0864,0.7272
114183,117.242,0.1195,1.3793
101763,218.7901,0.7029,1.0739
100354,12.4425,2.1823,1.1112
98274,16.3215,1.545,0.3733
85806,30.6934,1.6884,0.0792
85322,254.63,5.9119,3.2899
134735,213.7769,1.6689,1.1996
128735,583.569,36.4019,1.378
115130,4.9498,0.3223,0.7252
107635,40.755,0.7468,0.6523
105834,168.535,3.4875,1.1644
103600,568.872,4.5105,1.8893
103114,12.9861,0.3826,0.0859
100348,3.8686,0.955,1.0168
98271,20.259,1.1992,0.4747
132966,88.8777,3.2946,0.8862
128734,767.854,47.8972,1.3733
123293,136.8634,1.4166,2.9767
121785,142.5516,9.5784,0.9408
120973,20.6911,0.7218,0.5415
118783,18.442,0.9735,0.7635
118720,10.0413,0.9716,0.5331
116399,87.9763,2.1225,2.0368
107633,42.8868,0.7859,0.664
88690,92.8842,2.7951,0.6097
76138,38.3608,0.7068,-0.0496
73985,5421.9635,-46.9542,1.3132
68051,78.9125,3.322,0.6169
62813,140.4687,2.8329,0.7898
122561,9.4594,0.5435,1.1075
121390,741.7136,9.9522,1.4939
121193,1079.5967,11.1936,1.1761
119141,224.5329,2.3228,1.1614
116014,1614.5751,1127.6633,0.923
106678,324.8222,35.821,1.047
93877,20.944000000000003,1.2526,-0.1729
88878,59.7205,2.4041,0.8333
86100,82.4984,0.813,0.7792
102672,1530.0778,-48.8723,1.7953
90678,160.5371,-3.8089,1.3939
88161,313.2136,15.1085,1.26
85368,3278.4057,10.5312,1.5556
49216,376.3848,2.6586,1.116
44551,133.6417,-4.2677,1.0885
42028,120.6109,8.1892,0.5301
29382,343.7104,2.7521,-0.2222
107796,488.6727,4.7579,0.9167
72000,23.6616,1.8062,0.9419
62804,177.3169,3.0236,0.4269
57357,28.522,5.6987,0.0605
37239,41.9165,0.2322,1.5137
29074,162.6273,11.2141,1.0077
28333,20.8499,0.8084,0.4494
68098,109.7149,2.1304,0.9598
47354,565.7718,10.5472,0.931
33474,449.3282,12.9156,-1.0798
23698,297.4053,74.313,0.6252
22880,258.8416,2.7041,1.3777
19189,220.6988,2.5551,1.2965
12712,13.6619,2.0976,1.163
76124,63.1253,0.9737,0.0336
73317,94.3506,1.4513,1.0977
60853,512.8252,0.8,1.4131
48596,74.9837,3.0098,0.1448
45114,235.7767,-29.7095,0.4346
39980,73.479,5.002,1.2534
115113,6.1456,0.3914,0.5914
105766,557.9171,11.8797,1.649
93869,11.5474,0.2763,-0.3418
83660,3.9198,0.1923,-0.9665
47353,569.8421,10.6231,0.9344
42235,7.7518,0.4886,0.6303
105765,537.9915,11.4554,1.6623
102653,1108.5726,62.1802,2.0586
77514,62.6988,0.7553,1.2602
68781,99.3628,14.4588,1.3146
68048,93.8508,5.143,0.8438
48594,74.1218,2.9752,0.1571
33470,415.8489,11.9532,-0.6496
88870,60.8037,1.5801,1.1644
58021,153.2268,0.5457,1.7787
33469,489.8558,14.0805,-0.6053
30029,189.5097,31.6324,0.1411
26853,15.1554,1.7604,-0.2528
22009,63.8227,1.5023,1.0345
34091,84.6954,2.5334,-0.2079
12710,17.8667,2.7432,0.988
10793,104.9069,5.4432,0.9569
39976,104.1184,7.0877,1.1929
26851,11.566,1.3435,-0.222
11430,1432.6213,5.7489,1.7714
5082,73.6293,-6.4509,0.7135
91265,80.9441,1.152,1.006
73315,94.5944,1.455,1.0942
55602,41.8001,0.4557,0.3014
54163,91.4109,0.9345,1.8069
44534,138.8959,7.3498,0.9692
42232,9.9734,0.6286,0.6224
39974,115.2096,7.8428,1.2058
30026,221.8512,37.0307,0.0566
43,2029.1264,1.0704,0.6806
69813,43.8189,0.596,0.6256
57378,492.662,21.6574,0.4882
42230,10.8714,0.6852,0.713
30025,109.5071,18.2786,0.186
21311,461.1499,14.9641,-0.4125
42229,13.802,0.8699,0.7273
39973,118.329,8.0551,1.2932
26849,11.917,1.3842,-0.253
3826,86.6791,0.9098,1.1019
73557,153.8051,3.7373,-1.6182
69812,47.6102,0.6476,0.6383
62124,72.2065,15.3007,1.4006
42228,12.2422,0.7716,0.7637
26848,10.8481,1.2601,-0.2788
12707,25.3044,3.8852,1.1855
8204,116.8082,1.636,0.0
7256,272.8108,7.7719,-1.0178
71987,23.2107,1.6208,0.9687
68095,89.4315,1.7365,0.9318
62123,66.8118,14.1576,1.3766
48592,73.1737,2.9372,0.1073
46699,406.0839,2.8908,1.6055
45640,123.0386,3.4593,2.0065
39158,196.3324,1.5309,1.5123
48585,53.4367,2.1449,0.1091
29065,315.0062,21.1385,1.2818
21307,549.8326,17.8418,-0.5302
8992,416.4961,7.989,0.6879
7250,250.5223,7.137,-0.5291
6153,502.3655,3.0015,0.5907
131018,4.9632,1.6041,0.1328
124668,0.4723,0.1053,0.4441
122418,8.9551,0.6885,1.4979
116112,6.5485,5.6686,0.5836
107692,36.1854,0.7248,0.071
103132,72.8245,2.8868,0.0178
98286,12.2119,-5.5138,0.5903
76182,12.7191,0.7201,0.2333
60444,46.3193,1.5138,0.0021
36378,204.8033,1.4239,1.8299
30102,0.2417,0.0516,1.2235
21377,106.1701,6.9135,0.305
15138,27.3964,0.9055,1.3004
12779,6.5176,-0.3656,1.0071
2902,66.0384,1.0401,-0.0008
79489,97.2752,-0.2816,1.4895
73616,35.5068,1.0982,1.3552
72047,9.3893,0.8273,0.8605
71642,148.6092,0.3272,1.347
56943,44.6658,0.7765,0.0949
15560,48.449,1.7419,2.2932
2485,23.8176,2.0231,0.6287
122905,474.221,1.0781,-0.0234
119865,86.7456,-20.6732,0.7329
116404,67.3114,5.4036,1.9654
107686,36.1854,0.7524,-0.0452
105446,8.8812,227.9412,0.844
92683,22.1919,0.9154,0.1672
91284,53.9725,1.0141,0.5677
86345,13.5268,8.6415,0.4463
84940,71.263,1.15,0.1424
88284,1116.9008,3.3775,1.6632
72730,840.7313,3.2658,1.9322
71975,2860.3012,12.6667,1.2549
68029,43.758,3.1689,0.5482
62094,54.0192,7.7028,1.2315
56523,15543.4825,7.9049,0.5801
53195,251.2118,0.0912,1.707
52680,721.3569,5.3548,1.514
116641,228.0122,2.6234,1.7296
115164,249.7468,3.3708,2.4827
111674,155545.3563,10.0547,0.3
109713,4983.4435,2.244,1.3106
109128,1150.6544,11.9345,1.0709
106267,699.127,11.6996,1.7431
102495,315.7848,13.1359,1.1379
100770,805.6,5.391,1.3389
94164,1092.1706,2.614,1.6288
122506,95.0821,1.8541,1.3815
120938,1430.611,21.2927,1.4513
113995,71.5149,3.376,0.6227
105393,7.1506,-8.2478,0.5764
98072,1626.9981,3.0683,1.1073
91765,1261.0251,15.8624,1.6083
85217,940.8748,6.0727,0.0
75514,36.3183,3.088,0.4764
44484,45.132,0.292,1.1545
31543,276.0333,1.6733,1.6862
23641,274.886,28.0754,0.8912
18301,221.3709,4.5802,1.9772
88135,309.0015,15.206,1.7686
68733,39.0804,3.3868,1.8683
68009,21.3663,1.3705,0.4307
58925,5409.6845,5.3245,1.8193
46136,1422.4517,4.6401,0.6439
25253,1249.7555,6.4412,1.7417
95626,17.9633,1.9426,0.5491
90596,67.2112,-7.7882,1.3493
81643,0.802,-0.0565,0.0
74313,577.8319,4.8673,0.7778
71168,6.7332,1.6135,0.4004
65918,1046.1517,3.1948,0.8615
63231,44.6108,0.2687,1.2365
62723,10507.771999999999,2.4473,1.259
98012,55.1824,1.2455,0.4771
85707,1255.6423,8.6501,0.3797
85659,113.1703,0.5714,0.5516
77195,184.5337,3.439,1.7367
72724,285.8638,1.3692,1.9455
48109,1262.019,2.0332,1.3058
46134,1833.9882,6.2132,0.6458
35585,154.2373,1.3287,0.478
108575,328.9203,0.9881,1.3694
105329,5.1303,1.0801,0.659
84675,136.9343,1.8342,0.6836
81632,0.728,-0.0513,0.0
80515,180.5962,1.221,1.1762
58396,80.1124,0.975,0.0836
55400,153.401,9.4082,1.3857
54149,1126.8365,5.1704,0.7958
100762,590.3368,4.7927,0.9227
93157,54.8551,1.017,0.4915
83486,5.627,0.1955,0.5091
74286,1013.6705,6.2058,1.0335
68718,33.3729,24.2364,1.8801
63230,63.2542,0.381,1.2563
40778,223.8709,3.2601,0.5107
29930,1441.8261,2.3128,0.9619
15956,2012.5635,22.0441,1.21
37741,0.3003,0.0873,0.6755
17210,223.2464,1.2501,1.1872
15688,160.7357,0.8724,0.7916
15224,737.3219,2.1922,1.6824
7800,209.5061,0.7917,1.8686
126114,22.2607,1.1708,0.211
123415,37.6554,0.9338,0.512
122247,591911.1024,190.6326,1.9343
116758,145.4988,1.3923,1.4599
103508,277.1479,6.211,1.4031
98431,119.647,1.4626,0.5565
93841,123.5873,2.6961,0.8289
71163,8.0263,1.9234,0.4533
44473,50.6257,0.4112,1.0622
102801,9856.2152,13.8302,0.4939
83478,6.8845,0.2392,0.4631
68715,51.081,37.0966,1.885
60113,149.641,1.3686,1.9957
45612,119.4656,5.4864,1.3961
102606,2373.4704,33.0226,1.044
81625,0.0472,-0.003,0.0
73732,178.3578,1.1217,1.5402
42148,8.8521,0.4972,0.9909
37739,0.6817,0.1982,0.7047
19064,3909.4334,17.4493,0.6547
15488,394.5017,88.0,0.8636
10618,2966.7459,39.5141,1.3552
1795,1664.0721,110.8564,1.1499
50573,49.6541,1.7687,0.8504
49084,32.0895,1.1052,1.2443
48501,131.4077,2.9914,0.3825
42147,11.4998,0.6459,0.9757
39634,461.1528,1.5793,1.9942
37738,0.7226,0.2101,0.7266
31780,409.5872,1.4438,1.2345
35583,118.7042,1.0862,0.4755
88846,141.2431,3.7718,0.6985
83475,5.62,0.1673,0.4635
81622,0.0481,-0.0031,0.0
68714,56.8435,5.2623,1.9299
44471,56.1393,0.2731,0.9778
37734,0.5559,0.1617,0.7204
37197,243.3858,1.0664,1.7669
34634,366.7523,2.4376,1.1578
72013,15.5552,1.3341,1.0693
68202,71.1739,0.3299,1.144
47925,88.0576,1.7207,0.7276
40003,20.9868,1.9163,0.9418
26902,22.8508,2.1667,0.0
24383,397.5807,32.9724,2.3648
23722,56.2494,8.8303,0.5443
15729,46.6352,2.9514,0.8318
107596,45.98,0.7624,0.3081
106987,83.2534,3.0368,0.4347
106670,355.76199999999994,34.5365,1.1463
103104,11.4309,0.2979,-0.0346
102880,291.5959,0.9764,1.3212
102669,996.6562,-31.8343,1.9791
91270,95.5904,1.5461,0.7626
44541,200.0702,120.5802,0.9662
32869,196.6102,5.5033,1.1852
13356,75.7801,-0.5783,1.0846
12719,26.6784,2.6665,1.0181
612,239.4027,19.8875,0.0
39794,159.9137,3.6466,0.1439
34097,75.4658,2.7504,-0.1622
33478,449.8765,14.6957,-0.781
26871,34.3021,3.0199,-0.193
17297,324.6992,7.6881,0.9632
15097,245.2421,2.6981,0.6334
48604,176.7668,5.6654,0.1745
36796,1754.9384,16.4767,2.64
7272,100.4883,3.105,-0.7717
2984,651.8833,1.4262,-0.6154
43757,1365.7097,6.5993,1.8904
39986,28.7047,2.2302,0.8103
8206,101.212,1.4986,0.6221
7267,80.7886,2.4963,-1.0521
88873,74.7431,2.1553,1.0341
78515,15.8445,1.9106,0.4873
61231,214.5016,5.7133,0.1579
48603,161.9124,5.1894,0.1595
21322,552.1803,19.5144,-0.4541
13099,51.3285,2.1255,0.4306
103099,13.3419,0.3245,0.1498
100307,53.2209,2.7435,0.9084
94187,2162.8672,5.2888,0.8089
85360,4208.6829,12.7902,1.7633
83231,2371.8134,6.1419,0.5166
66678,478.4392,4.4947,0.4584
62130,25.4288,2.7243,1.7591
61230,212.632,5.6635,-0.0974
29069,282.6845,18.446,1.1248
11360,10.5065,1.0842,-0.8084
55606,41.7941,0.4557,0.3246
46615,201.1675,2.5694,-1.2053
44538,187.5345,113.0251,0.9785
29370,531.4104,4.6421,0.2167
36793,1299.0248,10.6578,2.738
83663,4.201,0.2061,-0.9702
62129,28.1813,5.9717,1.363
58473,88.8631,1.7721,0.5877
55431,687.2843,4.4741,0.7214
42238,9.5012,0.5988,0.5079
36792,1152.9806,9.4596,2.581
34093,70.6505,2.1133,-0.1971
83662,4.7769,0.2343,-0.9744
59199,89.2019,2.5053,0.1695
42236,7.7518,0.4886,0.5949
39981,62.3185,4.2423,1.2627
32863,202.0163,5.6546,1.3041
11433,1535.5784,6.1621,1.5753
48591,66.3821,2.6646,0.0978
46698,369.6764,2.6316,1.5417
30024,108.4858,18.1081,0.096
7255,254.2334,7.2427,-1.019
73555,171.0347,4.156,-1.7923
62120,56.0223,11.8713,1.382
30022,162.0195,27.0438,0.4664
141640,35.5998,2.1421,0.3715
139902,229.12,8.8585,1.8667
131020,4.6568,1.5051,0.099
113113,5796.8553,181.0222,1.7471
111192,44.062,0.6966,1.2277
109426,73.6718,1.1158,1.7518
105868,19.5678,0.2921,1.2205
99189,26.6649,6.6069,0.9861
97501,21.6961,2.2484,0.951
132985,65.1596,22.8397,0.9095
128750,32.8221,0.6386,1.3555
122427,0.5791,0.0445,1.4106
116115,7.6541,6.6257,0.6215
111191,40.872,0.6462,1.229
105867,21.5444,0.3216,1.2198
103323,142.532,3.4138,1.0477
99188,29.998,7.4328,0.9851
93907,17.8239,-12.0676,0.4214
105453,9.3587,-33.6654,0.7829
103223,16.8691,0.6169,0.585
103133,64.0689,2.5397,0.0045
98287,14.0472,-6.3424,0.6035
97498,20.9315,2.1691,0.9293
94193,682.5358,8.1462,2.4563
92964,41.0694,0.4829,0.8802
86358,6.7382,-24.6753,0.3391
124667,0.6121,0.1365,0.4487
116416,113.3206,11.0785,1.9673
116111,5.9744,5.1717,0.5998
107663,7.152,0.168,0.8344
106725,11.9137,1.9708,1.0927
103131,59.1525,2.3448,0.0122
71930,13.7553,10.0028,1.0157
62876,18.3919,1.3352,-0.0031
116415,92.3353,9.027,1.9499
73624,24.0407,0.9006,1.3524
72756,378.1302,4.3084,1.007
20333,73.5408,14.1509,0.9192
19248,101.3275,-1.2062,0.9046
15571,36.2811,1.5829,2.2359
13227,73.115,4.1113,0.6915
132984,89.1187,31.2377,0.9139
124664,0.7307,0.1629,0.4411
122414,21.0134,1.6157,1.5042
116107,185515.415,160590.0541,0.6165
113112,5410.5891,168.96,1.7379
106723,19.9849,3.306,1.1174
105865,24.7069,0.3688,1.1839
101012,149.4688,3.251,0.9284
100390,23.5213,3.3476,1.3454
101971,218.4542,1.7114,0.1819
100260,60.0,3.6404,0.0
97338,21.0774,-1.0738,0.9466
92963,44.4357,0.5224,0.8753
72054,6.6309,0.5992,0.8768
56440,55.138,0.751,1.834
52938,79.86,69.8243,1.3381
140026,19.8493,5.2806,0.2657
135273,5.6997,-0.8126,-0.2981
132508,85.6753,1.3746,0.9978
119867,658.7598,3.871,1.957
118830,55.7984,1.3463,1.032
118734,8.6203,0.8525,0.5206
116413,68.9517,6.7409,1.9369
116103,13997.3725,12116.7225,0.6115
114064,33.2225,7.0641,1.0347
71666,11.6871,0.0278,1.4183
68810,65.2722,-50.3747,0.8708
65811,152.5038,5.1796,0.7483
58512,49.613,2.6325,0.9522
37266,12.905,0.1774,0.9464
12780,7.0003,-0.3927,0.9963
7579,149.2492,3.8957,0.2157
5115,21.4454,-1.0549,1.2172
4336,45.8491,-0.4122,1.0879
115155,7.4229,0.5059,0.8363
105451,6.6857,-24.0502,0.7728
97335,14.4474,-0.736,0.845
95042,151.1846,1.4095,2.1327
93905,53.4718,-36.2027,0.2553
90685,234.2766,4.4395,0.9236
84970,44.6733,-4.5575,1.3574
86356,9.5753,-35.0649,0.4375
80136,31.2294,1.5761,0.5449
57015,25.8118,7.8808,0.458
54395,28.608,1.4082,1.1153
46646,41.4575,0.9326,0.7289
42289,9.6889,1.7063,0.5912
39825,35.9739,7.6508,0.6665
39777,48.1449,0.6323,2.2093
73367,59.1792,-2.5472,0.5464
71661,44.4343,0.1057,1.3935
62872,14.1051,1.024,0.0008
61213,5.5842,0.7243,0.5115
53863,30.9168,-9.8827,0.5964
42288,8.5525,1.5062,0.7245
38820,25.1772,5.0954,1.0831
83729,7.5168,0.3793,0.5347
80134,27.7786,1.4019,0.5318
76374,15.245999999999999,3.2463,-0.1066
74033,1172.4666,-4.9121,1.461
71655,26.4091,0.0628,1.4161
71270,9.6481,1.5346,0.7917
68091,33.3041,0.4852,0.1539
60439,60.391,1.9736,-0.0027
60165,39.8487,0.6416,0.8272
93902,90.0866,-60.9903,0.2375
85331,19.0054,0.56,0.0
79493,130.4208,-0.3745,1.5046
79161,121.1942,1.3639,0.643
46750,113.2323,1.6401,1.6143
46491,10.3954,0.595,1.0934
44578,148.1181,-2.242,1.1515
41504,142.8929,1.9659,1.5403
83728,7.1234,0.3595,0.5279
68090,32.504,0.4735,0.1478
52540,428.7512,0.5719,1.0697
45923,5.9016,1.125,0.2127
41503,156.1237,2.148,1.5385
39772,44.108,0.5793,2.1992
37842,13.1453,1.0392,0.817
32961,14.9121,1.2852,0.5707
122402,302.5669,23.2636,1.561
118732,9.4287,0.9324,0.5441
115153,6.8043,0.4492,0.8586
106715,76.393,12.6373,1.1744
102710,1207.7036,97.5135,1.0246
86352,7.931,-29.0433,0.4197
86115,38.2967,2.6472,0.6439
85817,50.3963,4.1268,0.436
84943,71.8392,1.1593,0.134
106714,77.3024,12.7877,1.1259
97321,8.981,-0.4575,0.729
95036,115.965,1.332,2.0725
93901,94.6309,7.0247,0.1904
91761,56.6685,1.9383,0.5118
84968,59.3203,178.1003,1.3264
79160,109.4581,1.2399,0.6302
76371,21.153000000000002,3.9002,0.1077
73365,57.857,-3.4566,0.5473
132462,290.2896,-3.2633,0.7631
128743,30.7707,7.0917,1.3264
124652,2.6786,0.4933,0.4582
122394,223.5271,65.6079,1.978
118822,32.0092,5.1854,0.9672
116408,54.6905,4.3904,1.9787
116084,78.6773,-21.7965,0.766
93898,115.6929,8.5882,0.1489
86112,38.7502,2.3375,0.6244
60879,501.6359,0.7615,1.5285
56208,41.5748,0.9562,0.7252
47458,105.0269,5.0246,1.0446
36785,160.8284,0.7625,0.8261
15129,36.4421,0.9372,1.3101
12763,6.3074,-0.3871,1.0205
15562,39.553,1.4221,2.1957
12762,5.5911,-0.3432,1.0067
2945,595.2369,2.4389,0.1174
2487,30.2765,2.5717,0.5799
831,32.1525,0.441,1.1789
56942,40.3019,0.7006,0.0881
54386,61.3688,2.6697,0.9408
15128,34.1786,0.879,1.3067
4810,129.1857,-4.3875,1.1928
2943,675.5093,2.5564,0.0638
12761,7.6243,-0.468,1.0182
106309,358.0634,2.7479,1.6354
92684,19.4284,0.8014,0.1517
83766,99.0592,1.4736,0.8763
82749,145.3691,1.6731,1.3077
77568,64.1334,0.8809,0.5691
71922,21.7257,16.5621,1.0837
68086,41.6717,0.5669,0.0904
62865,15.7166,0.9799,-0.1873
24597,95.9145,6.8352,0.5325
97315,24.7295,-5.2371,0.6642
73360,46.0394,-2.7506,0.529
68062,47.5152,1.9508,0.4197
30643,24.3925,0.406,0.5092
26952,12.3347,1.4995,0.266
20254,63.288000000000004,0.9087,0.272
829,29.5131,0.4048,1.1609
60877,420.9075,0.639,1.5122
55785,182.6009,2.287,1.2155
52538,491.6568,0.6656,1.0283
50880,133.9512,1.3781,0.946
38808,10.9025,1.3416,0.6845
32729,187.558,10.4554,1.5403
24401,70.3366,-10.9918,2.0082
828,26.6337,0.3653,1.0404
26949,9.1448,1.2174,0.2096
24853,102.8461,1.2931,0.7841
3847,33.2038,0.5605,0.646
2479,42.9709,3.65,0.6309
824,34.072,0.4673,1.0299
251,11.1028,0.8824,0.1709
30082,80.8505,12.5603,0.7817
26947,9.9016,1.3181,0.2122
17288,30.5091,2.0734,0.8558
14608,19.480999999999998,0.6686,0.2262
250,11.7757,0.9359,0.1583
76369,26.565,4.5131,0.1659
46742,138.675,1.4216,1.5678
42040,96.5115,3.0827,0.4355
19608,86.2271,7.7217,-0.0374
15125,25.8037,0.6636,1.2828
100364,31.7196,5.5632,1.3015
80131,20.248,1.143,0.5472
79483,131.8619,-0.3817,1.4433
71262,10.6168,1.7769,0.8327
68799,82.2968,760.7656,0.868
68258,86.6715,0.7723,1.6481
65795,461.825,11.9046,0.8592
41521,249.6842,1.1969,1.6987
114048,17.8725,23.6047,1.0021
103562,349.0846,1.1547,1.3336
100357,13.3187,2.3359,1.2127
96654,12.0433,2.3308,0.6404
94965,244.6864,-5.9472,1.4701
85325,215.69,5.9854,3.2512
80129,19.0315,1.0744,0.5535
73607,37.6528,0.9282,1.2382
71916,14.6243,1.5304,1.1983
103118,14.141,0.5605,0.0542
73606,43.1154,1.0628,1.2333
73355,23.3548,-2.1898,0.5631
58732,14.9859,4.2473,0.1886
53856,68.5984,29.5061,0.6284
50877,101.4797,1.0679,0.9401
45911,9.5369,1.6927,0.0793
128736,716.0852,288.1509,1.3888
121786,177.1974,17.3271,1.0065
119887,284.9627,2.4839,1.7872
116045,288.5632,-229.1442,0.7462
99170,26.5488,1.2893,0.9989
93889,245.2232,-18.688,-0.0912
88896,90.7293,2.957,0.8422
85805,35.3046,1.9421,0.0603
122615,15.1579,1.3252,1.0744
122352,36645.3418,301.9256,2.1635
118784,20.6001,1.0874,0.7573
118722,10.2442,0.9912,0.5333
114180,107.5171,0.1063,1.3554
107013,60.3865,2.8028,0.8991
105832,129.6423,2.6827,1.2028
99168,18.4501,0.6543,1.0546
91227,139.187,1.2954,1.3646
114175,124.1334,0.1227,1.35
106699,144.1544,23.918,0.9905
93885,212.7637,-16.2144,-0.1677
85309,301.8915,7.0092,3.5159
79462,103.4249,-0.2529,1.376
55639,65.4743,0.6947,0.4559
47428,53.2483,2.3514,1.0146
39709,58.2737,0.2249,1.776
37250,31.9683,0.257,1.1183
29395,325.6723,2.643,-0.0708
23727,85.1933,13.3741,0.5085
15737,69.6048,4.4051,0.6922
56927,37.8397,0.6688,0.033
10615,147.2614,1.4501,0.845
71602,136.006,0.2302,0.7392
57397,223.0083,66.2119,0.6471
48620,213.7,6.8853,0.5296
47398,60.0098,2.2746,1.543
46453,9.0705,0.903,1.6999
39706,63.2214,0.244,1.8331
28339,22.4917,0.8877,0.2237
13369,30.6023,-0.1664,0.8889
30058,129.5398,10.2541,0.602
23723,54.6111,8.5731,0.506
11388,8.064,0.8823,-0.4507
6587,77.9328,0.6943,2.3975
3835,78.7294,1.0356,0.8062
97290,99.2864,3.3038,0.519
78525,25.4426,3.1805,0.3827
77547,31.6234,0.454,1.0373
62154,26.6876,4.9644,1.6954
61197,33.636,3.9617,0.3528
56405,3897.0976,84.2794,1.594
49613,59.0679,4.98,1.2221
33489,218.1397,7.7543,0.6819
95678,22.5037,2.2722,0.4029
68198,58.4219,0.2708,1.0713
61195,34.7995,4.0987,0.3599
46445,7.4178,0.7385,1.9889
39694,116.0881,0.3255,1.952
29388,355.8993,2.8496,-0.0543
23718,55.2118,8.6674,0.5289
44547,141.6203,-4.5224,1.0514
42027,132.4524,8.9932,0.5322
32889,122.6575,3.651,1.3451
