USID,MarketCapitalization,PriceToBook,Beta
105843,244.3332,5.15,1.1644
103604,713.3052,5.6557,1.8837
86337,20.3865,4.3856,0.3472
85318,416.5801,9.6719,3.2628
107631,31.2925,0.5734,0.6885
102694,1122.9929,604.2296,1.3935
93886,194.2831,-14.806,-0.1768
79463,149.6214,-0.3658,1.3657
77560,63.0224,0.7781,0.6668
76161,27.1925,0.501,0.2257
62839,14.3,0.6007,-0.3785
79459,106.8724,-0.2613,1.3709
74020,3965.2062,-11.3186,1.4708
71905,13.0266,1.1385,1.323
71630,198.1463,0.3074,1.2473
56421,675.5803,62.1036,1.5646
55638,51.7902,0.5495,0.4494
39748,64.1024,0.4001,2.3328
32927,98.7768,3.8047,1.0188
119037,138.908,2.5845,0.0
116397,117.76,2.8411,2.0787
103598,535.7912,4.2482,1.886
98267,21.3198,1.262,0.4423
71252,8.606,0.8655,0.8687
68239,68.07,0.5218,1.4774
63677,796.3693,2.3117,2.3376
57410,134.3199,22.4276,0.7766
141619,77.1179,1.5821,0.118
127386,166.2002,3.7705,1.4824
123791,97.4123,1.0702,1.5698
122341,28516.2695,234.9491,2.1691
121781,155.9539,10.4789,0.9168
119881,197.9305,1.6161,1.6982
119035,25.375,0.8042,0.0
137895,31.9434,3.2305,0.519
134364,71.8514,-1.9504,0.9598
128727,1063.3841,66.3318,1.3444
122340,32645.3221,268.9689,2.1433
121780,166.9194,11.2157,0.9105
120584,43.9763,1.1798,0.0225
118770,7.5243,0.2625,0.8615
113990,68.9823,2.1448,0.3416
141874,2.8913,-0.088,-0.317
141215,26.8117,0.6984,0.6468
134721,52.2883,0.6768,0.4157
122338,33419.5195,275.3476,2.1385
118768,7.0339,0.2454,0.8781
114036,38.1694,11.016,1.1481
98263,17.7266,1.0493,0.3939
163470,129.5967,2.9566,1.4857
155505,149.9399,3.2284,0.0
152567,52.0836,2.3559,-0.0191
149659,73.876,2.1061,0.927
144142,101.2714,1.7008,1.2566
140261,246.4828,1.5867,1.7775
137982,49.7416,3.3455,0.9522
138081,884.7075,1.7193,1.6426
137277,38.2214,1.653,1.2934
134777,129.3326,2.4348,2.0651
130934,694.7289,-74.9604,-0.2225
116981,634.7363,6.0119,-0.7787
112625,566.5655,3.0726,1.4184
106777,831.6953,5.7366,1.0601
83620,10.0458,0.4921,-0.1381
116116,8.664,7.4999,0.573
103564,290.9515,1.1777,1.2714
95046,142.2914,1.3266,2.1606
93187,51.4853,1.5674,0.7714
86363,12.1761,-44.5887,0.304
85820,46.8597,3.8372,0.4424
79499,162.8459,-0.4676,1.5955
77718,255.6797,1.8477,1.6139
80138,37.0957,1.8721,0.4493
75553,53.7077,1.5524,0.5941
65837,13.9442,4.5718,3.4568
59467,77.4619,1.7843,4.6923
57495,85.2824,-16.3999,0.2491
55666,14.3373,0.1563,0.6502
66675,24.1096,1.484,1.0275
65815,159.1344,5.4048,0.7587
57019,27.7639,8.4768,0.5205
46608,295.8492,3.2882,0.6792
45925,6.7999,1.2962,0.1873
41244,60.2966,0.2168,0.8928
33521,58.3009,2.83,1.1885
107664,6.8578,0.1611,0.8277
97341,19.9637,-1.017,0.9371
72057,7.5351,0.6809,0.878
71673,18.4444,0.0439,1.4297
65814,132.612,4.504,0.7568
53866,33.6679,-10.7621,0.5853
46502,17.0781,0.9775,1.081
105861,537.8851,8.0291,1.1058
100388,21.2899,3.03,1.3157
98285,15.0354,-6.7886,0.598
97334,19.1021,-0.9732,0.8276
86117,36.505,2.5233,0.6519
85335,13.5108,0.3981,0.0
54440,26.6086,5.3217,0.7017
47469,17.0915,0.9459,1.0785
22888,126.2613,2.0802,0.492
21376,116.066,7.5579,0.32
19243,101.3275,-1.2062,0.8396
5206,20.8746,2.0426,0.0337
2499,3.0854,0.2819,0.4265
97331,6.8297,-0.3479,0.8426
76381,14.1916,3.0218,0.0036
71275,8.2617,1.3141,0.7671
61215,3.5228,0.4569,0.4923
54439,33.212,6.6424,0.6741
54185,96.9242,0.8353,0.7912
46648,34.8243,0.7834,0.3267
19242,114.5441,-1.3635,0.7634
3851,41.7941,0.7731,0.7069
115154,7.9899,0.5445,0.8336
107019,41.3074,2.6598,0.9743
99185,28.5695,7.0788,0.9851
91239,63.4881,6.8523,1.3729
77717,274.619,1.9846,1.5994
76380,15.345,3.2674,0.0127
76180,13.9242,0.7883,0.2328
74036,1877.573,-7.8662,1.4619
71951,100.6069,11.3398,1.1447
76379,16.896,3.5977,0.0224
73620,18.0837,0.6775,1.3836
71273,8.5182,1.3549,0.7632
65810,225.4404,7.6568,0.7564
57017,24.7272,7.5497,0.4975
47958,52.7429,4.5246,0.3968
46494,8.3163,0.476,1.1038
45665,81.3468,5.2009,0.9382
29112,21.1843,3.9288,0.7565
119045,105.7117,2.0304,0.2718
116410,82.1425,8.0305,1.8976
106719,7.4983,1.2404,1.0902
100381,26.643,3.7918,1.3295
97325,5.7816,-0.2945,0.8036
119895,361.1512,3.7038,1.796
114190,104.9782,0.1121,1.5006
102711,950.836,76.7732,1.0144
100380,24.6447,3.5074,1.3419
98382,99.2333,1.0785,0.822
97324,5.2562,-0.2678,0.8141
90684,218.9123,4.1484,0.9016
90319,62.1543,3.0625,0.2222
106718,0.6866,0.1136,1.0885
100379,27.5311,3.9182,1.341
97496,39.1868,4.0609,0.9521
97323,5.8,-0.2955,0.8138
88713,115.1537,3.758,1.0408
86116,43.6716,3.0187,0.658
74034,1315.497,-5.5114,1.4592
71658,40.2508,0.0957,1.3745
126159,35.11,2.2407,0.4621
124658,3.4548,0.7701,0.4537
122405,164.5831,12.6544,1.492
116095,371.403,321.5851,0.6762
114062,21.1191,4.4905,1.0228
101266,84.2171,1.1097,0.9525
100376,71.714,10.2063,1.2433
83769,95.4788,1.5269,0.9466
132978,116.714,10.4733,0.9157
131012,6.7278,2.1584,0.1414
123268,14.5595,0.8013,0.2619
118731,8.8242,0.8561,0.5255
115152,7.1136,0.4697,0.8644
114061,21.7366,4.6218,1.0438
107645,25.5973,0.5719,0.6964
98284,15.4589,-6.9799,0.6267
94967,156.2921,-1.2755,1.4532
86114,39.1925,2.7091,0.6527
83722,6.1539,0.3105,0.4931
71676,44.5955,1.0318,-0.1717
71651,33.7449,0.0802,1.3946
68266,60.4227,0.522,1.7675
51575,59.7806,1.5506,0.777
46487,13.514,0.6706,1.1162
44576,133.5491,-2.0214,1.1711
116081,92.5615,-25.6429,0.7629
58785,121.5035,3.5803,1.105
57010,26.5118,3.3469,0.4294
47929,94.965,1.9538,0.7928
46482,22.5728,1.1202,1.1799
38816,22.3201,2.7466,0.842
24603,135.3888,9.6482,0.5102
15133,27.1618,0.6985,1.2679
2949,587.2203,2.4061,0.1752
29104,17.8042,2.3331,0.719
19612,84.1174,7.5328,-0.0312
12766,4.9743,-0.3053,1.0402
3850,31.85,0.5377,0.6493
681,26.8232,0.683,2.5001
57009,32.9216,4.156,0.4251
54391,34.3896,1.496,1.1058
45138,175.8645,6.3134,0.3541
32954,18.0099,1.5522,0.5613
30085,71.2958,11.0759,0.7408
19228,228.7058,-2.9102,0.7804
47955,58.8344,3.8366,0.3331
38812,16.0533,1.9754,0.7775
37840,14.4578,1.143,0.8418
15132,32.5941,0.8382,1.2696
15090,28.312,1.188,0.6344
12765,4.6208,-0.2836,1.0306
2948,657.9673,2.696,0.1877
2490,40.8538,3.4701,0.4947
1890,848.4276,-41.4981,2.132
68262,78.9276,0.7033,1.7159
68143,941.9008,12.018,1.147
47457,14.2676,0.6826,1.0272
39767,42.8286,0.7274,2.2659
2483,28.8871,2.4537,0.5983
76173,18.6928,0.7316,0.3158
68800,71.4274,660.2871,0.8875
54385,129.1974,5.6205,0.9352
49225,304.7618,2.9081,1.5729
20258,49.464,0.7102,0.3164
97313,19.9967,-4.2348,0.723
79487,126.818,-0.3671,1.4747
73359,38.6534,-2.3093,0.5517
68261,87.8628,0.7829,1.6952
65798,527.896,15.8372,0.8271
62864,14.6445,0.9131,-0.1526
62176,80.7317,-23.5154,1.4063
54383,119.0462,5.1789,0.9194
50879,119.4022,1.2284,0.9509
47952,59.7704,3.8976,0.3001
47453,83.3618,3.9881,0.9824
24398,464.7089,-72.6217,2.0489
2477,36.0406,3.0613,0.5763
823,30.4728,0.4179,1.0316
111183,95.7004,1.513,1.2652
100368,30.8434,10.4352,1.335
90316,46.8844,1.7939,0.2809
85697,279.6595,0.9311,1.4771
84963,69.4267,208.4433,1.2963
76172,18.8917,0.5421,0.318
72045,9.1885,0.8096,0.8818
122379,726.3212,213.184,2.1799
116066,166.7032,-46.1829,0.8578
85811,38.8344,2.6022,0.134
80132,24.3603,1.3752,0.5345
73612,33.1657,1.0258,1.277
55661,54.7275,0.5843,0.6252
15555,72.9417,2.6225,2.3003
15124,30.7834,0.7917,1.2859
106708,164.83599999999998,23.2588,1.134
102702,807.9702,43.799,1.2404
102142,53.832,-15.3387,-0.0497
85810,34.7903,2.3312,0.1307
77712,208.2595,1.4726,1.5342
72762,3976.3166,11.0544,0.9203
68083,70.4252,0.958,0.1115
129171,20.9935,1.7133,-0.0627
119039,111.5471,2.5371,-0.2665
116064,171.5164,-47.5163,0.8627
103217,27.0937,0.8141,0.6482
71641,167.8115,0.3694,1.3445
68082,62.9243,0.856,0.1209
53860,55.5564,-9.9874,0.6498
47452,111.1028,5.2252,0.9659
76170,24.8575,0.7133,0.2985
71948,159.2887,11.4031,1.1687
71638,142.6315,0.2374,1.3091
71261,10.5194,1.7606,0.8085
68256,57.1853,0.5095,1.6035
58740,32.1487,9.6455,0.4242
39178,264.4544,3.5049,1.4475
38805,11.5893,0.9709,0.6708
100361,16.0193,2.8096,1.303
91760,65.4837,1.8379,0.543
80156,117.5594,-0.6748,1.4412
68255,52.1246,0.4087,1.6012
65794,362.8625,9.3536,0.8449
58738,29.0295,8.7097,0.3771
107679,32.8155,0.7424,-0.1466
83708,11.5912,0.5849,0.376
71637,121.9002,0.2029,1.3062
47950,72.1924,3.8655,0.3213
46478,33.2897,1.1817,1.2101
42280,6.3844,0.692,0.6232
37261,20.3094,0.1934,1.1215
116061,131.8466,-104.6976,0.851
88886,95.6039,5.0581,0.6267
86342,17.9523,3.8619,0.4526
84960,54.9509,-4.7858,1.2933
83707,13.6988,0.6913,0.3753
82747,156.2558,1.7984,1.3012
73608,33.3608,0.8224,1.2494
71636,112.7784,0.1877,1.3063
105848,308.3654,6.4997,1.1709
83706,12.3078,0.6211,0.3602
78543,29.6228,2.8251,0.3112
64717,457.3166,5.9349,0.9625
58737,21.9746,6.228,0.3593
57429,10.8254,8.8952,0.0
56938,41.472,0.7234,0.1188
55657,57.7018,0.616,0.5783
39764,39.2285,0.3682,2.3022
100359,15.2289,2.671,1.2263
97309,43.4306,8.0426,0.7413
72042,11.2568,0.8782,0.9356
58735,21.9511,6.2214,0.2331
57006,37.7289,11.5929,0.3863
55656,45.8045,0.489,0.5817
54382,117.6619,5.1186,0.9085
40024,33.8525,8.7451,0.8189
123301,184.9563,2.168,2.8768
121789,210.8512,20.6179,1.176
120514,23.8161,2.4207,0.0
118804,52.5817,4.3928,0.8889
114049,14.544,19.2087,1.0074
100358,17.5246,3.0736,1.2089
65793,329.875,8.5033,0.8424
116057,154.3962,-122.6039,0.8177
103321,151.739,4.3643,1.0452
96653,13.6054,2.6331,0.643
73605,39.0184,0.9618,1.2361
73354,20.8964,-1.9593,0.5605
65792,296.8875,7.6529,0.8431
58731,19.4418,5.5102,0.215
56937,38.3621,0.6691,0.127
47446,64.81,3.0481,0.9342
71257,8.2843,1.3865,0.8079
56430,582.2713,53.526,1.7011
55654,39.261,0.4192,0.5683
32944,17.8164,0.8742,0.0
32221,149.0261,1.0555,1.2502
23763,134.4691,12.5052,0.6739
17284,28.0631,1.6172,0.8416
45909,8.9038,1.5804,0.0467
32941,9.6996,0.4759,0.0
30076,78.6957,9.437,0.7665
21349,188.3703,9.126,0.1997
17283,24.0361,1.3852,0.8461
13216,60.9262,2.4063,0.6586
111261,52.8169,1.7189,1.002
111181,87.3266,1.3806,1.2568
84959,62.6354,-5.4551,1.2909
83703,2.461,0.1188,0.4022
80127,16.7203,0.9439,0.5358
79479,121.3922,-0.4018,1.4018
69948,324.9709,0.6785,0.447
47443,51.6397,2.4286,0.9231
115138,5.0723,0.3349,0.7115
98276,19.0534,1.8037,0.5759
86341,18.6622,4.0147,0.4889
83702,2.7678,0.1336,0.5402
80126,14.7684,0.8337,0.5693
79478,111.736,-0.3699,1.4271
71915,15.2046,1.5912,1.2513
68080,88.7382,1.1247,0.1557
65790,300.1862,7.738,0.8077
55649,45.7986,0.4951,0.5775
45906,7.556,1.1688,-0.0058
37838,26.483,1.6748,0.8341
34116,31.0122,0.885,0.2419
26942,11.0999,1.4776,0.6574
4354,330.1214,2.0179,0.7954
119857,84.253,-15.3686,0.7706
111259,57.7234,1.8786,1.0353
102698,963.7525,40.6906,1.3066
71914,18.5705,1.9434,1.2817
62172,57.9738,-25.779,1.4645
47440,71.7539,3.3746,0.9664
45905,6.9434,1.074,0.007
134373,42.4612,-1.1284,0.8883
123296,231.9421,2.4008,2.9029
119888,263.641,2.2981,1.7861
119157,126.1803,1.7348,1.062
118794,47.2444,3.9469,0.868
115136,5.3197,0.3512,0.6929
111258,51.3738,1.6719,1.0481
118726,12.576,1.2194,0.5349
107272,49.8628,-0.234,1.6063
106706,117.3952,19.4781,1.15
105842,393.1799,8.2874,1.1507
103603,654.2323,5.1873,1.8778
97307,54.419,10.0775,0.7346
86336,23.6321,5.0838,0.3736
137899,28.426,2.909,0.4187
130997,127.4491,36.4044,0.0812
122359,15354.9104,2192.9589,2.1287
105841,539.0496,11.362,1.1298
92681,18.8934,0.7752,0.1545
91228,143.1315,1.3321,1.4135
88897,103.863,3.385,0.8473
127417,360.8581,3.1993,2.5212
123295,237.4467,2.4578,2.8996
122357,30451.7629,250.8959,2.1309
118791,37.163,3.1047,0.9056
116400,106.1758,4.154,2.0199
107676,28.9483,0.6549,-0.124
105839,225.2359,4.7475,1.1321
103316,154.8239,4.4531,0.9554
100352,9.8138,1.7212,1.0791
62854,19.8708,1.0738,-0.3398
61209,9.1134,1.0295,0.3881
60869,464.0005,0.7037,1.4626
60431,46.1369,1.1855,0.0637
54175,88.3309,0.8063,0.7951
29417,166.2489,1.4732,0.0821
26940,13.8118,1.8386,0.6352
103116,15.635,0.6198,0.0577
102697,921.3695,38.9012,1.3372
97306,52.8493,9.7868,0.7399
85689,307.2496,0.8769,1.4552
73348,16.2254,-1.5214,0.6081
71909,18.2224,1.907,1.3232
68251,71.1873,0.5581,1.5223
58725,9.7795,2.7717,-0.0721
134371,30.9613,-0.8228,0.9764
127391,199.0744,5.9287,1.558
114182,133.4302,0.136,1.3282
107675,33.5109,0.7582,-0.1506
97494,45.5905,3.1908,1.1028
93888,227.4534,-17.3338,-0.0945
91758,50.0858,1.4057,0.5218
84687,95.435,0.9128,0.4963
62853,19.4569,1.0514,-0.3332
88894,70.3588,2.2931,0.8286
88884,81.3925,4.3062,0.6734
85803,29.6847,1.6329,0.0464
85687,309.601,0.8836,1.4715
85314,359.4754,8.3461,3.2901
78542,28.9992,2.7656,0.3874
71907,15.4368,1.6155,1.313
68078,89.988,1.1405,0.0265
102696,992.244,41.8936,1.3559
100350,9.3757,1.6444,1.0408
97304,62.0063,11.4826,0.7645
85312,346.978,8.056,3.2774
77563,37.7713,0.5008,0.6339
60867,358.7191,0.544,1.4328
57419,108.9739,18.1955,0.708
122616,13.9199,1.217,1.0801
115132,4.3311,0.282,0.7086
105838,134.3958,2.781,1.112
103601,612.2906,4.8547,1.8705
103315,135.7361,3.9041,0.9465
96651,12.5472,2.4283,0.5734
85686,293.925,0.8388,1.4745
118721,9.2289,0.893,0.5363
115128,5.7747,0.376,0.7048
109413,156.8465,1.8634,1.7183
108321,919.1115,4.5047,0.4771
107634,48.07,0.8809,0.6509
105831,149.0886,3.0851,1.206
98270,15.8786,0.9399,0.494
97492,45.4558,2.7266,1.0874
91226,122.2817,1.1381,1.3658
85683,340.1692,0.9708,1.53
79467,206.8499,-0.5057,1.3648
68796,101.4852,-662.5387,1.0144
65781,301.2816,6.7189,0.9727
49623,53.3073,2.0211,1.6499
32931,6.3952,0.2762,0.0
23753,121.7557,11.3229,0.6072
11408,6.3469,0.6711,-0.428
9692,73.6996,1.114,0.4269
108320,975.3931,4.7805,0.4738
100347,6.0994,1.5057,1.0197
79461,86.1875,-0.2107,1.3669
76159,20.2325,0.3728,0.2276
68243,83.8242,0.6426,1.4718
63680,822.5872,2.3878,2.3756
62838,9.9,0.4158,-0.3618
58720,3.7026,0.5473,-0.0908
47944,51.6857,2.3467,0.3569
107010,74.373,3.452,0.887
105828,112.3566,2.325,1.2597
100346,5.0539,1.2476,1.0081
86109,89.8489,3.4449,0.6974
79457,85.498,-0.209,1.3665
74018,2614.8928,-7.4641,1.5032
72185,177.8105,2.6687,0.6025
116040,393.7001,107.1746,0.8205
107629,33.9625,0.6224,0.7657
72035,9.2042,0.6181,1.0114
62837,9.0145,0.3786,-0.3226
58058,1472.3019,2.62,1.0649
57411,139.7453,23.3335,0.7939
134731,500.6221,3.9081,1.0991
122605,16.6979,1.4599,1.1562
119036,127.2397,2.3674,0.0
111256,55.9973,1.4721,1.0449
111178,98.638,0.9729,1.1563
107627,36.575,0.6702,0.6987
102691,786.095,422.9607,1.3962
97301,76.4456,11.5598,0.763
80121,13.0937,0.7281,0.5168
107008,53.1712,2.1218,0.8147
106697,127.9262,16.6569,0.9813
103596,381.3838,2.7088,1.852
103558,353.9502,1.1551,1.3051
97488,42.3973,2.2423,1.0806
79451,61.3655,-0.15,1.4069
78541,27.6289,3.1815,0.3633
152455,187.0552,3.9195,2.3696
147369,103.1882,1.3129,1.8662
146217,16.63,-12.8817,0.7239
145113,59.1058,1.7434,0.4285
144120,92.6185,1.5271,0.9112
141216,30.4007,0.7919,0.6459
140320,132.7102,1.6281,1.3088
129167,15.3946,1.2039,-0.0548
128724,692.7541,43.2126,1.3591
122336,36451.7925,300.3309,1.9003
119880,241.1468,1.9689,1.8531
107622,32.0972,0.5882,0.6597
106816,135.9722,1.5165,1.0195
106692,131.2064,17.084,0.9221
100342,7.0775,1.7471,1.1269
98261,18.0004,1.0655,0.5047
157336,224.4194,24.7731,1.3049
152450,139.3403,2.1757,2.3082
145957,22.4166,0.9475,1.1462
140263,235.9534,1.5189,1.9653
139970,3.4543,0.1534,0.2407
139182,140.758,1.3546,0.9444
132958,115.7631,4.2912,0.8487
157334,224.9217,24.8286,1.2389
151537,185.9163,-1.0839,0.5235
129773,1163.3266,-49.9753,1.8942
123247,72.1078,2.0271,-0.0901
122328,35161.4635,289.6997,1.9166
118764,6.1546,0.2147,0.8513
107619,29.26,0.5362,0.5794
68204,51.7237,0.2759,1.1541
62161,49.0095,128.9139,1.6506
56407,2937.3646,63.524,1.5382
49615,80.6571,2.8185,1.2364
47394,85.387,3.2365,1.4195
46716,195.6381,1.8327,1.1819
42264,8.5932,0.8204,0.7343
39802,78.22,1.7837,0.3011
39704,58.8234,0.2271,1.9256
83691,4.3414,0.1879,0.1412
37246,25.3493,0.2038,1.1999
30056,170.699,13.5121,0.629
29079,145.6203,10.2919,0.7442
21335,280.7009,9.8188,0.3746
18343,58.4706,-3.2858,1.4562
7569,148.3414,4.2572,0.1213
116019,877.5997,612.9395,1.0019
107608,46.398,0.8502,0.6298
106679,309.8888,34.1742,1.0969
102126,34.3523,9.77,-0.4549
100320,26.5086,2.6423,1.0593
77695,188.668,0.9512,1.439
62157,28.1982,74.1722,1.5822
47393,80.6672,1.4369,1.4217
78771,193.3424,1.0419,0.7196
77546,34.7378,0.4987,1.0405
76137,42.8928,0.8897,-0.0596
71244,8.3486,0.8103,0.9827
68791,124.1781,18.8801,1.0136
22013,42.6418,1.0178,0.7602
24381,380.3733,22.1392,2.3521
18335,71.9114,4.6308,1.5038
11378,4.2507,0.4587,-0.408
11372,5.8552,0.6042,-0.5733
69815,36.9546,0.5351,0.6287
62146,16.1133,2.9974,1.7413
58404,117.6428,1.4605,0.0806
54170,114.6165,1.044,1.2224
47383,87.9459,1.5666,1.548
44550,117.1858,-3.7422,1.0629
102122,46.961,9.107,-0.8093
95675,28.191,2.8934,0.3441
90306,50.94,1.1777,0.6058
73324,47.541000000000004,0.7313,0.9843
72003,20.2814,1.5482,0.8435
57386,528.3761,141.0904,0.5755
47372,101.3301,1.9404,1.3216
88875,70.2473,2.4999,1.0733
77524,35.052,0.4572,1.1646
73323,49.4914,0.7613,1.0013
71998,20.0892,1.5335,0.9555
68185,92.5261,0.4078,0.8202
62136,29.4571,3.1559,1.8225
49211,449.1461,3.0132,1.1146
47369,205.5502,3.9361,1.3033
39678,123.797,0.2428,1.8572
34098,67.8766,2.4738,-0.0692
24369,643.5099,38.3195,2.7931
22883,205.4238,2.1844,1.1765
13360,66.8259,-0.4136,1.0896
11367,9.0629,0.9352,-0.6801
3832,69.2852,0.8329,1.0763
90305,44.8272,1.0364,0.5971
58689,9.358,0.5965,1.1758
48614,230.2573,7.3798,0.3699
46436,12.299,1.2244,0.0
45643,62.382,1.9264,1.7205
41207,190.4723,3.2901,1.1235
120960,247.3529,6.1173,1.3985
120582,50.3257,1.3298,0.0874
115189,1703.9954,5.4194,1.9695
108305,1454.4846,7.1286,-0.6293
107795,554.2753,5.3966,0.8321
107593,56.43,0.9357,0.2655
107240,59.5384,-0.2716,0.67
106669,400.664,38.8955,1.115
90304,49.7174,1.1495,0.5776
83677,5.3109,0.2605,-1.0859
80241,109.743,1.0913,0.1587
49209,440.4753,2.955,1.0536
47364,272.7101,5.2222,1.2168
39795,110.0829,2.5103,0.1025
32873,170.718,4.7786,1.253
15717,28.77,1.8208,0.9473
7818,67.9034,0.5888,0.7
2515,135.5383,1.9652,1.6157
85358,5396.6237,12.871,0.0
83229,3076.7834,8.4856,0.5095
48597,71.5362,2.8714,0.0983
47355,510.1104,9.5095,0.964
32862,228.1931,6.3873,1.2873
105755,243.0925,5.1761,1.6505
99131,97.7034,1.8024,0.0
90668,92.9434,-1.9764,1.5458
71231,7.3276,1.3011,0.9159
67339,84.9505,0.58,1.4975
58671,8.9938,0.475,0.9739
151401,3049.3386,6.2072,0.8785
146152,11.2367,-1.0875,0.0
145920,4426.7906,91.1577,1.534
136626,698.085,10.4502,0.0
132927,125.773,20.8371,0.3678
122528,68.4958,1.4972,1.2744
120579,42.9566,1.1333,0.1592
27475,49.0805,1.5987,0.1811
26835,17.5484,2.0383,0.0404
56914,36.0883,0.6467,0.5355
12692,11.1776,1.0966,0.9753
96627,12.8186,1.0283,0.1837
67335,92.0801,0.5705,1.3934
19181,182.3663,1.4178,1.2623
81818,204.1804,4.4286,0.3214
44523,107.8447,3.3089,0.736
15510,186.0619,-8.8588,1.5319
91263,107.0907,1.4307,0.9488
73303,66.3136,1.02,0.8712
71222,6.0652,0.9845,0.6463
47633,99.1012,4.2674,1.0612
45637,165.3426,4.2625,1.8746
68039,83.2559,4.8918,0.9626
44521,118.8201,3.6457,0.6841
12686,23.826,2.3375,1.5274
96617,11.5717,0.9283,0.2784
90664,191.838,-3.2423,1.8023
77504,65.9275,0.7915,1.3546
58661,20.1774,0.8006,1.0079
54157,225.5305,0.0,0.0
44518,108.3219,3.3236,0.6101
10788,86.2029,4.6758,1.5505
94928,1143.4707,9.5735,1.5282
90651,229.286,-8.1663,1.6597
79712,352.1842,1.1622,1.2438
75507,19.4099,1.4395,0.4463
73953,7904.8288,-47.1306,1.1675
72971,6417.1305,1.4378,1.2
57648,305.3638,-12.7805,0.8509
57188,2407.8256,1.771,0.9587
55566,86.5138,0.9882,0.6254
77199,239.2578,3.5315,1.5771
73946,11056.9609,-72.5725,1.0742
71971,2292.3214,14.2489,1.1249
71200,10.4881,1.6517,0.6001
55543,32.8382,0.3851,0.627
49140,43.3988,6.2312,0.9913
48562,114.116,211.7284,0.1872
45674,612.5776,6.3654,0.4924
86731,145.9147,0.1678,1.8988
82725,206.7306,1.3597,1.5883
81689,0.814,-0.043,0.8599
76725,726.5478,4.4519,1.4403
68014,28.8621,1.8344,0.3514
66846,909.9866,1.137,1.3656
66647,625.0772,1.6681,1.308
61144,28.0612,2.6506,-0.1766
58619,28.6701,1.2131,0.8426
152374,215.5762,13.767,1.7787
145459,202.0773,11.9177,1.8844
145044,210.2588,0.2994,1.1649
143837,1503.8824,4.8828,1.4848
137607,354.1871,2.0888,0.3262
137268,38.0427,1.6008,1.104
128376,48.0811,0.8941,0.5692
127304,67.9292,4.704,0.9196
126117,23.652,1.244,0.2605
109036,20.5879,5.971,0.2592
86720,199.5482,0.1996,1.9003
81641,0.8205,-0.0578,0.0
71709,2373.5014,5.0458,1.0799
68150,363.9744,8.041,1.2232
33341,1336.1401,6.2411,1.6735
15695,81.2763,1.0126,0.7871
10763,34.5374,1.512,1.4625
9282,901.2718,2.2245,1.5021
5012,11.1444,0.5155,1.0425
105412,7.6226,-3.9537,0.5121
101953,39.2506,0.6644,-0.1327
100288,32.7328,2.1783,0.6442
91262,98.9633,1.3221,0.9488
81578,155.4597,3.309,0.3724
73297,62.9004,0.9675,0.9257
62108,29.035999999999998,2.886,0.9504
55588,57.3176,0.63,0.1594
7812,99.1184,0.6926,1.0876
2908,553.7362,10.9458,2.7112
91308,5178.8983,-33.6852,1.1794
83745,250.709,4.2863,0.1306
81806,74.312,-22.9643,0.0
63700,282.1684,3.5894,2.2191
46523,597.9571,2.4472,-1.3651
41202,466.5082,3.0758,1.4358
45160,404.3427,17.1604,3.1475
5061,144.1147,12.4788,1.0491
59188,56.3769,1.8587,-1.0879
58456,163.775,3.8229,0.6055
57440,993.9756,9.3934,2.2157
32679,449.852,18.8453,1.8374
2906,861.7425,17.0342,2.782
2535,367.8697,5.2504,-0.3206
71209,9.7977,1.4529,0.5024
61175,60.8827,8.4618,-0.2326
59896,1172.6778,9.4211,0.2359
56906,28.846,0.5055,0.3579
49186,722.0964,-40.404,0.9451
30627,34.7794,0.6364,0.7726
107868,291.7163,1.4403,1.6996
97466,67.5867,4.5559,1.4073
81799,79.1031,-30.2729,0.0
64698,2559.5004,3.7864,0.8704
58644,69.2333,4.0965,0.8088
58454,216.192,4.7902,0.591
57369,1597.1807,19.8622,0.4309
49185,640.3296,-35.8289,0.8954
145910,11655.7636,318.9955,1.7753
134781,191.8121,3.611,2.1044
133253,389.4111,18.5282,1.4522
130935,689.3849,-74.3837,-0.2283
122879,634.937,1.5998,-0.077
122057,214.5579,1.4555,1.0272
120944,1430.611,21.2927,1.4219
119100,1001.7658,7.5311,0.8423
116643,247.0132,2.842,1.7476
138082,747.98,1.4536,1.6775
137333,71.3329,1.7196,1.5976
135659,464.964,14.5811,0.9963
133417,476.4365,4.8382,2.3028
126140,20.1659,1.5679,0.2094
122878,657.132,1.6558,-0.0756
116775,476.1681,5.397,1.4855
115090,11.3186,0.7131,-0.0035
109076,138.5974,7.2865,0.6065
92929,979.5561,1.3663,1.5753
87586,1316.9724,1.5399,1.2595
80088,32.3676,1.6248,0.1496
76730,657.0862,4.1312,1.3866
54408,2357.9146,57.1629,1.0043
45153,377.203,14.5813,2.808
42205,25.8114,1.6297,0.7195
110233,1442.1894,3.4805,0.9981
91302,5921.9747,71.8634,0.9799
87108,1729.8606,3.3011,0.9923
83618,15.0476,0.7371,-0.1044
80085,37.4706,1.881,0.1081
69128,1423.6870000000001,4.5877,1.4435
58452,218.028,4.8309,0.6944
57365,2904.5503,36.1205,0.7325
56656,378.0172,1.9675,1.2223
102628,1345.8488,125.9684,1.7451
91911,2211.8268,17.7518,1.2512
90654,143.4478,-5.7896,1.6519
70643,4745.1737,13.8148,1.5082
68766,42.6518,-25.1465,1.6366
62090,41.3088,5.8903,1.2431
46515,631.9771,4.6284,-3.3965
