date,USID,stockid,price,dayreturn,volume,yrHi,yrLo,qHi,qLo,mHi,mLo,sector,Gap,DayDelta,MktDelta,SectorDelta,3MoMom,3MoFear,5DayMom,5DayFear,JSpread,5DayJunk,3MoJunk,VixOpen,VixDelta,VWkAvg,Beta,MktCap
4/1/2016,172212,11387,13.17,0.083059211,499600,0.37213903299999995,1.405549626,0.538650285,1.187556357,0.7470221640000001,1.187556357,XLV,0.00531511,0.0052870090000000005,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.1747,349.1615
4/1/2016,159212,11478,10.11,0.134680135,99100,1.0,1.413986014,1.0,1.413986014,1.0,1.3516042780000002,XLF,-0.005934718,0.0,-0.003405408,-0.00396821,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.4651,122.3015
4/1/2016,156234,11500,10.3,0.075156576,101800,0.416161616,1.210340776,0.45354471399999996,1.210340776,0.762962963,1.210340776,XLV,-0.004854369,-0.032195122,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.6701,130.7295
4/1/2016,41919,12450,405.25,0.124320269,3184700,0.6840816740000001,1.126695974,0.736536929,1.126695974,0.992578625,1.126695974,XLV,-0.0038494709999999997,0.003988174000000001,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.2497,42465.3949
4/1/2016,2896,12734,34.869999,-0.08043246700000001,212000,0.366666664,1.305992423,0.8575995820000001,1.2382812140000001,0.8950205309999999,1.01869702,XLF,0.001720706,-0.006011995,-0.003405408,-0.00396821,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.8502,311.1604
4/1/2016,41229,12455,3.04,0.369369369,1959300,0.411924119,4.825396825,0.8636363640000001,1.8881987580000001,1.0,1.535353535,XLI,0.019736842,0.016129031999999998,-0.003405408,-0.007922272,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.3591,70.0245
4/1/2016,54630,12348,9.35,0.1,1912300,0.695167286,2.554644809,0.700374532,1.2080103359999999,1.0,1.2080103359999999,XLB,0.005347594000000001,-0.015957447,-0.003405408,-0.00667406,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.8395,801.5848
4/1/2016,100023,11985,30.75,0.078947368,67300,0.7733903809999999,1.187258687,0.7733903809999999,1.127199372,0.914090396,1.127199372,XLV,0.004878049000000001,-0.026860841,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.912,203.574
4/1/2016,173828,11375,15.65,0.082295989,354600,0.507293355,1.260064412,0.5344945170000001,1.260064412,1.0,1.260064412,XLV,0.0038338659999999996,0.038828771,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.3927,335.1795
4/1/2016,193847,10833,60.919998,0.08282972200000001,1088400,0.857786547,1.642491184,0.857786547,1.260239926,1.0,1.142964337,XLV,0.001969846,0.021625163,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.0169,1716.8199
4/1/2016,55458,12338,16.139999,0.08176937,220200,0.45134227899999996,1.273875217,0.57234037,1.273875217,0.985347984,1.199999926,XLV,0.00557627,-0.003080715,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.4012,485.5494
4/1/2016,208585,10473,4.03,-0.10840708,3596600,0.264957265,2.442424242,0.589181287,2.442424242,0.589181287,1.744588745,XLE,0.014888337,-0.029339853,-0.003405408,-0.005578343,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.8583,1018.701
4/1/2016,202404,10630,9.18,-0.07552870099999999,773300,0.371209058,1.580034423,0.7475570029999999,1.580034423,0.7475570029999999,1.003278689,XLY,-0.004357298,-0.028446389,-0.003405408,-0.008928559,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.3799,330.3424
4/1/2016,39841,12461,18.860001,0.080183395,317300,0.46248164399999997,1.150701779,0.5311180529999999,1.150701779,0.9290641340000001,1.150701779,XLV,0.00265106,-0.018508778,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.1555,536.2084
4/1/2016,43789,12436,34.669998,0.10273527,2319500,0.42998882899999996,1.376886338,0.55516409,1.376886338,0.9352575670000001,1.154896669,XLV,0.0,-0.047303118,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.7254,1491.3038
4/1/2016,172098,11389,4.12,0.101604278,382600,0.187870497,1.43554007,0.5778401120000001,1.43554007,0.930022573,1.147632312,XLV,0.016990291,0.00477327,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.7654,137.0287
4/1/2016,19281,12612,9.83,0.136416185,5034000,0.233214698,1.4246376809999999,0.779540048,1.286649215,0.923004695,1.1730310259999999,XLU,-0.002034588,-0.07543323099999999,-0.003405408,-0.004415937,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.4353,1380.1054
4/1/2016,163550,11462,6.14,0.112318841,1105200,0.31025769,2.316981132,1.0,2.316981132,1.0,1.705555556,XLV,0.009771987,0.051612902999999995,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.466,217.0813
4/1/2016,145349,11608,13.26,0.278688525,2784800,0.323572474,1.728813559,0.8413705579999999,1.728813559,1.0,1.4304207119999999,XLV,-0.002262443,0.021164021,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.9459,433.5639
4/1/2016,106821,11910,5.95,-0.23126615,15815700,0.37048570200000003,2.253787879,0.76873385,2.253787879,0.76873385,1.5575916230000002,XLV,0.047058824000000006,0.09630818599999999,-0.003405408,0.009605647,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.0041,167.5079
4/1/2016,186174,11082,5.07,-0.076502732,1449400,0.324168798,2.213973799,0.8593220340000001,2.213973799,0.8593220340000001,1.248768473,XLE,-0.0039447729999999995,-0.017821781999999998,-0.003405408,-0.005578343,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,1.7731,317.2789
4/1/2016,29410,12527,4.26,0.884955752,16694500,0.355,3.463414634,0.571812081,3.463414634,1.0,3.463414634,XLU,0.082159624,0.279826464,-0.003405408,-0.004415937,-0.07821241599999999,0.031938576,0.00419326,0.005247029,7.05,0.017316017,0.00284495,15.23,0.09175627199999999,14.06833333,0.6871,207.6892
4/4/2016,127387,11748,3.02,0.102189781,1735200,0.573055028,1.786982249,1.0,1.786982249,1.0,1.4876847290000002,XLV,0.01986755,-0.032467532,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.5333,200.7698
4/4/2016,726,12749,7.28,0.086567164,7488900,0.157473502,1.309352518,0.725099602,1.309352518,1.0,1.2839506170000001,XLV,-0.026098901,0.008462623,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.3659999999999999,198.5179
4/4/2016,109384,11878,10.95,0.162420382,582200,0.377586207,1.3485221669999998,0.568240789,1.3485221669999998,1.0,1.3485221669999998,XLV,0.0027397259999999996,0.0018214939999999999,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.2989,236.1958
4/4/2016,88707,12066,15.51,-0.19886367800000002,462900,0.474457035,1.063056888,0.5515647029999999,1.063056888,0.783729117,1.0,XLV,-0.000644745,-0.06516129,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.8739,171.1499
4/4/2016,29411,12527,5.9,0.38497652600000004,18692000,0.49166666700000006,4.796747967,0.7919463090000001,4.796747967,1.0,4.796747967,XLU,-0.016949153,-0.037931034,-0.008402403000000001,-0.016569083999999998,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.6566,287.6447
4/4/2016,150272,11569,9.19,-0.136278195,33953500,0.71796875,1.198174707,0.863721805,1.198174707,0.863721805,1.0,XLK,-0.018498368,0.062084257000000004,-0.008402403000000001,-0.003164647,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.927,3681.7819
4/4/2016,63346,12264,31.84,-0.19677091800000002,2720000,0.6307448489999999,1.0,0.650061249,1.0,0.803229082,1.0,XLV,-0.0282663,-0.040724012999999996,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.9407,1055.6601
4/4/2016,164854,11454,16.24,0.11615120300000001,187800,0.714788764,1.3533333330000001,0.796078431,1.346600332,1.0,1.2210526320000001,XLV,-0.009236453,-0.021131137,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.1406,292.937
4/4/2016,184305,11131,18.639999,-0.07585528,94800,0.658424573,1.176025174,0.9074974729999999,1.176025174,0.9114913490000001,1.108863778,XLE,-0.017167329,0.001091703,-0.008402403000000001,0.001663943,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.8543,396.9222
4/4/2016,36817,12484,34.759997999999996,0.076494175,444800,0.40087646600000004,1.214111045,0.5932752689999999,1.214111045,0.9386983240000001,1.194501649,XLV,-0.010068988000000001,0.0026155189999999997,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.3806,1113.0912
4/4/2016,102858,11948,4.29,0.094387755,28662400,0.5813008129999999,1.932432432,0.8827160490000001,1.932432432,0.8827160490000001,1.108527132,XLK,0.0,0.023310023,-0.008402403000000001,-0.003164647,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.3969,2517.76
4/4/2016,25280,12563,27.65,0.088582677,1974400,0.450105811,1.814304462,0.993889288,1.814304462,0.993889288,1.246056726,XLK,-0.005424955,-0.012727273,-0.008402403000000001,-0.003164647,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.1784,1440.0726
4/4/2016,106822,11910,6.83,0.14789916,4934800,0.42528022600000004,2.587121212,0.8824289409999999,2.587121212,0.8824289409999999,1.787958115,XLV,-0.007320644,0.0029498529999999997,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.9943,192.2822
4/4/2016,19282,12612,9.07,-0.07731434400000001,5250200,0.215183857,1.314492754,0.71927042,1.187172775,0.851643192,1.082338902,XLU,-0.017640573,0.074074074,-0.008402403000000001,-0.016569083999999998,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.4385,1273.4034
4/4/2016,115229,11830,19.360001,0.106285771,768800,0.167909805,1.433012657,0.850615158,1.433012657,1.0,1.346314395,XLV,-0.014462861,-0.059224266,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.9062,436.3834
4/4/2016,191812,10931,6.69,-0.09716599199999999,134500,0.35718099299999995,1.126262626,0.8621134020000001,1.0913539970000001,0.8621134020000001,1.002998501,XLI,0.013452915,-0.001474926,-0.008402403000000001,0.000548109,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,0.7827,582.0139
4/4/2016,137658,11671,17.26,-0.108931383,2655900,0.150558271,1.0,0.49314285700000005,1.0,0.7667703240000001,1.0,XLV,0.013904983000000001,0.000571429,-0.008402403000000001,-0.001312675,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.0253,662.0842
4/4/2016,66533,12236,12.19,0.11527904800000001,4108500,0.63788589,1.6275033380000001,0.759501605,1.6275033380000001,0.897643594,1.1152790479999999,XLK,-0.009844135,-0.002485501,-0.008402403000000001,-0.003164647,-0.067919368,0.057447801,0.0018169479999999999,0.014897667,7.03,0.005722461,-0.011251758,13.88,0.059541985,13.965,1.0697,2338.9647
4/5/2016,224797,10036,236.55000299999998,-0.147721084,36591300,0.69675995,1.0,0.75696001,1.0,0.7911900270000001,1.0,XLV,-0.000676407,0.035323009,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.0277,93466.8043
4/5/2016,165489,11448,11.07,-0.088138386,231100,0.6065753420000001,1.104790419,0.870283019,1.104790419,0.870283019,1.028810409,XLV,0.016260163,-0.0008888889999999999,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,0.8295,401.6811
4/5/2016,220607,10222,7.92,0.090909091,3494600,0.64025869,2.343195266,1.0,2.343195266,1.0,1.5378640780000001,XLI,-0.01010101,-0.015306122,0.010314951999999999,0.005297716,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,0.8355,2019.0576
4/5/2016,123793,11766,5.19,-0.07651245599999999,148900,0.212443717,1.123376623,0.437236731,1.123376623,0.8009259259999999,1.123376623,XLV,-0.005780347,0.06589147299999999,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.2425,107.163
4/5/2016,193728,10838,14.85,-0.085027726,730600,0.62211979,1.035564854,0.763103842,1.013651877,0.8918918920000001,1.0,XLY,0.003367003,-0.020134228,0.010314951999999999,0.008179947,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.0632,663.9509
4/5/2016,91341,12050,151.309998,0.132983861,2148700,0.481909653,1.6146622519999998,0.999141548,1.6146622519999998,1.0,1.313112853,XLV,0.0029079509999999998,0.079604626,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.4647,3692.8684
4/5/2016,72975,12189,10.88,0.130977131,20773200,0.707412224,1.4002573999999999,1.0,1.4002573999999999,1.0,1.1309771309999999,XLK,0.010110294,-0.007279345,0.010314951999999999,0.009521605,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.022,5631.4877
4/5/2016,215837,10288,16.08,-0.082715397,123900,0.53707413,1.044834308,0.554482759,1.044834308,0.8720173059999999,1.001869221,XLV,-0.000621891,0.051026695999999996,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,0.9546,596.5980000000001
4/5/2016,9026,12678,14.57,0.095488722,380000,0.43324411399999996,1.3078994609999999,0.799232035,1.3078994609999999,0.989809783,1.3078994609999999,XLV,0.00754976,-0.032016349,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.0558,361.6188
4/5/2016,198090,10740,14.2,0.107644306,4597400,0.415326131,1.282746161,0.817972303,1.282746161,1.0,1.282746161,XLY,0.021126761,-0.02,0.010314951999999999,0.008179947,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.1544,384.6561
4/5/2016,225839,10004,18.469998999999998,-0.08155156200000001,282200,0.412737408,1.188545624,0.794750387,1.188545624,0.906725483,1.110643422,XLV,0.025988197999999997,-0.020052821999999998,0.010314951999999999,0.026573222999999997,-0.052179620999999995,0.084166403,0.005881066,0.039640784,7.13,-0.00140056,-0.01519337,15.39,0.08994334300000001,13.995,1.0481,424.5397
4/6/2016,174277,11370,3.64,0.083333333,457400,0.6319444439999999,1.314079422,0.8445475640000001,1.314079422,0.91,1.185667752,XLV,0.0,-0.019230768999999998,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.0389,164.7965
4/6/2016,172213,11387,14.68,0.132716049,540400,0.414806454,1.566702241,0.6297726570000001,1.323715059,0.987886945,1.323715059,XLV,-0.002724796,0.028688525,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.2085,389.1944
4/6/2016,171682,11392,48.310001,0.130852057,881700,0.388969422,1.350950887,0.749806007,1.350950887,1.0,1.3460574630000002,XLV,-0.006416911,-0.019999978999999998,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.5363,1828.5605
4/6/2016,163551,11462,7.23,0.08558558599999999,1445900,0.36533601,2.7283018869999998,1.0,2.7283018869999998,1.0,1.8828125,XLV,-0.0027662520000000003,-0.05409154,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.4706,255.6186
4/6/2016,58366,12308,11.95,0.119962512,506700,0.391803279,2.18464351,1.0,2.18464351,1.0,1.5050377830000001,XLV,0.010878661000000001,0.076986755,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.0404,295.7659
4/6/2016,172039,11390,4.68,0.093457944,1480300,0.478527607,1.720588235,1.0,1.720588235,1.0,1.2821917809999999,XLV,-0.004273504,-0.025751073,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.5286,404.8972
4/6/2016,186175,11082,5.72,0.1,2754400,0.3657289,2.497816594,0.969491525,2.497816594,0.969491525,1.2516411379999999,XLE,-0.0034965029999999998,0.01754386,-0.010227762,0.0019665520000000003,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.7643,357.9557
4/6/2016,176729,11335,6.84,0.078864353,19561700,0.47010309299999997,1.921348315,0.978540773,1.921348315,0.978540773,1.23465704,XLE,-0.010233918,-0.023633677999999998,-0.010227762,0.0019665520000000003,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.8577,1891.9599
4/6/2016,172099,11389,4.38,0.092269327,200900,0.199726402,1.5261324040000002,0.65470852,1.5261324040000002,0.988713318,1.22005571,XLV,-0.00456621,-0.025229357999999997,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.7715,145.6762
4/6/2016,56969,12323,48.619999,0.087209256,640100,0.618260422,1.335347405,0.656406089,1.203465262,1.0,1.203465262,XLV,-0.011106478999999999,0.004159670999999999,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.5821,1713.965
4/6/2016,18552,12620,5.28,0.10924369699999999,878200,0.101753712,1.466666667,0.545454545,1.466666667,1.0,1.466666667,XLV,-0.011363636000000002,0.11877394599999999,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.7932,193.2439
4/6/2016,191946,10929,7.9,0.136690647,16248000,0.42200857,1.8414918409999999,0.956416465,1.8414918409999999,0.956416465,1.312292359,XLE,-0.016455696000000002,-0.011583012,-0.010227762,0.0019665520000000003,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,2.0376,1426.2232
4/6/2016,29412,12527,4.46,-0.200716846,1999900,0.371666667,3.62601626,0.6255259470000001,3.62601626,0.755932203,3.62601626,XLU,-0.031390135,0.122685185,-0.010227762,0.001030058,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,0.6148,217.4399
4/6/2016,177264,11327,8.64,0.11627907,26886500,0.22766797800000002,2.447592068,0.906610703,2.447592068,0.949450549,1.246753247,XLE,-0.010416667,0.039766082,-0.010227762,0.0019665520000000003,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,2.0933,1813.3077
4/6/2016,174660,11367,32.860001000000004,0.098996689,4933200,0.65588827,1.9038239280000002,0.94916239,1.9038239280000002,1.0,1.7061267390000001,XLV,-0.004869142,-0.013455749,-0.010227762,-0.003867598,-0.06253141599999999,0.058668167,-0.0007918910000000001,0.031495981,7.04,0.001422475,-0.026279391000000003,15.61,0.01232166,14.04,1.8142,3701.2341
