date,USID,stockid,price,dayreturn,volume,yrHi,yrLo,qHi,qLo,mHi,mLo,sector,Gap,DayDelta,MktDelta,SectorDelta,3MoMom,3MoFear,5DayMom,5DayFear,JSpread,5DayJunk,3MoJunk,VixOpen,VixDelta,VWkAvg,Beta,MktCap
5/2/2016,179721,11255,6.78,0.079617834,205600,0.473463687,1.8524590159999998,1.0,1.8524590159999998,1.0,1.353293413,XLB,-0.0073746309999999995,-0.031203566000000002,-0.006648348,-0.007260303,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.8256,5025.1569
5/2/2016,221219,10207,3.48,-0.103092784,4156000,0.13615024,3.314285714,0.822695035,3.314285714,0.822695035,2.616541353,XLE,-0.037356322000000004,-0.101492537,-0.006648348,-0.010222505,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.8746,172.6841
5/2/2016,174680,11364,4.9,-0.330601093,232600,0.46755725200000003,1.0,0.573099415,1.0,0.656836461,1.0,XLF,0.020408163,-0.086,-0.006648348,-0.00129028,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.3572,126.2051
5/2/2016,150273,11569,8.51,-0.11446410000000001,13744300,0.66484375,1.1095176009999999,0.79981203,1.108072917,0.79981203,1.0,XLK,-0.012925968999999999,-0.017857143,-0.006648348,-0.00237255,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.8576,3409.3541
5/2/2016,76114,12160,24.98,0.083731067,155200,0.732551363,2.293847567,0.892621015,1.4886769080000002,0.892621015,1.083731067,XLV,-0.01521217,-0.004065041,-0.006648348,0.000428925,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.3138,491.8739
5/2/2016,123431,11768,5.36,-0.080617496,242000,0.7893961709999999,1.4806629830000002,0.9193825040000001,1.199105145,0.9193825040000001,1.102880658,XLV,0.007462687,-0.016666667,-0.006648348,0.000428925,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.5558,104.564
5/2/2016,195387,10795,6.95,-0.13016270300000002,345500,0.513293944,1.7820512819999998,0.7172342620000001,1.7820512819999998,0.869837297,1.497844828,XLU,0.191366906,-0.175120773,-0.006648348,0.0,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.1531,314.2798
5/2/2016,167692,11431,10.89,0.093373494,268400,1.0,3.129310345,1.0,1.941176471,1.0,1.3732660780000001,XLP,-0.024793388,0.013182673999999998,-0.006648348,0.001707456,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.6445,152.9213
5/2/2016,177267,11327,10.79,-0.10083333300000001,29437200,0.284321468,3.056657224,0.8822567459999999,3.056657224,0.8822567459999999,1.3940568480000002,XLE,-0.022242817,-0.02464455,-0.006648348,-0.010222505,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,2.0964,2205.3161
5/2/2016,88708,12066,14.88,-0.091020214,152000,0.455185086,1.0269151140000001,0.751894858,1.0269151140000001,0.7685950020000001,1.0269151140000001,XLV,-0.002688172,0.115229043,-0.006648348,0.000428925,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.8982,162.4066
5/2/2016,209727,10447,4.23,-0.090322581,384900,0.105171554,1.88,0.685575365,1.41,0.733102253,1.0,XLI,-0.042553191,0.0,-0.006648348,-0.00160485,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,2.0137,102.0328
5/2/2016,154776,11513,178.91000400000001,-0.079207405,10170300,0.820801042,1.351590321,0.914112012,1.271751584,0.914112012,1.0,XLK,-0.017383047,-0.008191138,-0.006648348,-0.00237255,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.1866,61947.6329
5/2/2016,204882,10571,4.06,0.18367346899999998,23535300,0.44371584700000005,2.52173913,1.0,2.52173913,1.0,1.624,XLF,-0.034482759,0.035714286,-0.006648348,-0.00129028,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.9013,2023.7885
5/2/2016,203378,10608,27.65,-0.14739438800000002,1586100,0.6365101439999999,1.0,0.782842582,1.0,0.782842582,1.0,XLV,-0.012296600000000001,0.00878799,-0.006648348,0.000428925,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,0.7654,1405.9379
5/2/2016,60964,12278,17.610001,0.086366569,836000,0.320123644,1.108942128,0.68521402,1.108942128,0.9082002020000001,1.108942128,XLV,-0.017603747,-0.021965261,-0.006648348,0.000428925,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.4608,508.3921
5/2/2016,209133,10462,12.41,0.094356261,133600,1.0,1.360745614,1.0,1.360745614,1.0,1.183031459,XLY,0.003223207,-0.018473896,-0.006648348,-0.001756354,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.122,495.5835
5/2/2016,221272,10206,22.469998999999998,0.07666497,915500,0.573506866,1.6177105109999999,1.0,1.6177105109999999,1.0,1.09716792,XLY,-0.0017801070000000002,-0.032545653,-0.006648348,-0.001756354,-0.124210124,-0.183087937,0.009069025999999999,-0.000453461,6.16,-0.015974441000000002,-0.23287671199999999,16.33,0.040127389,14.56833333,1.3461,870.7164
5/3/2016,58044,12311,20.799999,-0.135135141,190100,0.8648648590000001,2.512077174,0.8648648590000001,2.293274421,0.8648648590000001,1.3248407009999998,XLI,0.0,0.045673127,-0.004455629,-0.007003053,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0590000000000002,227.9533
5/3/2016,174661,11367,30.0,-0.090909091,4298600,0.598802419,1.738122827,0.8777062609999999,1.738122827,0.8777062609999999,1.003344482,XLV,-0.032333299999999995,-0.051670684,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.8055,3393.3868
5/3/2016,220472,10223,13.94,0.101105845,482000,0.661290323,1.283609576,0.976190476,1.192472198,1.0,1.132412673,XLY,-0.007173601,0.001445087,-0.004455629,0.00367462,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.7187,220.3698
5/3/2016,168829,11419,4.85,-0.081439394,541600,0.592909535,1.127906977,0.877034358,1.127906977,0.877034358,1.0,XLK,0.0,-0.028865979,-0.004455629,0.0014332779999999999,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8319,162.8781
5/3/2016,20317,12599,8.27,-0.20250723199999998,847900,0.610332103,1.219764012,0.743036837,1.219764012,0.743036837,1.0,XLV,-0.009673519,-0.045177045,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.6762,251.0057
5/3/2016,177499,11320,24.4,-0.08614235599999999,4651200,0.48566877,1.0,0.739618021,1.0,0.839353285,1.0,XLE,-0.000819713,-0.05578339,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.3257,2227.151
5/3/2016,221220,10207,3.01,-0.13505747099999998,5180800,0.120351859,2.866666667,0.711583924,2.866666667,0.711583924,2.263157895,XLE,0.043189369000000005,0.01910828,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.8980000000000001,149.3619
5/3/2016,198353,10728,5.21,0.13015184400000002,185300,0.515841584,1.545994065,0.9188712520000001,1.545994065,0.94384058,1.130151844,XLF,-0.026871401,0.019723866,-0.004455629,0.003921525,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.1556,704.6310000000001
5/3/2016,34912,12491,19.299999,-0.085741445,499200,0.914258555,1.613712291,0.914258555,1.49149915,0.914258555,1.126021011,XLP,-0.015025856,-0.0015781170000000002,-0.004455629,0.005887882,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.1658,516.3907
5/3/2016,214455,10313,28.309998999999998,-0.116692671,3915500,0.537701765,1.467599665,0.843312452,1.370280687,0.843312452,1.0249818240000002,XLB,-0.006358178000000001,-0.07358692,-0.004455629,-0.001302127,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.1272,3471.8753
5/3/2016,190985,10939,5.5,-0.33734939799999997,4370200,0.324292472,1.0,0.625,1.0,0.625711035,1.0,XLF,0.010909091000000001,-0.080935252,-0.004455629,0.003921525,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.2274,387.5759
5/3/2016,88709,12066,16.549999,0.11223111599999999,116800,0.506271016,1.1421669429999999,0.836280857,1.1421669429999999,1.0,1.1421669429999999,XLV,-0.010271904,-0.032356473,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8733,180.6337
5/3/2016,176731,11335,8.52,-0.10221285599999999,15220800,0.58556701,2.3932584269999997,0.8819875779999999,2.190231362,0.8819875779999999,1.34384858,XLE,0.025821596000000002,-0.036613272,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.8714,2356.6518
5/3/2016,17661,12629,11.16,-0.07768595,425100,0.766483516,1.8029079159999999,0.766483516,1.537190083,0.766483516,1.0,XLB,-0.014336918,-0.051818182000000004,-0.004455629,-0.001302127,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.3534,179.3184
5/3/2016,39873,12460,7.64,-0.10117647099999999,1091200,0.354524378,1.314974182,0.8432671079999999,1.314974182,0.881199539,1.018666667,XLY,-0.010471204,0.029100529,-0.004455629,0.00367462,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0983,372.3131
5/3/2016,181504,11201,12.13,-0.094100075,843600,0.369029521,3.040100251,0.905899925,1.797037037,0.905899925,1.389461627,XLI,-0.014014839,0.02090301,-0.004455629,-0.007003053,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,2.0555,536.3851
5/3/2016,168738,11420,60.810001,-0.11600523199999999,1827800,0.438333473,1.06946887,0.8330137120000001,1.06946887,0.8330137120000001,1.0,XLV,-0.011182371000000002,-0.044570097,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.5347,5190.4558
5/3/2016,137110,11680,41.130001,0.16813411399999997,2805100,0.803634252,1.445694185,0.996366327,1.36146979,1.0,1.1681341140000001,XLB,-0.02771697,0.006251563000000001,-0.004455629,-0.001302127,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0069,3498.2033
5/3/2016,94961,12026,6.11,-0.075642965,2643200,0.31511089800000003,1.0,0.62602459,1.0,0.62602459,1.0,XLV,0.001636661,0.008169935,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.3986,531.9419
5/3/2016,22627,12580,23.1,0.161971889,283800,0.8813430320000001,1.311010141,1.0,1.311010141,1.0,1.24260355,XLV,0.000432944,-0.036780656,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8423,300.2085
5/3/2016,207465,10495,36.009997999999996,0.11520585,1380500,1.0,2.013982104,1.0,1.435233081,1.0,1.184539408,XLU,-0.0027769509999999997,-0.015873016,-0.004455629,0.011272781,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8554,1297.8551
5/3/2016,48056,12399,44.639998999999996,-0.08711662199999999,3688600,0.889597429,1.546777459,0.889597429,1.181890363,0.889597429,1.0,XLV,0.008736559,-0.02020875,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.9729,2703.1805
5/3/2016,54633,12348,8.87,-0.08744856,1618800,0.659479554,2.423497268,0.7000789270000001,1.145994832,0.827425373,1.021889401,XLB,-0.005636979,-0.03968254,-0.004455629,-0.001302127,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.845,771.567
5/3/2016,188414,11040,13.73,0.347399411,3254500,0.709560724,2.288333333,1.0,2.288333333,1.0,1.4606382980000001,XLI,-0.005826657,-0.032967033,-0.004455629,-0.007003053,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.9986,594.2518
5/3/2016,191948,10929,8.5,-0.086021505,13771100,0.472222222,1.981351981,0.817307692,1.981351981,0.817307692,1.2408759120000001,XLE,0.014117646999999999,-0.030162413,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,2.0843,1534.5439
5/3/2016,113511,11840,6.35,-0.091559371,4617700,0.20378690600000002,1.285425101,0.8078880409999999,1.285425101,0.8078880409999999,1.0,XLV,-0.039370079,-0.047540984,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.3937,620.9786
5/3/2016,107885,11894,14.72,-0.13411764699999998,543500,0.5832012679999999,1.010989011,0.742309632,1.010989011,0.834467167,1.010989011,XLB,-0.021059783,-0.020818876,-0.004455629,-0.001302127,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.1931,181.9668
5/3/2016,150986,11564,7.12,-0.09873417699999999,130300,0.478816409,1.0099290779999999,0.778993435,1.0099290779999999,0.901265823,1.0,XLY,-0.028089887999999997,0.015895954,-0.004455629,0.00367462,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0632,104.6343
5/3/2016,70008,12214,6.67,-0.083791209,3427200,0.510328998,1.265654649,0.7622857140000001,1.265654649,0.76843318,1.0,XLV,-0.014992503999999999,-0.02739726,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.5302,851.9266
5/3/2016,41488,12452,5.44,-0.08263069099999999,1065800,0.385269122,1.018726592,0.63625731,1.018726592,0.63625731,1.0,XLV,0.012867647,-0.021778584,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.4417,287.1287
5/3/2016,180273,11235,15.91,-0.07661056299999999,4781200,0.688148759,1.122002821,0.9212507240000001,1.122002821,0.9212507240000001,1.064214047,XLF,-0.011942175,-0.001908397,-0.004455629,0.003921525,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0213,61255.9316
5/3/2016,106826,11910,3.91,-0.08430913300000001,997600,0.243462033,1.481060606,0.505167959,1.481060606,0.554609929,1.0,XLV,-0.007672634,0.043814433,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0194,110.5041
5/3/2016,213055,10347,28.35,-0.087250454,3612600,0.86750306,1.30105547,0.9127495459999999,1.1661868020000001,0.9127495459999999,1.0,XLY,-0.012345678999999998,-0.02571425,-0.004455629,0.00367462,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8972,9613.1196
5/3/2016,66691,12233,3.4,-0.090909091,278500,0.490620491,1.201413428,0.7359307359999999,1.100323625,0.7359307359999999,1.0,XLK,-0.017647059,-0.026946108,-0.004455629,0.0014332779999999999,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0477,289.3318
5/3/2016,100024,11985,35.860001000000004,0.203759644,328500,0.9019115390000001,1.345591032,0.969975657,1.325693247,1.0,1.325693247,XLV,-0.019520383999999998,0.0008532139999999999,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8523,237.9809
5/3/2016,200385,10683,4.32,-0.112936345,424700,0.377292576,3.428571429,0.8798370670000001,3.428571429,0.8798370670000001,1.44966443,XLE,0.0,-0.060185185,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.3456,267.0802
5/3/2016,85273,12103,8.63,-0.093487395,161400,0.285194977,1.619136961,0.84195122,1.619136961,0.84195122,1.0,XLV,0.0,-0.068366165,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.4531,310.0673
5/3/2016,91923,12045,29.5,-0.104432274,3578300,0.750254323,1.195299838,0.839260265,1.195299838,0.839260265,1.0,XLV,-0.009152542,0.034895655,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.0652,1686.2076
5/3/2016,173235,11381,12.21,-0.079879427,1511700,0.33161325399999997,1.058058925,0.72462908,1.058058925,0.7811900190000001,1.0,XLV,-0.013923014,-0.014950166,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.2329999999999999,788.9115
5/3/2016,189649,11003,9.22,-0.076152305,3222500,0.32522045899999996,1.661261261,0.86329588,1.661261261,0.86329588,1.102870813,XLI,-0.015184382,-0.008810573,-0.004455629,-0.007003053,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.7405,2116.2513
5/3/2016,85348,12100,11.42,-0.280403277,4160600,0.436044275,1.0,0.681791045,1.0,0.681791045,1.0,XLV,-0.014010508,-0.063943162,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,1.2172,473.7601
5/3/2016,7295,12691,3.7,0.134969325,779500,0.334538879,1.321428571,1.0,1.321428571,1.0,1.178343949,XLV,0.040540541,-0.064935065,-0.004455629,-0.003307867,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.6457,83.1402
5/3/2016,145477,11605,9.03,0.17731421100000003,689500,0.740163934,1.3538230880000002,1.0,1.3538230880000002,1.0,1.207219251,XLK,0.0,-0.003322259,-0.004455629,0.0014332779999999999,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,0.8287,243.1376
5/3/2016,222245,10137,7.05,-0.094993582,2390500,0.687804878,2.775590551,0.754010695,2.690839695,0.754010695,1.272563177,XLE,0.008510638000000001,-0.026722925,-0.004455629,-0.015027293,-0.125191884,-0.199306819,0.029424354,0.056310081,6.31,0.0096,-0.21419676199999999,14.92,0.016348774,14.82166667,2.5056,354.7801
5/4/2016,198836,10715,25.950001,0.147214848,4176300,1.0,1.898317557,1.0,1.898317557,1.0,1.51843189,XLI,0.003853487,-0.030326258,-0.001130114,-0.003246186,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.0868,800.2965
5/4/2016,204963,10569,7.23,0.124416796,244400,0.515691869,1.124416796,0.700581395,1.124416796,0.8679471790000001,1.124416796,XLU,0.041493776,0.0,-0.001130114,-0.00101624,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.3072,178.0958
5/4/2016,165282,11450,3.22,-0.09550561800000001,654800,0.288789238,1.308943089,0.6909871240000001,1.308943089,0.747099768,1.0,XLV,0.00621118,-0.037037037,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.8199,131.8494
5/4/2016,181670,11192,15.04,-0.236160526,5518700,0.7452923690000001,1.267059815,0.7452923690000001,1.267059815,0.7452923690000001,1.0,XLK,0.004654255,-0.008603574000000001,-0.001130114,-0.002378734,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,0.9722,728.8897
5/4/2016,38728,12469,7.64,-0.146368715,731400,0.408774724,1.3059829059999999,0.765531062,1.3059829059999999,0.782786885,1.086770982,XLV,0.007853403,0.01038961,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.1041,393.6654
5/4/2016,17732,12627,15.86,-0.16963350800000002,691100,0.7387052040000001,1.2294573640000002,0.779744346,1.2294573640000002,0.781665807,1.0,XLY,-0.0012610339999999999,0.000631313,-0.001130114,-0.006062175,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,0.9129999999999999,415.7764
5/4/2016,27060,12540,32.290001000000004,-0.08656286199999999,501400,0.435351245,1.437667072,0.792003949,1.437667072,0.792003949,1.003730277,XLV,-0.004645463,-0.01244552,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.5544,884.0933
5/4/2016,113512,11840,5.81,-0.08503937,3273600,0.186456996,1.17611336,0.739185751,1.17611336,0.739185751,1.0,XLV,0.012048193,0.0,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.4039,568.1709
5/4/2016,6183,12702,7.41,-0.13028169,180800,0.34772409,1.15600624,0.722926829,1.15600624,0.722926829,1.0,XLV,0.005398111,0.033557047,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.3258,218.0682
5/4/2016,18556,12620,4.86,-0.108256881,773100,0.093659666,1.35,0.822335025,1.35,0.822335025,1.0318471340000002,XLV,0.030864198,-0.131736527,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.7522,177.9056
5/4/2016,9028,12678,12.17,-0.091112771,477300,0.364262197,1.092459605,0.6994252870000001,1.092459605,0.835277968,1.0,XLV,0.009860312,-0.014646053999999999,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.0769,302.0522
5/4/2016,174662,11367,27.530001000000002,-0.08233330000000001,4718200,0.54950104,1.595017439,0.805441808,1.595017439,0.805441808,1.0,XLV,0.013076571,-0.030118323,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.8153,3113.9979
5/4/2016,167693,11431,11.73,0.090148699,351700,1.0,3.370689655,1.0,2.090909091,1.0,1.4791929380000002,XLP,-0.011935208999999999,0.026747196,-0.001130114,0.002460276,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,0.6341,164.7169
5/4/2016,121206,11784,37.580002,-0.081398142,365500,0.373707267,1.105294176,0.53824122,1.105294176,0.909927431,1.105294176,XLV,0.008248988,-0.043019294000000007,-0.001130114,0.004039792,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.3818,587.6154
5/4/2016,215224,10290,5.62,0.080769231,164100,0.485319516,1.648093842,1.0,1.648093842,1.0,1.3707317069999998,XLY,0.012455516000000002,0.0,-0.001130114,-0.006062175,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.0865,2032.2937
5/4/2016,111670,11850,33.130001,0.181105247,508900,0.6971801559999999,1.532377404,0.941728283,1.3850334869999998,1.0,1.181105247,XLB,0.020827013999999998,0.030159669,-0.001130114,-0.011228676000000002,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.2194,551.6765
5/4/2016,44125,12435,5.1,0.133333333,871500,1.0,2.246696035,1.0,2.116182573,1.0,1.291139241,XLK,-0.033333333,-0.026369168,-0.001130114,-0.002378734,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,0.883,189.0934
5/4/2016,187056,11070,10.27,-0.103056769,479600,0.36302579100000004,1.539730135,0.759615385,1.304955527,0.8073899370000001,1.0,XLI,-0.266796495,-0.027888446,-0.001130114,-0.003246186,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.3508,393.5257
5/4/2016,109151,11880,8.72,-0.094496366,567300,0.23296820699999998,1.594149909,0.865079365,1.594149909,0.865079365,1.0634146340000001,XLB,0.019495413,0.050618672999999996,-0.001130114,-0.011228676000000002,-0.099875239,-0.146641679,0.04327721,0.09520129599999999,6.39,0.032310177999999995,-0.21111111100000002,15.47,-0.008333333,15.16999983,1.1036,251.5215
