USID,symbol,date,Beta (as of Date),MarketCap (as of Date),P/E (as of Date)
226634,WUBA,2/28/2017 0:00,,,
226632,AAC,2/28/2017 0:00,,,
226631,ATV,2/28/2017 0:00,,,
226630,ADPT,2/28/2017 0:00,,,
226579,DFIN,2/28/2017 0:00,,,
226578,DRQ,2/28/2017 0:00,,,
226564,FGB,2/28/2017 0:00,,,
226560,GME,2/28/2017 0:00,,,
226556,GRAM,2/28/2017 0:00,,,
226551,HTZ,2/28/2017 0:00,,,
226540,I,2/28/2017 0:00,,,
226537,IPI,2/28/2017 0:00,,,
226524,NNI,2/28/2017 0:00,,,
226522,NAO,2/28/2017 0:00,,,
226519,NADL,2/28/2017 0:00,,,
226496,SBY,2/28/2017 0:00,,,
226475,WTW,2/28/2017 0:00,,,
226472,WDAY,2/28/2017 0:00,,,
226468,ZTO,2/28/2017 0:00,,,
226422,AREX,2/28/2017 0:00,,,
226413,AAPC,2/28/2017 0:00,,,
226403,LIFE,2/28/2017 0:00,,,
226389,BLPH,2/28/2017 0:00,,,
226378,BASI,2/28/2017 0:00,,,
226369,BCRX,2/28/2017 0:00,,,
226361,CAPN,2/28/2017 0:00,,,
226347,CDNA,2/28/2017 0:00,,,
226345,CEMP,2/28/2017 0:00,,,
226335,CCRC,2/28/2017 0:00,,,
226330,CLSD,2/28/2017 0:00,,,
226320,CNXR,2/28/2017 0:00,,,
226305,CRSP,2/28/2017 0:00,,,
226285,DPRX,2/28/2017 0:00,,,
226280,EDIT,2/28/2017 0:00,,,
226270,ETRM,2/28/2017 0:00,,,
226212,HSII,2/28/2017 0:00,,,
226211,HSKA,2/28/2017 0:00,,,
226208,HTGM,2/28/2017 0:00,,,
226204,ICFI,2/28/2017 0:00,,,
226203,IPWR,2/28/2017 0:00,,,
226195,INCR,2/28/2017 0:00,,,
226179,JAGX,2/28/2017 0:00,,,
226160,KONE,2/28/2017 0:00,,,
226158,KITE,2/28/2017 0:00,,,
226156,KONA,2/28/2017 0:00,,,
226152,LTRX,2/28/2017 0:00,,,
226137,MDVX,2/28/2017 0:00,,,
226133,MEDP,2/28/2017 0:00,,,
226098,ONSIZ,2/28/2017 0:00,,,
226091,OPHT,2/28/2017 0:00,,,
226088,OREX,2/28/2017 0:00,,,
226078,PRGX,2/28/2017 0:00,,,
226077,IPDN,2/28/2017 0:00,,,
226071,PULM,2/28/2017 0:00,,,
226067,PLSE,2/28/2017 0:00,,,
226056,RTK,2/28/2017 0:00,,,
226044,RTTR,2/28/2017 0:00,,,
226027,SMSI,2/28/2017 0:00,,,
226010,TCMD,2/28/2017 0:00,,,
226007,AMTD,2/28/2017 0:00,,,
226002,TTD,2/28/2017 0:00,,,
225961,ZAIS,2/28/2017 0:00,,,
226629,ADPT,2/27/2017 0:00,,,
226625,AGI,2/27/2017 0:00,,,
226623,AMRC,2/27/2017 0:00,,,
226618,AZRE,2/27/2017 0:00,,,
226616,BCEI,2/27/2017 0:00,,,
226613,BBW,2/27/2017 0:00,,,
226565,FGP,2/27/2017 0:00,,,
226555,GRAM,2/27/2017 0:00,,,
226549,HGG,2/27/2017 0:00,,,
226541,IBP,2/27/2017 0:00,,,
226539,I,2/27/2017 0:00,,,
226515,OIBR.C,2/27/2017 0:00,,,
226497,SSTK,2/27/2017 0:00,,,
226491,BID,2/27/2017 0:00,,,
226474,WTW,2/27/2017 0:00,,,
226460,ACOR,2/27/2017 0:00,,,
226452,AGEN,2/27/2017 0:00,,,
226443,ADHD,2/27/2017 0:00,,,
226441,ALDR,2/27/2017 0:00,,,
226436,ALNY,2/27/2017 0:00,,,
226433,FOLD,2/27/2017 0:00,,,
226425,AGTC,2/27/2017 0:00,,,
226415,ARRY,2/27/2017 0:00,,,
226414,ATRA,2/27/2017 0:00,,,
226412,AAPC,2/27/2017 0:00,,,
226401,EARS,2/27/2017 0:00,,,
226396,AXTI,2/27/2017 0:00,,,
226388,BLPH,2/27/2017 0:00,,,
226377,BASI,2/27/2017 0:00,,,
226370,ORPN,2/27/2017 0:00,,,
226359,CAPNW,2/27/2017 0:00,,,
226352,CARA,2/27/2017 0:00,,,
226343,CERU,2/27/2017 0:00,,,
226308,CRVS,2/27/2017 0:00,,,
226304,CRSP,2/27/2017 0:00,,,
226300,CSPI,2/27/2017 0:00,,,
226298,CMLS,2/27/2017 0:00,,,
226293,DWCH,2/27/2017 0:00,,,
226292,DCTH,2/27/2017 0:00,,,
226281,DVAX,2/27/2017 0:00,,,
226269,EPZM,2/27/2017 0:00,,,
226245,GLMD,2/27/2017 0:00,,,
226224,GOGO,2/27/2017 0:00,,,
226213,HTBX,2/27/2017 0:00,,,
226207,HTGM,2/27/2017 0:00,,,
226199,IMGN,2/27/2017 0:00,,,
226193,INNL,2/27/2017 0:00,,,
226186,NTLA,2/27/2017 0:00,,,
226178,JAGX,2/27/2017 0:00,,,
226172,JUNO,2/27/2017 0:00,,,
226171,KPTI,2/27/2017 0:00,,,
226162,KMPH,2/27/2017 0:00,,,
226157,KITE,2/27/2017 0:00,,,
226155,LJPC,2/27/2017 0:00,,,
226146,LOXO,2/27/2017 0:00,,,
226120,NK,2/27/2017 0:00,,,
226113,NVLS,2/27/2017 0:00,,,
226108,NVCR,2/27/2017 0:00,,,
226103,OCUL,2/27/2017 0:00,,,
226093,OMED,2/27/2017 0:00,,,
226090,OPHT,2/27/2017 0:00,,,
226076,IPDN,2/27/2017 0:00,,,
226075,PGNX,2/27/2017 0:00,,,
226070,PULM,2/27/2017 0:00,,,
226055,RTK,2/27/2017 0:00,,,
226045,RIGL,2/27/2017 0:00,,,
226040,SAGE,2/27/2017 0:00,,,
226035,SNMX,2/27/2017 0:00,,,
226033,SGOC,2/27/2017 0:00,,,
226024,ONCE,2/27/2017 0:00,,,
226022,SBPH,2/27/2017 0:00,,,
225990,THST,2/27/2017 0:00,,,
225986,RARE,2/27/2017 0:00,,,
225980,VRTU,2/27/2017 0:00,,,
225978,VTVT,2/27/2017 0:00,,,
225977,WVE,2/27/2017 0:00,,,
225970,XNCR,2/27/2017 0:00,,,
225963,YIN,2/27/2017 0:00,,,
226620,AHT,2/24/2017 0:00,,,
226617,AZRE,2/24/2017 0:00,,,
226615,BCEI,2/24/2017 0:00,,,
226612,BBW,2/24/2017 0:00,,,
226599,CCO,2/24/2017 0:00,,,
226593,FIX,2/24/2017 0:00,,,
226590,CNNX,2/24/2017 0:00,,,
226581,DGI,2/24/2017 0:00,,,
226574,EMES,2/24/2017 0:00,,,
226569,FMSA,2/24/2017 0:00,,,
226554,GRAM,2/24/2017 0:00,,,
226548,HGG,2/24/2017 0:00,,,
226546,HCLP,2/24/2017 0:00,,,
226545,HOS,2/24/2017 0:00,,,
226534,JONE,2/24/2017 0:00,,,
226521,NAO,2/24/2017 0:00,,,
226510,ROYT,2/24/2017 0:00,,,
226503,RH,2/24/2017 0:00,,,
226499,SEM,2/24/2017 0:00,,,
226488,SWNC,2/24/2017 0:00,,,
226477,USM,2/24/2017 0:00,,,
226476,WAGE,2/24/2017 0:00,,,
226471,WK,2/24/2017 0:00,,,
226469,ZOES,2/24/2017 0:00,,,
226465,ACIA,2/24/2017 0:00,,,
226463,ACHN,2/24/2017 0:00,,,
226435,ATEC,2/24/2017 0:00,,,
226434,ARII,2/24/2017 0:00,,,
226423,AAOI,2/24/2017 0:00,,,
226387,BLPH,2/24/2017 0:00,,,
226380,BNFT,2/24/2017 0:00,,,
226360,CAPN,2/24/2017 0:00,,,
226346,CECO,2/24/2017 0:00,,,
226344,CEMP,2/24/2017 0:00,,,
226329,CLSD,2/24/2017 0:00,,,
226299,CSPI,2/24/2017 0:00,,,
226297,CMLS,2/24/2017 0:00,,,
226294,DAIO,2/24/2017 0:00,,,
226286,DRAD,2/24/2017 0:00,,,
226277,EHTH,2/24/2017 0:00,,,
226273,ENPH,2/24/2017 0:00,,,
226272,ENTL,2/24/2017 0:00,,,
226238,GEVO,2/24/2017 0:00,,,
226223,GRVY,2/24/2017 0:00,,,
226216,GIFI,2/24/2017 0:00,,,
226215,HEES,2/24/2017 0:00,,,
226170,KBSF,2/24/2017 0:00,,,
226154,LJPC,2/24/2017 0:00,,,
226140,MTBC,2/24/2017 0:00,,,
226087,OREX,2/24/2017 0:00,,,
226082,PDVW,2/24/2017 0:00,,,
226081,PEGA,2/24/2017 0:00,,,
226042,FUEL,2/24/2017 0:00,,,
226028,SND,2/24/2017 0:00,,,
226006,TVIA,2/24/2017 0:00,,,
226000,THLD,2/24/2017 0:00,,,
225995,TBIO,2/24/2017 0:00,,,
225975,WMAR,2/24/2017 0:00,,,
226619,ATTO,2/23/2017 0:00,,,
226598,CLD,2/23/2017 0:00,,,
226588,CVG,2/23/2017 0:00,,,
226584,DHX,2/23/2017 0:00,,,
226573,EMES,2/23/2017 0:00,,,
226568,FMSA,2/23/2017 0:00,,,
226559,GNC,2/23/2017 0:00,,,
226553,GDOT,2/23/2017 0:00,,,
226552,TV,2/23/2017 0:00,,,
226547,HGG,2/23/2017 0:00,,,
226544,HOS,2/23/2017 0:00,,,
226502,RYI,2/23/2017 0:00,,,
226493,SAH,2/23/2017 0:00,,,
226490,SXE,2/23/2017 0:00,,,
226487,SQ,2/23/2017 0:00,,,
226478,SLCA,2/23/2017 0:00,,,
226461,ACRS,2/23/2017 0:00,,,
226447,AKER,2/23/2017 0:00,,,
226411,AAPC,2/23/2017 0:00,,,
226404,AFH,2/23/2017 0:00,,,
226402,LIFE,2/23/2017 0:00,,,
226395,AXTI,2/23/2017 0:00,,,
226393,BZUN,2/23/2017 0:00,,,
226392,BBGI,2/23/2017 0:00,,,
226386,BLPH,2/23/2017 0:00,,,
226376,BASI,2/23/2017 0:00,,,
226367,BSFT,2/23/2017 0:00,,,
226366,BSQR,2/23/2017 0:00,,,
226358,CAPNW,2/23/2017 0:00,,,
226339,GTLS,2/23/2017 0:00,,,
226334,CLDC,2/23/2017 0:00,,,
226327,CBLI,2/23/2017 0:00,,,
226318,CNSL,2/23/2017 0:00,,,
226291,DCTH,2/23/2017 0:00,,,
226268,ESPR,2/23/2017 0:00,,,
226259,FARO,2/23/2017 0:00,,,
226256,FENX,2/23/2017 0:00,,,
226252,FSLR,2/23/2017 0:00,,,
226246,FRAN,2/23/2017 0:00,,,
226237,GEVO,2/23/2017 0:00,,,
226231,GBT,2/23/2017 0:00,,,
226226,ENT,2/23/2017 0:00,,,
226222,GRVY,2/23/2017 0:00,,,
226202,ISNS,2/23/2017 0:00,,,
226198,PI,2/23/2017 0:00,,,
226182,IVAC,2/23/2017 0:00,,,
226174,JAKK,2/23/2017 0:00,,,
226169,KBSF,2/23/2017 0:00,,,
226161,KIN,2/23/2017 0:00,,,
226142,MANT,2/23/2017 0:00,,,
226136,MDVX,2/23/2017 0:00,,,
226107,NVDA,2/23/2017 0:00,,,
226086,OXBR,2/23/2017 0:00,,,
226085,PAVM,2/23/2017 0:00,,,
226069,PULM,2/23/2017 0:00,,,
226063,QBAK,2/23/2017 0:00,,,
226058,RETA,2/23/2017 0:00,,,
226043,RTTR,2/23/2017 0:00,,,
226036,SELB,2/23/2017 0:00,,,
226030,SKYS,2/23/2017 0:00,,,
225999,THLD,2/23/2017 0:00,,,
225994,TBIO,2/23/2017 0:00,,,
225987,UCTT,2/23/2017 0:00,,,
225983,UFPI,2/23/2017 0:00,,,
225982,VSAR,2/23/2017 0:00,,,
225979,VISN,2/23/2017 0:00,,,
225976,WB,2/23/2017 0:00,,,
226596,CIE,2/22/2017 0:00,,,
226591,CNDT,2/22/2017 0:00,,,
226583,DSX,2/22/2017 0:00,,,
226577,ECT,2/22/2017 0:00,,,
226572,EMES,2/22/2017 0:00,,,
226523,NFX,2/22/2017 0:00,,,
226495,SSNI,2/22/2017 0:00,,,
226486,SRT,2/22/2017 0:00,,,
226455,AEHR,2/22/2017 0:00,,,
226451,AGEN,2/22/2017 0:00,,,
226446,AKER,2/22/2017 0:00,,,
226427,ANTH,2/22/2017 0:00,,,
226410,AAPC,2/22/2017 0:00,,,
226385,BLPH,2/22/2017 0:00,,,
226375,BASI,2/22/2017 0:00,,,
226365,BSQR,2/22/2017 0:00,,,
226364,CSIQ,2/22/2017 0:00,,,
226357,CAPNW,2/22/2017 0:00,,,
226338,CCXI,2/22/2017 0:00,,,
226326,CBLI,2/22/2017 0:00,,,
226290,DCTH,2/22/2017 0:00,,,
226283,DGICB,2/22/2017 0:00,,,
226279,EDIT,2/22/2017 0:00,,,
226271,ENTL,2/22/2017 0:00,,,
226267,ESPR,2/22/2017 0:00,,,
226251,FSLR,2/22/2017 0:00,,,
226236,GEVO,2/22/2017 0:00,,,
226230,GBT,2/22/2017 0:00,,,
226221,GRVY,2/22/2017 0:00,,,
226206,HTGM,2/22/2017 0:00,,,
226201,ISNS,2/22/2017 0:00,,,
226190,IPHS,2/22/2017 0:00,,,
226184,INAP,2/22/2017 0:00,,,
226168,KBSF,2/22/2017 0:00,,,
226153,LNTH,2/22/2017 0:00,,,
226151,LMAT,2/22/2017 0:00,,,
226126,MOSY,2/22/2017 0:00,,,
226106,OASM,2/22/2017 0:00,,,
226102,OCUL,2/22/2017 0:00,,,
226089,OBAS,2/22/2017 0:00,,,
226084,PAVM,2/22/2017 0:00,,,
226054,RTK,2/22/2017 0:00,,,
226034,SREV,2/22/2017 0:00,,,
226003,TXRH,2/22/2017 0:00,,,
225985,UTHR,2/22/2017 0:00,,,
225960,ZAIS,2/22/2017 0:00,,,
226611,BBW,2/21/2017 0:00,,,
226603,CC,2/21/2017 0:00,,,
226601,BORN,2/21/2017 0:00,,,
226600,XNY,2/21/2017 0:00,,,
226595,CIE,2/21/2017 0:00,,,
226592,CYH,2/21/2017 0:00,,,
226582,DSX,2/21/2017 0:00,,,
226558,GNC,2/21/2017 0:00,,,
226542,HUN,2/21/2017 0:00,,,
226538,I,2/21/2017 0:00,,,
226536,IPI,2/21/2017 0:00,,,
226531,LL,2/21/2017 0:00,,,
226520,NAO,2/21/2017 0:00,,,
226509,PACD,2/21/2017 0:00,,,
226492,SAH,2/21/2017 0:00,,,
226480,TRMR,2/21/2017 0:00,,,
226454,AEHR,2/21/2017 0:00,,,
226448,AIRG,2/21/2017 0:00,,,
226444,AMRI,2/21/2017 0:00,,,
226431,AMPH,2/21/2017 0:00,,,
226417,ARQL,2/21/2017 0:00,,,
226409,AAPC,2/21/2017 0:00,,,
226384,BLPH,2/21/2017 0:00,,,
226374,BASI,2/21/2017 0:00,,,
226363,CSIQ,2/21/2017 0:00,,,
226341,CYOU,2/21/2017 0:00,,,
226331,CDTX,2/21/2017 0:00,,,
226317,CFRX,2/21/2017 0:00,,,
226295,CYTK,2/21/2017 0:00,,,
226288,DGAS,2/21/2017 0:00,,,
226260,EXAS,2/21/2017 0:00,,,
226258,FATE,2/21/2017 0:00,,,
226225,ENT,2/21/2017 0:00,,,
226220,GRVY,2/21/2017 0:00,,,
226197,PI,2/21/2017 0:00,,,
226188,INSY,2/21/2017 0:00,,,
226177,JAGX,2/21/2017 0:00,,,
226167,KBSF,2/21/2017 0:00,,,
226135,MDVX,2/21/2017 0:00,,,
226128,MNTA,2/21/2017 0:00,,,
226101,OCUL,2/21/2017 0:00,,,
226092,ONVI,2/21/2017 0:00,,,
226068,PULM,2/21/2017 0:00,,,
226053,RTK,2/21/2017 0:00,,,
226049,RWLK,2/21/2017 0:00,,,
226032,SGOC,2/21/2017 0:00,,,
226018,SBBP,2/21/2017 0:00,,,
226016,SPWR,2/21/2017 0:00,,,
226014,SCON,2/21/2017 0:00,,,
226008,TANH,2/21/2017 0:00,,,
226001,TTD,2/21/2017 0:00,,,
225997,TORM,2/21/2017 0:00,,,
225993,TRVN,2/21/2017 0:00,,,
225989,THST,2/21/2017 0:00,,,
225981,VSAR,2/21/2017 0:00,,,
225969,XGTIW,2/21/2017 0:00,,,
225959,ZAIS,2/21/2017 0:00,,,
226624,AMBR,2/17/2017 0:00,,,
226621,ANET,2/17/2017 0:00,,,
226580,DGI,2/17/2017 0:00,,,
226576,ECT,2/17/2017 0:00,,,
226557,GOL,2/17/2017 0:00,,,
226550,HTZ,2/17/2017 0:00,,,
226526,NTZ,2/17/2017 0:00,,,
226518,NUS,2/17/2017 0:00,,,
226511,ORC,2/17/2017 0:00,,,
226507,FENG,2/17/2017 0:00,,,
226482,TMST,2/17/2017 0:00,,,
226473,WMLP,2/17/2017 0:00,,,
226450,AGIO,2/17/2017 0:00,,,
226416,ARQL,2/17/2017 0:00,,,
226408,AAPC,2/17/2017 0:00,,,
226383,BLPH,2/17/2017 0:00,,,
226356,CAPNW,2/17/2017 0:00,,,
226337,CHMA,2/17/2017 0:00,,,
226325,CBLI,2/17/2017 0:00,,,
226324,CGNX,2/17/2017 0:00,,,
226319,CNXR,2/17/2017 0:00,,,
226311,CORI,2/17/2017 0:00,,,
226282,DGICB,2/17/2017 0:00,,,
226276,WIRE,2/17/2017 0:00,,,
226274,WATT,2/17/2017 0:00,,,
226266,ESPR,2/17/2017 0:00,,,
226263,EVOK,2/17/2017 0:00,,,
226257,FATE,2/17/2017 0:00,,,
226232,ROCK,2/17/2017 0:00,,,
226229,GBT,2/17/2017 0:00,,,
226217,GSIT,2/17/2017 0:00,,,
226205,HURN,2/17/2017 0:00,,,
226196,PI,2/17/2017 0:00,,,
226176,JAGX,2/17/2017 0:00,,,
226150,LMIA,2/17/2017 0:00,,,
226149,LPTH,2/17/2017 0:00,,,
226141,MCHX,2/17/2017 0:00,,,
226134,MDVX,2/17/2017 0:00,,,
226127,TYPE,2/17/2017 0:00,,,
226125,MOSY,2/17/2017 0:00,,,
226122,MYGN,2/17/2017 0:00,,,
226121,NBRV,2/17/2017 0:00,,,
226118,NEOT,2/17/2017 0:00,,,
226097,ONSIZ,2/17/2017 0:00,,,
226066,PLSE,2/17/2017 0:00,,,
226048,RWLK,2/17/2017 0:00,,,
226020,STAF,2/17/2017 0:00,,,
226015,SPWR,2/17/2017 0:00,,,
225991,TRUE,2/17/2017 0:00,,,
225984,UEIC,2/17/2017 0:00,,,
226610,BBW,2/16/2017 0:00,,,
226607,CSLT,2/16/2017 0:00,,,
226597,CLD,2/16/2017 0:00,,,
226586,CVI,2/16/2017 0:00,,,
226543,HOS,2/16/2017 0:00,,,
226532,LC,2/16/2017 0:00,,,
226527,MOH,2/16/2017 0:00,,,
226517,OZM,2/16/2017 0:00,,,
226514,OIS,2/16/2017 0:00,,,
226513,ONDK,2/16/2017 0:00,,,
226508,PHH,2/16/2017 0:00,,,
226506,QTWO,2/16/2017 0:00,,,
226489,SXE,2/16/2017 0:00,,,
226466,ABIL,2/16/2017 0:00,,,
226462,ACHN,2/16/2017 0:00,,,
226449,AGIO,2/16/2017 0:00,,,
226445,AKER,2/16/2017 0:00,,,
226424,AGTC,2/16/2017 0:00,,,
226407,AAPC,2/16/2017 0:00,,,
226397,AXSM,2/16/2017 0:00,,,
226368,HAWK,2/16/2017 0:00,,,
226333,CLDC,2/16/2017 0:00,,,
226328,CLIR,2/16/2017 0:00,,,
226321,CFMS,2/16/2017 0:00,,,
226316,CFRX,2/16/2017 0:00,,,
226310,CORI,2/16/2017 0:00,,,
226306,CRAI,2/16/2017 0:00,,,
226303,CRSP,2/16/2017 0:00,,,
226275,EIGI,2/16/2017 0:00,,,
226265,ESPR,2/16/2017 0:00,,,
226262,EVOK,2/16/2017 0:00,,,
226243,GNCA,2/16/2017 0:00,,,
226241,GHDX,2/16/2017 0:00,,,
226219,GRVY,2/16/2017 0:00,,,
226166,KBSF,2/16/2017 0:00,,,
226132,MEMP,2/16/2017 0:00,,,
226124,MOSY,2/16/2017 0:00,,,
226111,NOVN,2/16/2017 0:00,,,
226099,ONS,2/16/2017 0:00,,,
226074,PGNX,2/16/2017 0:00,,,
226072,PTCT,2/16/2017 0:00,,,
226047,RWLK,2/16/2017 0:00,,,
226039,SAGE,2/16/2017 0:00,,,
226021,SSNC,2/16/2017 0:00,,,
226019,SRCL,2/16/2017 0:00,,,
226013,SCON,2/16/2017 0:00,,,
226012,SYNT,2/16/2017 0:00,,,
226011,TTOO,2/16/2017 0:00,,,
225974,WINS,2/16/2017 0:00,,,
226628,ADPT,2/15/2017 0:00,,,
226609,BG,2/15/2017 0:00,,,
226608,CALX,2/15/2017 0:00,,,
226570,EVH,2/15/2017 0:00,,,
226562,FIG,2/15/2017 0:00,,,
226529,MANU,2/15/2017 0:00,,,
226516,OZM,2/15/2017 0:00,,,
226498,SHOP,2/15/2017 0:00,,,
226484,TGH,2/15/2017 0:00,,,
226467,ZTO,2/15/2017 0:00,,,
226459,IOTS,2/15/2017 0:00,,,
226442,ADHD,2/15/2017 0:00,,,
226440,ALDX,2/15/2017 0:00,,,
226428,ANGI,2/15/2017 0:00,,,
226426,ANTH,2/15/2017 0:00,,,
226420,RKDA,2/15/2017 0:00,,,
226419,ARDX,2/15/2017 0:00,,,
226406,AAPC,2/15/2017 0:00,,,
226400,EARS,2/15/2017 0:00,,,
226399,AVEO,2/15/2017 0:00,,,
226391,BBGI,2/15/2017 0:00,,,
226382,BLPH,2/15/2017 0:00,,,
226373,BASI,2/15/2017 0:00,,,
226309,CORI,2/15/2017 0:00,,,
226302,CRSP,2/15/2017 0:00,,,
226289,DCTH,2/15/2017 0:00,,,
226287,DRNA,2/15/2017 0:00,,,
226278,EDIT,2/15/2017 0:00,,,
226261,EVOK,2/15/2017 0:00,,,
226254,FNBC,2/15/2017 0:00,,,
226250,FLIR,2/15/2017 0:00,,,
226248,FOSL,2/15/2017 0:00,,,
226242,GNCA,2/15/2017 0:00,,,
226240,GHDX,2/15/2017 0:00,,,
226235,GEVO,2/15/2017 0:00,,,
226218,GRPN,2/15/2017 0:00,,,
226200,IMDZ,2/15/2017 0:00,,,
226187,INSY,2/15/2017 0:00,,,
226185,NTLA,2/15/2017 0:00,,,
226181,IVTY,2/15/2017 0:00,,,
226123,MOSY,2/15/2017 0:00,,,
226117,NEOT,2/15/2017 0:00,,,
226115,NVET,2/15/2017 0:00,,,
226110,NOVN,2/15/2017 0:00,,,
226105,OASM,2/15/2017 0:00,,,
226096,ONSIZ,2/15/2017 0:00,,,
226061,RARX,2/15/2017 0:00,,,
226051,SALE,2/15/2017 0:00,,,
226041,RPXC,2/15/2017 0:00,,,
226017,SBBP,2/15/2017 0:00,,,
226005,TVIA,2/15/2017 0:00,,,
225971,WIX,2/15/2017 0:00,,,
225968,XGTIW,2/15/2017 0:00,,,
225962,YY,2/15/2017 0:00,,,
225958,ZAIS,2/15/2017 0:00,,,
225955,ZGNX,2/15/2017 0:00,,,
226627,ADPT,2/14/2017 0:00,,,
226626,AYR,2/14/2017 0:00,,,
226605,CRL,2/14/2017 0:00,,,
226604,CHGG,2/14/2017 0:00,,,
226594,CIE,2/14/2017 0:00,,,
226571,EROS,2/14/2017 0:00,,,
226567,SFUN,2/14/2017 0:00,,,
226563,FELP,2/14/2017 0:00,,,
226525,NMM,2/14/2017 0:00,,,
226512,OMF,2/14/2017 0:00,,,
226501,STNG,2/14/2017 0:00,,,
226481,TRU,2/14/2017 0:00,,,
226458,IOTS,2/14/2017 0:00,,,
226456,AGLE,2/14/2017 0:00,,,
226439,AMMA,2/14/2017 0:00,,,
226432,AMKR,2/14/2017 0:00,,,
226418,ARTX,2/14/2017 0:00,,,
226398,AVEO,2/14/2017 0:00,,,
226381,BLPH,2/14/2017 0:00,,,
226379,BGFV,2/14/2017 0:00,,,
226372,BASI,2/14/2017 0:00,,,
226362,CPLA,2/14/2017 0:00,,,
226355,CAPNW,2/14/2017 0:00,,,
226351,CARA,2/14/2017 0:00,,,
226340,CTHR,2/14/2017 0:00,,,
226296,CYNO,2/14/2017 0:00,,,
226264,MRAM,2/14/2017 0:00,,,
226255,FENX,2/14/2017 0:00,,,
226253,FNBC,2/14/2017 0:00,,,
226249,FLDM,2/14/2017 0:00,,,
226244,GLMD,2/14/2017 0:00,,,
226234,GEVO,2/14/2017 0:00,,,
226228,GBT,2/14/2017 0:00,,,
226210,HIBB,2/14/2017 0:00,,,
226209,HIMX,2/14/2017 0:00,,,
226192,INNL,2/14/2017 0:00,,,
226165,KBSF,2/14/2017 0:00,,,
226159,KONE,2/14/2017 0:00,,,
226148,LPTH,2/14/2017 0:00,,,
226147,LOGM,2/14/2017 0:00,,,
226144,TUSK,2/14/2017 0:00,,,
226109,NOVN,2/14/2017 0:00,,,
226104,OASM,2/14/2017 0:00,,,
226095,ONSIZ,2/14/2017 0:00,,,
226050,SALE,2/14/2017 0:00,,,
226037,SGMO,2/14/2017 0:00,,,
225998,THLD,2/14/2017 0:00,,,
225965,XOMA,2/14/2017 0:00,,,
225957,ZAIS,2/14/2017 0:00,,,
226622,ANFI,2/13/2017 0:00,,,
226602,CC,2/13/2017 0:00,,,
226589,CSTM,2/13/2017 0:00,,,
226587,CMRE,2/13/2017 0:00,,,
226535,IPI,2/13/2017 0:00,,,
226533,KNL,2/13/2017 0:00,,,
226500,STNG,2/13/2017 0:00,,,
226483,TLYS,2/13/2017 0:00,,,
226479,TWLO,2/13/2017 0:00,,,
226464,ACIA,2/13/2017 0:00,,,
226453,AEHR,2/13/2017 0:00,,,
226438,AMMA,2/13/2017 0:00,,,
226430,AMRS,2/13/2017 0:00,,,
226394,AXTI,2/13/2017 0:00,,,
226390,BBGI,2/13/2017 0:00,,,
226354,CAPNW,2/13/2017 0:00,,,
226350,CARA,2/13/2017 0:00,,,
226342,CERU,2/13/2017 0:00,,,
226336,CHMA,2/13/2017 0:00,,,
226332,CLDC,2/13/2017 0:00,,,
226315,CFRX,2/13/2017 0:00,,,
226313,CTRL,2/13/2017 0:00,,,
226307,PMTS,2/13/2017 0:00,,,
226301,CRSP,2/13/2017 0:00,,,
226284,DPRX,2/13/2017 0:00,,,
226247,FMI,2/13/2017 0:00,,,
226239,GERN,2/13/2017 0:00,,,
226233,GEVO,2/13/2017 0:00,,,
226214,HIIQ,2/13/2017 0:00,,,
226189,INOV,2/13/2017 0:00,,,
226183,IGLD,2/13/2017 0:00,,,
226173,JTPY,2/13/2017 0:00,,,
226164,KBSF,2/13/2017 0:00,,,
226143,MNKD,2/13/2017 0:00,,,
226139,MTBC,2/13/2017 0:00,,,
226131,MRUS,2/13/2017 0:00,,,
226129,MSON,2/13/2017 0:00,,,
226114,NVET,2/13/2017 0:00,,,
226083,PAVMW,2/13/2017 0:00,,,
226065,PLSE,2/13/2017 0:00,,,
226062,QBAK,2/13/2017 0:00,,,
226057,RCON,2/13/2017 0:00,,,
226052,RTK,2/13/2017 0:00,,,
226046,REXX,2/13/2017 0:00,,,
226038,SAGE,2/13/2017 0:00,,,
226031,SGNL,2/13/2017 0:00,,,
226026,SMSI,2/13/2017 0:00,,,
226023,SPWH,2/13/2017 0:00,,,
225973,WINS,2/13/2017 0:00,,,
225967,XGTIW,2/13/2017 0:00,,,
225964,XOMA,2/13/2017 0:00,,,
225956,ZLTQ,2/13/2017 0:00,,,
226633,ATEN,2/10/2017 0:00,,,
226614,BCEI,2/10/2017 0:00,,,
226606,CBG,2/10/2017 0:00,,,
226585,CELP,2/10/2017 0:00,,,
226575,ELLI,2/10/2017 0:00,,,
226566,FBK,2/10/2017 0:00,,,
226561,FET,2/10/2017 0:00,,,
226530,MX,2/10/2017 0:00,,,
226528,MIXT,2/10/2017 0:00,,,
226505,QUOT,2/10/2017 0:00,,,
226504,SOL,2/10/2017 0:00,,,
226494,SKX,2/10/2017 0:00,,,
226485,SXCP,2/10/2017 0:00,,,
226470,YELP,2/10/2017 0:00,,,
226457,ADVM,2/10/2017 0:00,,,
226437,AMMA,2/10/2017 0:00,,,
226429,ANAB,2/10/2017 0:00,,,
226421,APTI,2/10/2017 0:00,,,
226405,AAPC,2/10/2017 0:00,,,
226371,BASI,2/10/2017 0:00,,,
