USID,n3r,n5r,ndr,ndv
4842,-0.021201413,-0.058892815,-0.062913907,1369100
204861,-0.070881226,-0.153256705,-0.009487666,5504800
139114,0.034289515,0.048796538,-0.040796994,6239400
163527,0.141833811,0.037249284,-0.002857143,554000
102882,0.048616932,0.046940486,-0.095526914,61300
116697,-0.024739583,0.02734375,0.052054795,186600
208167,-0.039357038,-0.013858092,-0.014207542,1149600
91790,0.107568148,-0.023050364,-0.044770606,866200
52171,0.025098638,0.058443925,-0.009939688,344300
206075,0.105740181,0.101208459,-0.050896057,1526200
43751,0.043653459,0.029550034,-0.011288181,284600
63453,-0.010362695,-0.015867876,0.009810301,335900
201652,0.109020743,0.092136951,-0.038942976,508200
185692,0.091402715,-0.031674208,0.004545455,431800
202066,0.024981075,0.008327025,0.000757576,5336500
186144,0.248704663,0.183074266,-0.039800995,1782100
174401,0.079660499,0.23179893,0.024757445,353800
17637,0.076356946,-0.005519779,-0.038053097,135100
211658,0.090100111,0.111234705,-0.001111111,527100
218764,-0.03206465,-0.041970828,0.021027442,3221600
220291,0.018689196,0.11520737,-0.005094167,2445000
168733,0.060465126,0.120476401,-0.026827114,868500
175081,0.003114052,0.028999571,-0.039446643,313100
143375,0.126731011,0.135123752,0.012749638,2765900
38853,0.014184365,-0.013862025,-0.029108012,130700
55181,0.025128205,0,0.062959964,34700
135928,0.060827251,-0.00973236,-0.009638554,85200
31283,0.00908059,-0.010215664,-0.042391304,524000
85255,0.062688822,0.130664653,0.014559387,369100
198242,0.007461241,-0.00196344,-0.018500656,2763300
218961,0.048387097,-0.27016129,0.031185031,587300
209682,0.586538462,0.608173077,-0.081677704,785900
31318,0.099489796,0.219387755,-0.176470588,980900
178093,-0.002962336,-0.008040542,-0.039430935,295500
153243,0.051198257,0.052287582,0.040816327,427100
179222,0.015075377,0.016750419,-0.001672241,196500
111235,0.013452915,0.103139013,0.034802784,189200
45181,-0.049059866,-0.19213311,0.069579337,5723800
221085,0.002684564,-0.034899296,-0.016501651,1664700
76071,0.035315985,0.065055762,-0.021818182,166800
184902,0.019339202,0.001611644,0.032445881,532900
225834,-0.073160315,0.031475968,-0.010521886,269000
202900,0.047096242,-0.048252007,-0.006886571,222100
6202,-0.005408554,-0.017506447,-0.033030579,3995500
109759,0.092220862,0.117942287,-0.043791272,489800
102096,0.086426241,0.08483552,0.00747874,508800
193923,0.194679565,0.191051995,-0.041714948,685100
202653,0.598165138,0.644036697,-0.055459272,357100
210889,0.126637555,0.127510917,-0.009515571,192000
29939,0.007100791,0.018462162,-0.004443486,513300
100255,-0.012261125,-0.002163722,0.048789673,133100
116374,-0.056756757,-0.37027027,0.057142857,774000
204957,0.032656664,0.086496028,0.044239631,129200
124087,-0.017277124,-0.009329682,-0.018650356,153200
54423,0.02456761,0.090605364,0.03583066,1907700
199250,0.051601361,0.045077103,-0.014611338,2973800
146335,0.021257327,0.021257327,-0.028345354,294800
152559,-0.015717092,-0.017681729,-0.060885609,73400
143374,0.029749213,0.168295743,0.171229517,3417000
36806,0.047184466,0.059417495,0.039563968,337300
55180,0.099754677,0.058599102,-0.094297684,55100
201418,-0.095121951,-0.082926829,-0.136842105,6010800
72974,0.014492754,0.041062802,0.028571429,10012800
45180,0.011326908,-0.052473327,-0.08983802,6769400
223244,0.034277198,0.032786885,0.018209408,1027000
45105,0.060494959,0.057745188,0.023452158,29300
79418,0.009661836,0.038647343,0.172804533,533900
203715,-0.002867677,-0.001638632,-0.003266639,6905800
27041,0.017032362,0.00028877,-0.000577063,2719400
223403,0.020703934,-0.104899931,0.03722262,683900
186143,0.03814262,0.16252073,0.080645161,2685000
134289,0.129241411,0.072854238,-0.003976143,773600
175274,-0.029580106,-0.006202243,-0.028280065,2173000
187050,0.138138138,0.08008008,0.069593148,2664800
8873,0.116004409,0.100984372,0.00036461,1023500
119116,-0.03125,-0.000801282,0.072164948,108200
213727,0.106082037,0.148514851,0.012893983,14617800
107876,0.110609543,0.237020386,0.015472664,283900
38714,-0.088923557,-0.109204368,0.04995905,925200
120602,0.415795611,0.338559834,-0.06868583,2495300
180306,0.053043049,0.118928029,0.223360656,8231700
7993,0.028634361,0.068281938,0.027730617,54300
41380,0.028507604,0.029066575,-0.009413068,2275000
171659,0.06000822,0.059736007,-0.092043536,958700
202652,0.143847487,0.59965338,0.118217054,1244700
166190,-0.012480499,0.009360374,0.023961661,1836400
184300,0.050681431,0.064735945,0.087037037,22300
181476,0.129680365,0.157077626,0.001829826,808100
69134,-0.015040547,0.007715907,0.063064674,381600
114148,0.110497238,0.171270718,0.040229885,590000
85669,-0.003652698,0.060268986,0.046386361,101600
42033,0.0419652,0.082906858,-0.010131712,50900
209681,-0.033112583,0.51214128,0.170542636,887500
97776,0.008794217,0.025935402,0.041123431,636800
209528,0.085882294,0.024117647,0.001177856,170300
31317,-0.106888361,0.023752969,0.029339853,444300
49611,0.03125,0.053125,0,275900
139113,0.049710553,0.068096695,0.012060682,2265200
26992,-0.028598713,-0.004766492,0.035027134,1703500
157820,0.02021016,0.088536516,-0.002070335,731300
106873,-0.063328424,-0.020618557,0.007418398,649500
202899,0.096221023,0.150841601,-0.033159349,285800
222762,0.020512821,0.164102564,-0.073634204,468700
141265,0.032591774,0.09881014,-0.072011522,355600
57461,-0.07232267,-0.012980946,0.064659427,512500
55179,-0.118489243,-0.013083141,0.078540919,73300
175698,0.140416498,0.184196476,-0.042922841,1881000
86310,-0.032967033,0.010989011,0.054054054,1686400
131450,0.059701493,0.062189055,0.013445378,79900
186142,0.066308244,0.295698925,-0.108626198,2475300
194741,0.026254181,0.041806021,-0.010425302,355400
128899,0.048967665,0.09635565,-0.023683653,8339500
202382,-0.01025641,0.101098901,-0.038732394,1379300
45179,0.02124978,-0.074268863,0.114419619,22352800
50163,0.043252595,0.045847751,0.000865801,573000
197313,0.029780169,0.059087685,0.00786091,325500
176067,-0.028384279,0.053275153,-0.062627916,6616200
54619,0.012838802,0.02853067,0.004297994,1977800
102878,-0.024000044,-0.028888889,-0.009246984,246100
60129,0.065637066,0.061776062,0.002321981,426600
206074,0.04908947,0.159144893,0,2209900
163242,-0.000610128,0.071995184,-0.04598376,166100
208394,-0.345635618,-0.203866432,-0.006402794,1783400
213560,-0.095923261,0.256594724,0,3256200
192302,0.088421053,0.122105263,-0.046184739,144700
163455,-0.023786359,0.05631068,0.035175879,387000
163526,0.083850932,0.220496894,0.00155521,779900
46143,-0.004178273,-0.04178273,-0.045847176,986800
108354,-0.01929165,0.001151742,-0.005156116,4495800
69207,-0.016405512,-0.018617475,0.026101778,64633300
98484,0.02161209,-0.027453328,0.003517116,13332100
134288,-0.076570384,0.037597434,-0.053385501,732400
182591,0.030055594,-0.002432297,-0.007072624,938400
123235,-0.002654867,0.024778761,-0.013100437,59800
179507,-0.029017857,-0.006696429,-0.066666667,952700
209680,-0.164658635,-0.120481928,-0.005988024,708500
124086,0.001107457,0.049833924,0.005941329,75400
94995,-0.008520527,0.105344694,-0.05143277,92800
58904,0.026993928,0.03680988,0,229900
25649,-0.00519944,0.009992721,0.023106957,3402300
19128,0.022261451,0.01432667,0.010017832,311700
54618,0.028653295,0.042979943,-0.10741688,4098700
69995,-0.003128259,0.040667362,-0.008273009,1038000
79417,-0.00511509,0.069053708,-0.06235012,356300
209527,0.100706773,0.040047114,0.147297297,241400
16538,-0.00645682,0.057304278,-0.023640662,1026800
204651,0.001127782,0.021804511,-0.023136247,846000
197345,0.045250882,0.01239549,0.018403027,3311700
185246,-0.007219146,-0.012868801,0.006953287,14736400
114147,-0.046017699,0.067256637,-0.048821549,333400
208393,-0.25145518,-0.207217695,0.172696246,3259900
46711,0.007142857,-0.026623377,0.039136302,63800
116977,0.006828279,0.018601295,-0.015074165,133600
71592,0.084452975,0.113243762,-0.035185185,544600
58345,0.284931507,0.321917808,0.016713092,1099900
46626,-0.043841336,0.006263048,-0.036217304,25700
98077,0.016663084,0.045716726,0.004075547,836200
47311,-0.032425422,0.006485084,0.026631158,979100
166352,0.150684932,0.327245053,-0.003034901,2208100
31553,-0.00533049,0.006396588,0.007518797,1078400
151411,-0.050654208,0.012843585,0.002527076,957800
219445,0.006905147,0.007156296,-0.018121313,3081900
104632,0.020173978,-0.017027541,-0.048264946,942900
55178,0.038338631,0.074281068,-0.130756726,39300
31316,-0.041564792,-0.017114914,-0.085011186,693000
149656,0.074641148,0.105263158,0.020507813,571900
198561,0.038300872,0.039693664,-0.006915664,3579500
27040,-0.019540481,-0.069712149,-0.048253379,5486800
109113,0.005633803,0.069014085,0.015736767,100300
203908,0.001141476,0.024353081,0.017421642,704400
214215,0.012310903,-0.000351741,-0.00975263,4876300
23859,0.013788172,0.076197427,-0.033660624,582800
54422,0.238511981,0.267444681,-0.051867219,1042200
100782,0.082655386,0.073543833,0.022628986,732300
11735,0.014035088,0.072807018,-0.045226131,292600
100020,0.018041204,0.050579895,-0.005128205,61700
190408,-0.081350729,-0.065234075,0.05165456,18315000
170222,-0.037644648,-0.027830586,0.004413653,1298000
188751,-0.021052632,0.021052632,-0.051580699,1539100
143373,0.310060401,0.332050504,0.010555611,2306800
198348,-0.06013986,0.016783217,0.012747875,306500
4841,0.172651934,0.179558011,0.053857351,1097100
173775,0.098428412,0.030603805,-0.022635408,206600
157819,0.013356484,0.04801648,-0.083430192,1838200
66512,0.001821539,0.005464527,0.046212434,114400
222008,-0.076609404,-0.072240077,-0.048766916,1078000
109373,0.032595387,0.070725707,0.048355899,149100
62248,0.037064864,0.059854746,-0.045878091,1819500
136228,0.054934254,0.081027995,0.01151026,256600
168612,0.005808179,0.011686573,0.015356167,2716600
36349,0.129221733,0.15712188,-0.052851182,767200
25272,-0.010602083,0.015903067,-0.045536682,1575900
143372,0.307222278,0.233333389,0.14213198,2786500
114401,0.032408574,0.011853657,-0.008749962,416200
121192,0.070956396,0.02741495,0.060362483,401000
100069,-0.040032026,-0.045636509,0.008071025,150500
163454,0.002512613,0.032160854,0.195913533,770300
76070,0.073170732,0.047804878,-0.009661836,113400
217290,-0.004009481,-0.006367948,0.010245437,82200
177869,-0.017597729,0.001227768,-0.006707358,867700
46763,0.088832454,0.117385801,0.013341939,1009300
221268,-0.075144481,-0.089443234,0.026225414,595800
173896,0.032374157,-0.002766962,0.034937029,1377100
106804,0.033557047,0.071588367,0.013605442,227700
69994,0.036194416,-0.034126163,0.11021814,2994900
116994,0.079133694,0.169929196,0.00460251,2205000
180238,0.009870241,0.012168767,0.000811867,2677600
134717,0.017600372,0.005453669,0.001489598,228300
220290,0.168452391,0.165773819,-0.0255221,5885200
217685,-0.039951633,-0.026634412,0.032822788,57400
225374,-0.017205518,-0.037525943,-0.024171343,1641000
138418,0.037342852,0.011831477,0.006949615,2563000
225816,0.058005522,0.18295588,0.042883779,26214800
214214,-0.006269558,-0.023336782,0.091634981,10452900
76362,-0.035529716,-0.046511628,0.01641497,559600
219934,0.033057851,0.027892562,-0.003089598,920000
11734,-0.021775544,-0.059463987,-0.082949309,740000
98483,0.014654163,-0.078546253,0.300304802,17181100
204468,0.057181944,-0.186046489,0.059420261,6568300
211022,0.091976559,0.100195777,0.047560478,819800
171071,0.058241758,-0.01978022,-0.03907075,597200
121167,0.003196023,-0.009232955,0.021029732,21803600
131145,0.042328042,0.020408163,0.05,591700
48706,0.019455757,0.004063564,0.017669122,573100
116665,-0.00135318,-0.029769959,-0.047680412,2177200
35994,0.017151024,-0.015245355,-0.004741584,1064700
38223,-0.029268293,0.036585366,-0.031496063,115300
32202,0.022900763,-0.040712468,-0.012562814,142100
188029,-0.004775251,-0.012679088,0.002145248,723100
22631,0.002413793,0.021034517,0.014340679,460900
164543,0.077935172,0.043522318,0.019607896,370000
182590,0.016905296,0.029325461,0.108837072,2385600
100068,-0.043583535,-0.034705408,0.128415301,215300
119140,0.010514019,0.015186916,-0.062431544,241300
221168,-0.140350877,-0.102073365,0.008038585,1766600
178071,0.08165917,0.02073882,0.001948052,8320900
148778,-0.066126884,-0.042645021,-0.012000027,523000
213559,-0.141975309,-0.24691358,-0.024096386,1356500
30020,-0.022939367,-0.011858418,0.009419152,691400
60128,-0.162895928,-0.113122172,0.007161458,352800
206249,-0.107692308,-0.338461538,-0.015151515,133100
179506,0.062656642,0.090225564,0.023076923,472100
179311,0.032576122,0.030463092,0.024720373,8330500
138116,-0.024904215,0.03256705,-0.01509434,759100
213271,-0.096675063,-0.095952313,0.014110317,470600
46710,0.091575092,0.136263736,-0.008714597,96400
7242,0.006357948,-0.019073479,-0.005120542,137900
185295,0.014174416,0.005669738,-0.018093285,771300
163453,0.1832934,0.208533787,-0.255814031,1185300
173815,0.051622419,0.088495575,0.017254314,334700
183832,-0.150572831,-0.090016367,-0.01610306,41400
223373,-0.018356717,-0.015824788,0.023584295,1108900
222761,-0.173728814,-0.141949153,0.019438445,350800
38713,0.193548387,0.114369501,-0.035815269,514200
157858,-0.005321367,0.049119894,-0.022408964,565000
116664,-0.109536082,-0.099226804,0.14962963,6078500
218521,-0.052401747,-0.044541485,0.0428051,1088300
208392,-0.028457598,-0.268070575,-0.017887033,2320900
165524,0.004291845,0.04434907,0.007204611,2040300
111233,0.091743119,0.363914373,-0.054913295,229600
73552,0.063763247,0.148967008,0.030969399,468300
99308,-0.017973856,-0.035947712,-0.025477707,4341900
83206,0.006779568,0.021879784,0.014379525,11596500
46564,-0.049431149,-0.010592428,-0.050651769,1294500
178070,0.055194805,0.07467526,-0.156164384,25870300
116373,0.012562814,-0.070351759,0.061333333,1206100
110236,-0.015319651,0.011093449,-0.001582199,342900
116663,0.057777778,0.093333333,-0.077868852,6937500
209679,-0.267647059,-0.333823529,-0.027181688,238900
22916,-0.013915244,0.069576218,0.001266624,805100
86089,0.081761537,0.093980579,-0.032222206,2084500
132938,-0.035519126,-0.023224044,-0.005434783,112700
98482,0.15441679,0.167228523,-0.028178244,23598000
119139,-0.039430449,-0.015334064,-0.111867704,446100
32508,0.101895735,0.130331754,0.029268293,280400
222201,-0.016393443,-0.06147541,-0.0651341,2410100
163525,0.015772871,0.104100946,0.022580645,658700
156713,-0.103559875,-0.067961122,-0.015475649,141000
43607,-0.014436959,0,0.039,4610400
168732,0.070514546,0.207411432,-0.033496598,1629500
100776,-0.067702148,-0.058144203,-0.020288647,195700
143371,0.067488259,0.380868522,-0.032917138,3127400
208092,0.090566038,0.086792453,-0.036363636,1366300
91789,-0.009298352,0.151732883,-0.028735672,2795200
182589,-0.068156047,-0.045653214,-0.013101134,2279300
193719,0.03371678,0.065846968,0.009207326,2042400
208391,-0.039686922,-0.141978711,-0.116543259,4311900
165254,-0.003367003,0.060606061,-0.040387722,865100
27808,0.05238604,0.073914565,-0.028581386,2411200
135667,-0.029733959,-0.023474178,-0.039097744,166700
123427,0.100378788,0.125,0.03125,168800
106803,-0.106,-0.124,-0.032882012,562500
208549,-0.039800995,-0.131011609,0.00166113,3223800
156712,-0.082840195,-0.131087808,-0.096628331,222500
46563,-0.046554935,-0.11955311,-0.092598851,1472100
73983,0.077380952,0.068452381,-0.002967359,5916500
183831,-0.112927192,-0.228826152,0.010510511,26000
85254,-0.032870709,-0.11687363,-0.010122921,354900
43774,-0.007494616,-0.004741465,0.036297305,1347100
704,-0.071174377,-0.108540925,-0.02175805,1356000
4840,0.139303483,0.252072968,-0.036741214,363000
58031,0.106315789,-0.004210526,-0.033570702,48700
178069,-0.136986301,-0.085479397,0.311063218,68327900
140312,0.042274052,0.037900875,-0.005797101,202600
7285,-0.073170732,-0.132220796,-0.007643312,337100
132767,-0.025034724,-0.128882661,0.04759592,171400
75253,0.025078406,0.058167888,-0.019467281,369200
134092,0.047131148,0.053278689,-0.037475345,279900
192557,-0.052910053,0.005291005,0.029972752,626700
46562,-0.155457925,-0.181142278,-0.160567376,2745600
109758,-0.007941728,-0.011912575,-0.045181706,1503100
218032,0.009359656,-0.002463005,-0.003681031,1904400
38712,-0.186804452,-0.138314785,-0.0653789,931300
156711,-0.126644737,-0.202713857,0.094017094,525800
113498,0.009661836,-0.025362319,0.036295369,5908400
183168,-0.025,-0.101785714,-0.034482759,1329100
204860,-0.035928144,-0.025948104,-0.009881423,5090200
703,-0.071366406,-0.115752829,0.109073359,3306200
132766,0.005342448,-0.020398252,-0.085701599,274000
58030,0.02034588,0.012207528,-0.076995305,123000
63344,0.030425055,0.014093982,0.011312217,352000
40798,0.029680365,0.044031246,0.012884044,970000
53207,0.028651293,0.034241789,-0.032454361,7633000
183204,-0.002521008,-0.068907563,-0.033306255,343700
185245,-0.02696444,-0.32883926,0.05138425,3872100
60127,-0.082987606,-0.234143495,-0.022595539,363200
27039,-0.000928528,-0.120937854,0.016517248,2403100
4199,0.036732172,0.077897403,0.014129737,908500
143370,-0.209232313,-0.087305519,0.033177759,8013100
105666,0.02123735,-0.002770083,-0.005966085,293800
206248,-0.054545455,-0.113939394,0.037735849,367300
151335,-0.00181645,-0.010697316,-0.01676923,3539200
144113,-0.056547619,-0.005952381,-0.01754386,264600
109757,-0.059399684,-0.057819905,0.133190118,2614100
12128,-0.059961315,0.03384913,-0.012416428,582400
85253,0.056648308,0.041699449,0.007131537,199400
204956,-0.03014318,-0.051243406,-0.006736527,95900
193922,-0.014745308,0.014745308,-0.03989704,423900
40797,0.012553684,0.08358107,0.101929418,819200
17636,-0.007692308,0.048076923,-0.004784689,233600
178855,-0.034285714,-0.014285714,0.008645533,828400
109112,-0.107894737,-0.080263158,0.029810298,199900
209959,-0.1375,-0.13125,-0.003115265,256300
215752,-0.059602634,-0.095641445,-0.041482109,426100
33739,-0.061425681,0.040192138,-0.045366748,13936000
137646,-0.043594724,-0.005256127,-0.043851043,719300
149655,0.100354191,0.208972845,0.032926829,314800
31282,0.059332509,0.137206428,-0.047114252,378700
36348,0.017432647,0.139461173,-0.04826546,1232300
164542,-0.034445587,0.06350915,-0.017451084,178200
61543,-0.020237868,0.001460463,-0.012973661,1134000
15520,-0.015267176,0.007633588,-0.032019704,456800
109372,-0.039072848,0.027152318,-0.024547804,96600
168731,-0.116476346,-0.06124137,-0.006668215,1364900
213528,-0.018473896,-0.065060241,0,199400
8545,0.009726459,0.044403636,-0.003231643,351900
222200,-0.048732943,0.003898635,-0.001945525,1811900
145496,-0.028159341,-0.006181319,-0.004784689,288500
57686,-0.020155039,0.020155039,0.016548463,399100
702,0.034749035,0.007722008,-0.507136061,8657800
213270,-0.103204572,-0.090879181,-0.017439076,627200
135666,-0.001631321,0.01141925,-0.02388535,206800
19127,-0.055789155,-0.005534647,-0.007688972,335900
199184,-0.055082527,-0.042063097,-0.025378282,237600
94994,-0.064848931,0.002947679,0.029590288,116400
192556,-0.038147139,-0.005449591,-0.100490196,872700
76104,-0.02519616,0.036348659,0.064643755,117500
56963,-0.027777778,0.034888889,0.010101033,498400
81847,-0.013824884,0.027230791,-0.033211825,148800
172081,0.007082153,-0.02266289,-0.074705111,834900
4839,-0.139911635,0.011782032,0.043010753,1753900
116993,-0.001488489,-0.404366177,-0.009095354,168700
22915,-0.03065598,-0.020846047,0.006169032,977600
123941,-0.04406818,-0.009365982,-0.012685229,2134900
172025,-0.059760956,0.001992032,-0.005940594,1091200
102739,-0.03030303,-0.013584117,0.045901639,182700
43773,-0.108515871,-0.058610199,0.054459184,2861600
172202,-0.029688927,0.031102735,0.021174109,560900
115205,-0.025962829,-0.031588142,-0.052480445,974200
47310,0.004511278,0.129323308,0.004531722,1034200
201704,-0.001739096,-0.014956522,0.031205202,935400
217684,-0.073734177,0.045569652,-0.039513736,71600
33651,-0.025924969,0.017367178,-0.01755685,769200
62375,-0.010405082,0.010607163,-0.020773549,21340500
106294,0.018575851,0.092879257,-0.012232416,1555200
166351,-0.123579545,-0.063920455,-0.031636864,2198700
38711,-0.211738484,-0.238484398,0.213706041,1386600
106969,0.000293282,0.03842775,0.056071904,3792400
41412,-0.009079118,-0.012970169,-0.001295337,332900
174400,0.030737705,0.072540984,0.005356407,145600
60950,-0.030973424,0.000553097,0.01715896,429100
160017,-0.044859813,-0.011214953,-0.023722628,1652700
55448,-0.042677493,-0.028751078,-0.020246436,204300
20235,0.011387164,0.019668737,-0.071153846,371200
165253,-0.12,-0.133333333,0,490700
123771,-0.096744186,-0.077209302,0.006554307,127900
133278,-0.063938619,-0.002557545,-0.010126582,217000
48415,-0.039110963,0.016242744,-0.009735429,446600
41471,-0.013986014,-0.086713287,-0.006944444,291200
151334,-0.059833291,-0.030363148,-0.148529924,6266400
205072,-0.020476214,-0.026666643,0.005265701,653200
123234,-0.027146001,-0.078503302,0.008882309,63200
47309,0.001510574,0.025679758,0.118243243,1171800
55447,-0.077024651,-0.097271087,0.095996093,219500
200210,0.002944063,-0.024533857,0.010912698,3399500
201651,0.071277987,0.066216873,0.028187339,324700
220590,-0.053789731,-0.051344743,-0.00486618,1544700
72386,0.015930191,0.005138772,0.015392538,10782500
4838,-0.073732719,-0.153609831,0.132173913,5022600
170588,0.091353997,0.024469821,0.023372287,91800
43772,0.000152884,-0.065473502,0.207202227,3806300
151626,-0.030281254,-0.036049026,0.009706431,1391900
154247,0.025581395,0.030232558,-0.022727273,1400900
151333,-0.193477541,-0.164329139,0.193987739,10160800
215751,-0.041334456,-0.118836717,0.114511338,1180900
20234,-0.045192308,-0.067307692,0.14790287,341400
123426,0.125799574,0.189765458,-0.024948025,99900
204160,0.01954023,0.006321839,0.026548612,415400
214452,0.004708403,0.015936182,0.036022552,5767200
106802,-0.330655957,-0.409638554,0.050632911,232400
701,-0.46527117,-0.492388202,0.077948718,2450000
208390,-0.227099266,-0.329389339,0.063311772,1716800
127926,-0.038728898,-0.030784508,0.003988036,11792800
700,-0.410769231,-0.45025641,0.238095238,13048900
206236,0.010362694,0.003454231,-0.01025641,2149300
222607,0.011080332,-0.022160665,0.016901408,1626200
138115,0.051823417,0.017274472,0.019569472,740400
9712,0.096265318,0.072599534,-0.016486859,532400
9290,0.004507405,0.003219575,0.007133593,392300
43771,0.16509691,0.134810688,0.08734946,2826000
108308,0.021617294,0.028823098,-0.05771407,70600
183167,-0.122257053,-0.150470219,0.009493671,2814700
4837,0.088695652,0.015652174,0.116504854,1298000
183830,0.001503759,-0.066165414,0.018376723,57000
199806,-0.067078597,-0.085172109,-0.055439767,247100
115204,0.070582927,0.025045584,-0.010365119,894000
120504,-0.00862069,-0.012931034,-0.051124744,202000
106801,-0.272855134,-0.313642757,-0.083762887,578200
201347,0.022424303,-0.035151515,0.029641218,3894400
143369,-0.213806706,-0.327810611,0,1115600
85926,0.014802632,-0.002467105,-0.017373737,11472800
42032,-0.003558719,-0.011565836,0.004468275,70900
204955,0.115606936,0.062758051,0.000826446,102200
213269,0.049938019,-0.033646201,0.041497602,635500
172080,0.232899023,0.157980456,0.008210181,128100
183829,0.117917305,0.030627871,-0.090529248,68400
84684,-0.036004646,-0.038327526,-0.013745704,12600
191915,0.029411765,-0.01092437,-0.024590164,9602400
54617,0.03638814,0.009433962,0.016438356,5171700
204954,0.096694215,0.117355372,-0.088168802,206700
81605,0.02137931,-0.04137931,-0.02027027,128400
179310,0.004472731,-0.007935305,-0.040957508,9646000
213514,-0.002634352,-0.039515279,-0.017598344,611800
42031,0.009830206,0.017873101,-0.093927126,92900
223903,0.04887218,0.139097744,0.019157088,346900
208926,0.035891089,0.032178218,0.035897436,1055600
165252,0.062992126,-0.02519685,-0.045112782,768700
106800,-0.068298969,-0.355670103,0.141176471,1432800
202651,-0.088607595,-0.088607595,-0.030674847,328900
198078,0.028789659,-0.044653349,0.025301205,2031000
46561,0.206365544,-0.081108798,-0.070315017,671800
199805,-0.072530221,-0.122134264,0.091943609,516200
221167,0.05,0.024242424,-0.055793991,3208700
175273,0.016921131,-0.011555881,0.007903452,5494700
215037,0.030201342,0.013422819,-0.02295082,736400
79416,0.128820961,0.069868996,-0.025531915,244400
6164,0.082082082,0,-0.039423077,339300
699,-0.342222222,-0.286349206,-0.288939052,2523100
118999,0.001703578,0.023850085,-0.004240882,608600
183166,-0.082278481,-0.153481013,-0.098430813,5103700
142579,-0.111675127,-0.177664975,-0.005050505,2353900
205317,0.069767442,0.103924419,0.018504811,442200
223940,0.061705989,0.015426497,0.016605166,80900
208548,0.011887073,-0.104011887,-0.002962963,2011800
176066,0.007114273,0.001333926,-0.010993843,1696300
222199,0.098501071,0.117773019,0.015217391,1042500
76103,0.206277977,0.132536124,0.034003091,96800
177219,0.046704722,0.026466061,-0.044146825,9463400
29364,0.056393076,0.073143439,-0.070093458,1592900
197995,-0.012681159,0.093297101,0.018450185,36700
205071,0.063829787,0.06129691,-0.017666062,741500
183828,-0.030640669,-0.072423398,-0.166085947,69600
38710,0.243273543,0.410313901,-0.007786429,557900
23858,-0.012913027,0.000379795,-0.021189591,1735400
145345,-0.047222222,0.04375,-0.031607263,395200
59203,0.021471084,-0.028780221,-0.000456667,46800
220589,0.083443709,-0.005298013,-0.047919294,1479200
198077,0.014457831,-0.006626506,-0.118895966,2833000
138114,-0.008944544,-0.019677996,-0.032871972,1099600
194719,-0.011019284,-0.022038567,-0.032,60100
139198,-0.023479891,-0.023479891,0.002111584,324300
218960,-0.062626263,-0.068686869,-0.008016032,642100
113497,-0.098300971,0.004854369,-0.03172738,3591300
166350,-0.017567568,-0.067567568,-0.023746702,3482900
142578,-0.069023569,-0.168350168,-0.142857143,3761500
19126,0.040219426,0.063071347,-0.047867734,523100
123770,0.069069069,0.077077077,-0.005970149,94700
179713,0.013333333,-0.017777778,-0.011713031,316600
211021,0.062021399,0.135145439,-0.019887392,414000
152439,0.00219539,-0.045005488,0.035227273,1319800
215036,-0.101796407,-0.080838323,-0.002985075,833000
16537,-0.011009174,0.041284404,-0.00091659,614700
149654,-0.002628121,0.113009198,0.038199181,94300
43770,-0.063148738,0.192560574,-0.054009805,1814800
101760,-0.008417508,0.01010101,0.03125,409900
113496,-0.162162162,-0.061104583,0.091025641,8650700
145344,-0.08271688,-0.014794889,0.091776799,1395000
204953,0.00165426,0.097601323,-0.043512658,248600
222198,-0.101796407,0.023952096,-0.054716981,2689100
17635,0.015673981,0.086729363,-0.001043841,209300
167806,-0.017980367,-0.026134224,-0.020479213,339400
203296,-0.026506024,0.009638554,-0.009546539,225300
172201,0.012188606,0.124536188,0.004792332,460600
108016,-0.043255132,-0.014662757,0.007385524,268400
9711,-0.105512683,-0.042888634,0.0322066,472800
152438,-0.015909091,0.004545455,-0.097435897,3160400
209957,-0.126126126,-0.039039039,-0.002994012,770200
61542,-0.032320978,0.039696357,0.057339452,2322800
198076,-0.114649682,-0.07059448,0.147381242,12565500
183827,-0.227642276,-0.152148664,-0.096537251,77300
206,-0.030887977,-0.002206233,-0.029962652,756800
195298,-0.023168105,-0.00754305,-0.052577897,329000
168007,-0.027636838,-0.013643502,0.017984295,2520800
186141,-0.058168317,-0.00990099,0.001239157,2333500
180305,0,-0.045125457,0.015846123,2186800
118998,-0.110769231,-0.095384615,0.058631922,2645000
202065,-0.024313725,-0.064313725,-0.039186134,6525000
60949,-0.040804458,0.053920109,0.043174279,379900
207301,-0.106451613,-0.070967742,0.013071895,658600
138113,-0.098615917,0.008650519,-0.08976378,1789600
201346,-0.078228387,-0.037100949,0.031444706,1840800
11444,-0.052469136,-0.024691358,-0.067625899,1549000
18534,-0.120430108,-0.049462366,0.001076426,1001000
7284,-0.044854881,-0.025065963,-0.003942181,159600
204952,-0.042721519,0.056962025,0.183520599,1031100
163241,0.004490918,-0.03043917,-0.001494718,96700
106799,0.257698541,0.210696921,-0.034428795,672400
183203,0.060457516,0.089869281,-0.052631579,229200
85252,-0.065755764,0.077711358,-0.04796748,382400
4836,0.114718615,0.409090909,0.024390244,251900
60661,-0.01530713,0.002518911,-0.015827575,513800
222606,-0.103535354,-0.083333333,0.023255814,2417100
91330,-0.111163606,-0.059881567,0.062392136,548800
