USID,n3r,n5r,ndr,ndv
201370,0.094548189,0.02783069,-0.042001426,1768300
66540,-0.019986676,-0.00799467,0.039473684,1789200
176655,-0.027739251,-0.014563107,0.079341317,1161000
92956,0.027108434,0.018072289,-0.007473842,1039500
156242,0,0.023965142,0.017738359,303200
121213,0.061723125,0.187955422,0.001932575,301400
83709,-0.026923077,-0.001282051,0,174100
222249,-0.023636364,0.036363636,0,2139400
220772,-0.028205128,-0.023076923,0.007751938,146900
21989,0.040697712,0.04219805,-0.067832184,814400
177277,0.121879589,0.12041116,0.047692308,32820400
128404,0.016128916,0.00230409,0.005211407,85900
209156,0.001098901,0.045054945,0.00110011,459500
177276,0.149230769,0.22,-0.118046133,42144800
102408,0.026442308,0.054086538,-0.016548463,53100
127634,0.032201915,0.044386423,0.033273381,371800
210002,0.150170648,0.187713311,-0.06984127,2299600
182519,-0.007648184,0.009560229,-0.061041293,824700
186744,-0.02372685,-0.007523206,-0.019296253,546200
179224,0.012829169,0.008777853,0.001352265,134300
25651,-0.013203547,0.001342676,-0.009970024,2582600
16542,0.043177893,0.036701209,-0.000862813,372000
184980,0.0204947,0.013427562,0.026105874,822600
32521,-0.043165468,-0.004110997,-0.110603291,5655500
32725,0.089456869,0.162939297,-0.003184713,229300
206087,0.044660129,0.105501618,-0.053888549,1261300
218947,-0.012305168,-0.003281378,-0.008136697,2925000
195392,-0.072551391,-0.07376058,0,178400
167811,0.003355705,0.047698896,-0.006903047,215900
209824,0.046003568,0.064404892,-0.048166448,2517500
204655,-0.020224268,-0.015388019,-0.026327033,1131400
224592,0.067466267,0.131934033,-0.056577086,1814600
142621,-0.040787623,-0.022503516,-0.063241107,2336900
126157,0.009118541,0.048632219,-0.017910448,89300
215070,0.109467456,0.091715976,-0.008797654,2682600
119118,-0.031049251,0.068522484,-0.021989529,603600
69,0.141304348,0.082608696,0.040723982,247300
163465,0.066024759,0.067400275,-0.068545804,399900
20318,0.020344288,0.06885759,-0.036199095,542100
211056,-0.004060539,0.015134736,0.004821996,627400
174279,0.022988506,0.031609195,-0.041322314,599600
198838,-0.024779329,0.007128344,-0.015045169,367100
74349,0.005885393,0.008025628,-0.007434891,150800
45135,0.050933786,0.05942275,0.015517241,53300
150968,0.012635379,0.055054152,0.0582617,536800
157106,0.009463722,0.041009464,-0.070381232,968600
208603,0.076294278,0.201634877,-0.119904077,3399200
183194,0.044137931,0.063448276,-0.049803408,952400
172043,0.036036036,0.10990991,0.031598513,2312900
134719,-0.014763731,-0.030511738,0.018036098,478800
82905,-0.0048,-0.0384,-0.005568815,124400
206058,-0.026785714,0.004058442,-0.004042037,2838200
41496,0.056022409,0.06162465,0,369300
214150,-0.02587923,0.02986065,0.02726653,744400
41385,0.069444444,0.119444444,-0.010989011,1349200
139121,-0.005968327,0.038485264,-0.02468888,2333000
94178,0.015981735,0.068493151,0.054151625,10599300
180869,-0.024326954,-0.002919235,0.030070164,2787100
161668,0.044164038,0.068349106,0.004223865,15841200
193729,-0.027746319,-0.013023783,-0.019977802,504300
185833,0.029411765,0.090336134,-0.0041841,5820000
11347,0.031155779,0.054271357,0.040794979,2687300
182125,0.009784557,0.022345671,0.021474824,3549800
79331,0.022674359,0.015697557,0.036769198,154100
192570,0.034267913,0.037383178,-0.012307692,787500
114052,0.003816794,-0.034351145,-0.135313531,28195600
61826,0.002859149,-0.001786991,0.018565745,1931500
183193,-0.014416776,0.003931848,0.080736544,1297900
88901,0.017475728,-0.058252427,-0.019047619,79300
102861,0.105809129,0.180497925,-0.01026694,19839800
172828,0.196132597,0.174033149,0,1331400
195343,-0.049941815,-0.026132348,-0.01543745,206600
63268,0.011032309,0.007880221,0.010350318,68200
203718,0.015822838,0.0221519,-0.006028938,4183500
108520,-0.02614217,-0.025164867,-0.008958814,101800
162920,-0.051330798,-0.095057034,-0.020484171,369900
110464,-0.008610792,-0.154420207,-0.037037037,7469300
140764,-0.032977981,-0.030646236,0.025974026,1172500
2898,0.008053429,0.046709688,-0.022711985,219200
194050,-0.030706244,-0.016376663,0.067759563,88300
76364,0.022443941,0.019950225,-0.000996562,1465700
103259,0.05221519,0.089398734,-0.029185868,11407200
86090,0.001192243,-0.002252077,-0.012105784,1288600
81609,-0.063116371,-0.00295858,0.014,93800
73024,-0.063223422,-0.077025783,0.024634991,496300
187060,-0.01321004,0.015852048,0.041265475,382500
195241,0.030980443,0.034853018,-0.00699175,1112900
31429,-0.020304531,-0.025192725,0.000188022,499400
76743,-0.005339436,0.016781083,0.006139678,106000
76741,0.013473054,0.067365269,0.022970904,479900
12108,-0.011751594,0.011751482,-0.025095417,502900
116978,-0.016520091,-0.004529656,-0.02620659,283200
207466,-0.040519017,-0.021186415,0.01861338,390000
18420,-0.007662812,0.005028808,0.007235866,607400
219517,-0.008368201,-0.0041841,0.006315789,4257000
189101,0.005995603,0.031976707,0.032839181,945700
204473,-0.044096031,-0.028417442,0.006410207,5723800
109119,-0.03286385,-0.037558685,0.042839657,446800
181512,-0.075848303,-0.087824351,0.010080645,1000200
24964,0.005060484,0.014301364,-0.00043985,100600
182332,-0.053375196,-0.054160126,-0.020753267,1751700
198233,-0.009454545,0.010909091,-0.016452074,624000
33653,0.02427699,0.013932869,-0.012713652,529600
33464,0.001104795,0.009721675,-0.009844695,1485000
165531,-0.053003534,-0.030624264,-0.001176471,370600
149299,0.009817533,0.021983943,0.026650989,850900
96862,0.003004447,-0.004566723,0.025701066,1501700
5178,-0.019362898,0.029981262,0.023003195,186600
119164,-0.058744993,0.017356475,0.016282225,137000
116310,-0.004149496,-0.011855423,-0.004719764,1481800
76211,-0.009449335,-0.028464792,0.025113584,1394200
42039,-0.041372351,-0.031281534,0.001010101,86400
152461,0.089595376,0.156069364,0.014662757,1032300
180549,0.00674439,0.11158799,0.034242169,31442400
41495,-0.011204482,0.058823529,-0.129268293,732100
204486,0.044928826,0.035587233,0.009429726,1797500
37411,-0.024767802,-0.040247678,-0.058309038,517000
2917,-0.001113924,0.002506266,-0.016703176,939900
171604,-0.079563183,-0.067082683,-0.015360983,291100
151435,-0.012123373,-0.040648939,-0.000534551,1047300
106971,0.024654463,0.018677624,0.033790306,2974500
220612,0.068551237,0.098939929,0.01945245,1244100
198094,0.04899931,0.050379572,-0.040397351,2209700
199261,-0.044985251,-0.021386431,-0.038297872,1309400
64392,-0.028752437,-0.042397661,0.029603613,252800
166376,-0.041176471,0.002941176,-0.04628331,5539400
219028,-0.038785495,-0.032027386,0.012495062,1127200
36368,0.066558442,-0.211038961,-0.028391167,457900
171405,-0.014401263,-0.024856955,0.003563671,4725000
222887,0.009803922,0.017156863,-0.037735849,1824700
188179,0.01643685,0.04825021,0.019459514,134800
153353,0.008253968,0.026666667,-0.03846148,258600
21173,0.093023256,0.214669052,-0.029513889,115500
135945,0.05764411,0.055137845,-0.02919708,569300
104095,-0.016261181,-0.020784998,0.009130142,14103800
158761,-0.024645666,-0.038820939,0.031571984,308000
85929,-0.019396445,-0.089439606,-0.005891859,5582800
195267,-0.033382321,-0.029813184,0.050739001,6128900
7247,0.001077565,-0.011853534,0.000862834,328000
200391,-0.105121294,-0.080862534,-0.038860104,118500
200329,-0.003131524,-0.014613779,0.009483667,270300
185731,-0.102088167,-0.097447796,0.051219512,2174500
139200,0.075581457,0.027845777,-0.023019461,262100
114407,-0.001562743,-0.016538664,-0.014375599,619900
104640,0.026475013,-0.004034291,0.005833122,1067900
212786,-0.099085366,-0.067073171,-0.031019202,995000
146338,0.000166867,-0.011678295,-0.010727859,116600
35998,-0.011627869,-0.010852675,0.04453433,1436200
46592,0.068301226,0.096322242,-0.028911565,1100000
100257,-0.06686042,-0.081879752,-0.024113522,163100
151761,0.006820672,0.087618105,0.019796575,646900
214919,0.036306235,0.11207577,-0.063562454,206500
113520,0.076694471,0.087396017,0.037631156,11010100
169317,0.004704653,0.011500314,-0.020481412,274200
59907,-0.014608234,-0.019920319,-0.05875,528800
674,-0.078616352,-0.135220126,0.046052632,209100
128403,-0.095362163,-0.066701456,-0.007755895,34800
139586,0.094616639,0.168026101,-0.028680082,105500
77446,0.007259835,-0.000168816,-0.052168377,22605000
219809,-0.027376095,-0.078850975,0.043032355,843700
673,-0.006578947,-0.065789474,-0.087087087,247700
195391,0.096816976,0.099469496,-0.072570726,263700
209164,-0.018255544,0.053752535,0.0210563,259000
56665,-0.00247225,-0.010815914,0.007158419,605900
2580,0.031814895,-0.023138106,-0.005035971,178700
68119,-0.025460931,-0.035996488,-0.018949182,378000
156241,-0.03515625,-0.103515625,-0.074141049,507900
93896,0.001937984,-0.015503876,0.019762846,93800
104639,0.015216815,-0.004818615,-0.081955784,3687700
184290,-0.0176,-0.0464,0.059322034,86876800
58378,-0.058189655,-0.101293103,0.049773756,510400
208169,-0.014810806,-0.01206802,0.038154957,5564000
193936,-0.062032885,-0.082959641,0.020594966,1093000
115145,0.027607362,0.018404908,0.01875,28700
154686,-0.008120316,-0.00721809,0.001505994,52200
218525,0.022810219,0.025547445,0.010138249,411100
130173,-0.023755656,-0.019230769,-0.066525871,196300
157823,0.041622904,0.03935992,-0.009526057,532400
145518,-0.011513158,-0.006578947,-0.001642036,4954200
175083,0.0399498,0.027818406,0.031276962,359200
46766,0.043104666,0.02714507,0.01607756,1264900
182983,0.035237533,0.01761874,-0.018858041,2628200
185249,-0.013535686,-0.02337982,-0.024409804,9285000
184460,0.00120003,-0.040504108,-0.005668198,117800
71734,0.001096229,-0.031352795,-0.018506563,1151700
173830,-0.058671825,-0.026434558,-0.044950739,176800
65991,-0.037897926,0,-0.00050495,656200
11737,0.043548387,0.034677419,0.013900245,109500
672,-0.14516129,-0.188172043,-0.028720627,1124800
83704,-0.191176471,-0.164705882,0.397260274,8983100
124677,-0.009380863,-0.014071295,-0.030909091,636500
173803,0.060686016,0.071240106,-0.015584416,160300
180242,0.029787803,0.01853742,0.025836079,3600000
121169,0.026894031,0.021974418,0.018710324,20272000
225391,0.02038223,-0.053715459,-0.044043069,1445900
88900,-0.063426689,-0.151565074,0.013355593,78100
136669,0.064409664,0.048307186,0.010008299,330800
224612,0.008011678,-0.003398883,0.00194595,1319700
188762,0.026521061,0.010140406,-0.013846154,259100
47322,-0.029220779,-0.056818182,0.003257329,4360300
57005,-0.2,-0.223333333,-0.189189189,5009500
174182,-0.002617801,0.02617801,-0.012919897,165400
141628,-0.048951049,-0.038461538,-0.109034268,773100
109415,0.009259259,-0.012626263,-0.003355705,33800
88899,-0.04590985,-0.123539232,0.094063927,197200
21172,-0.065719361,-0.007104796,0.038745387,254100
82248,-0.006674082,-0.003337041,-0.004429679,64100
136668,0.030025063,0.024603837,-0.081226054,363700
157104,-0.027027027,0.003378378,-0.032679739,1090000
54430,-0.025239108,-0.004516419,-0.023098885,370500
119163,0.0609375,0.1703125,0.003134796,124500
139180,0.010158397,0.008201277,0.004211558,1258200
72976,0.031914894,0.054078014,0.003558719,12722400
161667,0.035087719,0.186716792,0.04587156,8570900
58377,-0.099029126,-0.126213592,-0.017175573,533000
46591,-0.194520548,-0.209589041,-0.014844804,580800
71985,0.035882392,0.043921608,-0.048152331,1076000
671,-0.206266319,-0.187989556,0.235483871,6601500
728,0.033444816,0.003344482,-0.077160494,4703000
23865,0.039877354,0.08895706,0.028391115,2201800
182253,-0.003990992,-0.007411687,0.001713364,1477500
179314,0.035882804,0.040314512,0.025208763,3945300
62380,-0.002843817,0.04697983,0.024114726,23525100
201369,-0.006924644,0.041547904,0.063691464,1376500
96099,-0.052434457,-0.056179775,-0.012330456,374100
142620,-0.062761506,-0.0027894,-0.029769959,2244500
194049,0.04312115,0.072895277,-0.009155646,104400
34662,0.000971817,0.021379981,-0.02,513100
2940,-0.002777076,0.022469073,-0.006770361,48900
188761,0.003846154,-0.005384615,0.078838174,782900
123799,-0.045045045,-0.006006006,0.006042296,212400
58046,-0.019529801,0.051717902,-0.016364318,118300
223472,-0.001914486,-0.010848756,-0.011356467,76200
47321,-0.035830619,-0.013029316,0.24291498,15844000
27676,0.095,0.41,0.282051282,16415400
25283,-0.014742064,-0.00982801,-0.038734058,1740700
146293,0.00255102,-0.012755102,0.068119891,2767800
220302,0.000670551,0.010459944,0.013454716,2047500
214918,0.006422018,0.241284404,-0.016245487,77500
102860,-0.018469657,0.031662269,-0.015584416,6466100
205613,0.020536535,0.03511093,0,4359200
90340,-0.00952986,-0.002541296,0.031454784,437800
94964,0.014234875,-0.010676157,-0.078688525,2221700
223471,-0.006940063,-0.001892744,0.075305292,217000
115237,-0.011363636,-0.039335664,0.026008969,238400
203102,-0.005248487,0.034269852,-0.00720308,9790500
44126,-0.039622642,-0.018867925,-0.016697588,260700
146292,0.076294278,0.0626703,0.076246334,3210100
88201,0.005813953,0.02252907,0.011021308,1258900
163256,0.058174524,0.04112337,-0.002002002,199500
669,0.348591549,0.172535211,-0.27735369,916400
128402,0.0122495,0.000556793,0.029226245,125900
132925,-0.005330336,-0.01042876,0.001392481,598500
179353,0.019354839,-0.012903226,0.029900332,892600
2579,0.064882943,0.063545151,-0.028589994,909900
131940,0.030774727,0.03113682,-0.004325847,1077200
57702,-0.041218638,-0.023297491,-0.002680965,219500
208102,-0.013213939,-0.019607801,0.049664385,627300
85382,-0.046180557,0.001041701,-0.053254471,7056400
202696,-0.042654028,-0.090047393,-0.003149606,619900
211282,-0.009615385,0,0.006451613,691800
151347,-0.044819558,-0.036088533,0.006444054,1597300
223123,0.017175573,-0.003816794,-0.036764706,45400
95030,0.001455604,0.074235808,-0.065306122,83000
26760,-0.046256776,-0.027673796,0.012863981,4032900
134737,-0.008321775,-0.030513176,-0.017711172,351300
36822,0.002387751,0.036055348,-0.012962503,2315000
165490,0.043044165,0.041796629,0.005646236,434600
97271,0.012816913,0.008637559,-0.005817147,4682500
156240,-0.018489985,-0.033898305,-0.058055152,1266900
58376,-0.008179959,0.053169734,-0.014112903,542700
176671,0.003661513,-0.007729882,-0.036078431,250700
189832,0.02529449,0.025987525,-0.026644148,3262300
191957,-0.020293123,-0.020293123,-0.049303323,10447000
222248,-0.032786885,-0.018032787,-0.036334913,1551100
176736,0.004950495,-0.016831683,-0.034416826,11806600
114046,-0.734618916,-0.815426997,0.048123195,230500
179723,-0.023493361,-0.027579162,0.002047083,324300
213279,0.025198366,0.043085969,0.024052278,504700
182441,-0.006269592,-0.012539185,0.003144654,1557800
183295,-0.025452977,-0.038826531,-0.045304817,97000
198790,-0.062780269,-0.112107623,-0.038793103,2340200
196946,0.020651628,-0.026158879,-0.025491949,1344600
195390,0.032954545,0.013636364,-0.009009009,49500
200389,-0.060324826,-0.078886311,-0.01146789,218200
130172,0.023529412,0.022352941,-0.037372593,86300
198862,-0.025210084,-0.053781513,-0.030944625,1169000
185302,-0.069534661,-0.078314292,0.024096385,962000
177275,0.019744483,0.022067364,-0.021590909,36254300
33745,0.010727456,0.02246061,0.016354344,10546600
202414,-0.017777778,-0.065555556,-0.04357067,773500
778,0.012323466,0.013093658,0.052987264,2469500
186183,-0.036363636,-0.018181818,-0.06779661,2318000
215816,0.002274943,-0.020474521,-0.041432962,785100
36821,0.003535282,0.018147561,-0.081800456,3048800
184459,-0.033057792,-0.049586749,-0.012095615,114400
189782,0.036663611,0.053162236,-0.014453478,2849600
176645,0.006485084,0.116731518,-0.016581633,65900
213507,0.030831123,0.036639948,-0.021639388,3049400
142619,-0.020706456,-0.126674787,0.02625,2012200
190296,0.025462963,0.005401235,-0.005372218,72000
136667,0.030554387,0.041030118,0.044687642,677700
208422,-0.01231258,-0.03640257,0.017983651,303900
114045,0.032723773,-0.762271415,0.08004158,289000
98413,-0.039036545,-0.029069767,0.034364261,600400
192994,-0.033487259,-0.089684373,0.019223225,21800
187500,0.00270108,-0.016806783,0.000901141,97600
103258,-0.04494382,-0.116372392,0.002413516,7082600
26759,-0.067631621,-0.109807875,0.010847629,1578800
2578,-0.180372807,-0.151315789,-0.057364341,1258200
27085,-0.012591815,-0.05281567,-0.001397101,420600
85381,0.053787011,0.043175997,-0.017259943,6205700
162919,-0.049206349,-0.014285714,0.009615385,193600
215815,0.077344072,0.125136811,-0.029390935,458800
21171,-0.001915709,0.009578544,-0.018796992,344700
8000,0.006246799,0.011973036,0.002609551,49200
2980,0.003886514,0.003497862,0.002337359,281900
85671,0.033227197,0.074419665,-0.034497892,372600
156722,-0.049479167,-0.045572917,0.042769857,166800
114044,0.087318087,-0.6995842,0.14797136,242300
58375,-0.151041667,-0.128472222,-0.03030303,710500
165284,-0.127717391,-0.105978261,-0.034120735,778500
39819,0.032352941,0.023529412,-0.074829932,83300
171079,-0.013808976,-0.027617952,-0.0125,205300
115140,-0.086805556,-0.020833333,-0.124620061,93300
142618,0.143250689,0.107438017,0.047619048,2155700
196853,0.016272189,0.033530472,0.040000051,1424500
171603,-0.038525963,-0.035175879,0.010152284,106600
11111,-0.002631579,0.027631579,0.016042781,152200
218108,0.107187894,0.179066835,0.032552083,4660000
31555,0.021592443,0.016194332,0.008163265,557500
222546,0.035714235,0.055612296,0.063483451,2690100
11461,-0.039237668,-0.029147982,0.02293578,313800
212709,-0.039719626,0.046728972,0.059405941,555300
169316,-0.016027362,0.020606813,0.044231859,278200
174151,-0.02297593,-0.041575492,0.029279279,1593600
47320,-0.100548446,-0.067641682,0.005514706,1394500
33511,0.02955665,0.019704433,-0.009756098,691400
66539,0.045376712,0.070205479,0.002575107,1036000
218107,0.075520833,0.16015625,0.170731707,14025300
166375,-0.035,0.01,-0.027552674,2368800
211576,0.035789474,0.016842105,0.039387309,2638600
110006,0.013157961,0.046710572,0.028416734,3572600
114043,0.299522673,0.280429594,0.193732194,253100
162852,0.020790021,0.06029106,0.002083333,102400
82904,0.030993619,0.026435734,0.020465116,139700
204124,0.065584855,0.064570656,0.045968846,569000
112290,0.052396878,0.092530658,0.007865169,1648800
208602,-0.038461538,-0.06561086,-0.00896861,3417300
76740,0.057746479,0.053521127,0.020114943,330000
175279,-0.003993886,0.009216559,0.013702834,650600
117993,0.025356577,0.033280507,0.021035599,423200
151935,-0.047764729,0.006448836,0.037772163,3766700
177288,-0.008827684,-0.013241526,0.007291464,10921100
4207,0.031674175,0.033936618,-0.019955622,1240400
92955,0.017942584,-0.041866029,-0.061728395,169800
204123,0.117397415,0.126237584,0.082280983,1559300
183224,0.066023739,0.089762611,-0.040569395,506900
2937,0.161309593,0.159523879,0.040247616,25300
80155,0.075342466,0.095890411,-0.073995772,177500
218106,0.24695122,0.338414634,0.10623946,10372200
135944,-0.024282561,0.037527594,0,419900
169366,0.022914757,0.012832264,-0.059077229,46900
47319,-0.047794118,-0.112132353,0.075098814,2202200
169315,0.017931919,0.040047818,-0.077220026,322800
225390,-0.021720126,-0.069714468,0.024035874,422100
151434,0.023551054,-0.067171879,0.020054377,988800
41494,0.017492711,-0.072886297,-0.014367816,906200
2577,0.234100135,0.041271989,0.019310345,616200
213072,0.122905028,0.24301676,0.030215827,699600
181511,0.085478888,0.154479918,0.015690377,601100
190911,0.106500641,0.189488142,0.019746168,1529800
191956,-0.089422028,-0.032715376,0.017758047,7815500
202413,0.025454545,0.090909091,-0.010791367,502100
177274,-0.073459716,0.02014218,0,24964600
162918,0.09375,0.052083333,-0.023728814,140800
209155,0.122356495,0.228096677,-0.014880952,256400
206953,0.121052632,0.150877193,0.003521127,6916900
92954,-0.041526375,-0.114478114,0.078692494,172200
155833,0.075604839,0.056451613,-0.018793274,118200
186182,-0.074850299,-0.011976048,-0.005952381,1537200
224151,0.070780399,0.110707804,-0.026501767,81900
130171,0.033766234,0.103896104,0.032171582,48600
208601,-0.123966942,-0.121900826,0.045356371,2511000
210894,0.028368794,0.009929078,0.008583691,255600
184458,0.057658907,0.134768908,0.024919936,347600
212785,-0.007374631,-0.078171091,-0.054393305,1430700
206086,0.016189353,0.002490722,-0.010474492,896700
114042,0.477726575,0.67281106,-0.007621951,68500
218105,0.337268128,0.392917369,-0.224836601,18394900
201942,-0.02259887,-0.015065913,0.027079304,163000
111182,0.025252525,0,-0.017369727,59800
2576,0.334482759,0.255862,-0.136904711,1216700
205365,0.043715847,0.02003643,0.041745731,555800
213543,-0.001879699,0.018796992,0,984500
142615,-0.033492823,0.098883573,-0.089985486,2524900
75264,0.115209329,0.126813184,-0.085638503,346700
170967,-0.003197402,0.056754636,-0.002789956,737500
197330,-0.022821577,-0.044605809,-0.057673509,1348800
96098,-0.025333333,-0.032,-0.060150376,1081800
664,-0.06,-0.1,-0.253731343,1243300
88898,-0.044221106,0.027135678,0.026831785,445600
45196,-0.020881637,-0.013589659,0.030044349,893100
103319,0.037681159,0.088405797,-0.02266289,1049100
20289,-0.031620553,0.010540184,-0.058312655,1722700
119160,0,0.073684211,-0.153297683,2130000
172103,-0.18707483,-0.054421769,-0.100917431,1625200
160025,0.011594203,0.052173913,-0.036312849,4640200
215814,-0.046984339,-0.059313562,0.014193984,839100
198837,-0.010603327,0.017550274,-0.055919885,541000
189651,0.035796767,0.008083141,-0.096033403,3901700
179533,0.011299435,-0.026365348,-0.038043478,1116800
154567,-0.009610546,0.006575569,-0.062588881,161500
55462,0.010911425,0.032092426,-0.041230769,1275800
106830,0.05363528,0.029797378,-0.101713062,2995900
36820,0.027680412,0.08969863,-0.073376561,1737700
194048,-0.032467532,-0.035250464,-0.050220264,224400
19099,0.027443988,0.080855425,-0.00132213,10130700
181508,-0.102615694,-0.032193159,0.048523207,755400
132777,-0.090958601,-0.015795261,0.001090567,249300
179350,-0.096774194,-0.009677419,0.029900332,876400
209636,-0.076019576,-0.082544829,-0.021704437,2695900
134375,-0.068027211,-0.231292517,-0.066666667,612500
194047,-0.094273128,-0.037004405,0.081982841,99600
223121,0.004056795,0.00811359,-0.014,88800
4188,-0.019864605,0.011286682,-0.007171627,1552700
184289,-0.043378995,0.02283105,0.052884615,35677500
173829,-0.101891342,-0.055521602,-0.013838868,300100
56019,-0.019199713,0.001256038,-0.030445372,261300
209311,-0.052264808,0.024390244,0.002094972,20664400
113518,0.039613527,0.090821256,0.036036036,5715400
96097,0.0013947,0.019525802,-0.006925208,676500
95028,-0.07496977,-0.008464329,-0.01076555,237600
154251,-0.065445026,-0.041884817,0.015957447,594000
115234,-0.01767209,-0.014015844,-0.053633218,323800
121211,-0.074554709,-0.047837177,-0.035819408,739600
215813,0.111893294,0.069655465,0.01161919,364000
100990,-0.022988506,-0.071264368,0,117100
141591,-0.001655629,-0.008278146,-0.016286645,1110600
198153,0.126245847,0.119601329,-0.032154341,215100
114041,-0.056716418,-0.005970149,-0.040114613,102200
68118,-0.036723164,-0.047080979,-0.038043478,626300
19285,-0.03125,-0.0234375,0.017026107,3190000
194046,-0.059336824,-0.102966841,-0.00174216,104900
134766,-0.009267841,0.020389249,0.0375,166700
144895,0.017892569,-0.166501011,0.014368642,1013500
9727,-0.046788972,-0.132844073,-0.008910747,978800
198092,-0.009416196,-0.102950408,0.009505703,2166300
185728,0.038674033,-0.121546961,-0.02688172,966200
103257,0.043317972,-0.058986175,0.018779343,8239600
215812,0.109070465,0.044602736,0.0801619,804500
182567,0.030541012,-0.063699825,-0.017994859,209400
7303,0.0525,-0.0125,-0.02200489,583000
208598,-0.001577287,-0.168769716,0.056666667,2486100
4852,0,-0.120956399,-0.019310345,157200
182516,0.070397112,-0.088447653,0.03358209,1599400
179349,-0.069069069,-0.198198198,0.015243902,957000
29418,-0.063063063,-0.156156156,-0.056657224,260300
93893,-0.043478261,-0.189565217,-0.041666667,447300
12142,-0.003210273,-0.057784912,-0.009538951,363500
34661,-0.00592154,-0.054034049,0.00148258,439700
60871,0.040625,-0.129166667,0.030042918,31000
202410,-0.014925373,-0.140724947,-0.001064963,774800
103318,0.089506173,0.012345679,0.055374593,104200
21987,0.044952138,-0.076639648,0.007985163,1948500
116803,0.029239766,-0.102339181,0.005882353,203700
179532,0.049429658,-0.072243346,-0.047101449,293700
7302,-0.031784841,-0.002444988,-0.108932462,2081800
140334,-0.067368421,-0.054736842,-0.010416667,891600
143849,-0.006057496,-0.048207977,0.000505076,4792500
222771,0.104918033,0.032786885,-0.055727554,469200
66538,-0.061135371,-0.065502183,0.025067144,768300
198997,-0.00891663,-0.088720419,0.004028648,1919500
192446,0.051688913,0.023350668,-0.017594676,1130500
215811,0.073684167,0.214979708,0.165644164,1037800
113517,-0.056517776,0.051959891,-0.024888889,15918000
142877,0.011317338,-0.024898099,0.0059199,387700
182515,0.250549451,0.303296703,-0.054054054,2638900
156760,0,0.020408163,-0.02244389,55500
115233,-0.027267396,0.001778245,-0.021461659,300300
163464,-0.014845606,0.002375238,-0.038812785,376800
209742,0.066341463,0.122926829,-0.005819593,1523400
174181,-0.067368421,-0.16,-0.018595041,1109300
148846,0.016847172,0.0433213,-0.032596042,487300
114040,0.100164204,0.052545156,0.008278146,33600
190340,-0.003476246,-0.003476246,-0.013714286,309500
220611,-0.008434864,0.00656045,-0.044762757,3277400
84957,-0.103157895,-0.105263158,0.002109705,127100
54634,-0.030368764,-0.046637744,0.024444444,1373600
69946,-0.033096927,-0.073286052,0.007142857,165800
185981,-0.000940734,-0.045155221,0.033041788,2397800
39843,-0.036723164,-0.036016949,0.071915216,777100
32218,0.054916986,0.11238825,0.082987552,45500
182514,0.151767152,0.189189189,0.100686499,3387000
27066,-0.046588293,-0.038342529,0.036981595,3377500
182948,-0.035849094,-0.037735849,0.001890321,26797600
6188,0.023430178,0.029990628,-0.018399264,79200
178722,0.05126183,0.02444795,-0.007824726,1121100
177552,0.011723037,0.022355507,-0.0115872,1552400
179209,-0.001848429,0.035120148,0.013108614,1930100
94962,-0.04,-0.071428571,0.00286533,15420100
113516,0.161843516,0.109324759,-0.006389776,39293400
223848,0.009053443,0.007407407,-0.002735923,189000
174180,-0.082644628,-0.132231405,0.177615572,872000
116723,0.053420806,0.039362699,-0.06485539,640000
137990,0.009881423,-0.011857708,-0.041666667,87800
182513,0.226544622,0.302059497,-0.076109937,2087300
183191,0.047186933,0.074410163,-0.040069686,525800
224590,-0.02739726,0.00456621,-0.04505814,2586600
9031,-0.080472103,-0.154506438,-0.059535822,1184700
60968,0.017821782,0.06039604,-0.024154589,507100
7301,-0.039906103,-0.063380282,-0.02739726,490200
52192,0.098701299,0.151688312,-0.001037883,286800
60870,-0.101253616,-0.100289296,-0.005752637,50700
222525,0.067039106,0.060055866,-0.020519836,1134100
100989,-0.02195122,0.06097561,0.017369727,320000
116676,-0.063372718,-0.071965628,-0.060544904,863800
6187,0.004599816,0.041398344,-0.083473862,103400
209741,0.076352068,0.159066808,-0.008412198,1110000
77454,0.008839779,-0.008839779,0,116300
154573,-0.008708273,0.005805515,-0.039051604,170200
162916,-0.06187291,-0.063545151,0.005042017,452100
66693,-0.015576324,-0.015576324,-0.021341463,71000
184709,0.00209205,0.00383546,-0.015447958,1593700
191952,-0.066471163,0.027370479,0.033333333,8618200
186178,-0.098039216,-0.033088235,-0.004878049,2034800
121210,-0.079252668,-0.198426753,-0.040566075,1377600
209740,0.077812829,0.111461619,-0.085576923,3039900
215810,-0.085849827,0.150992235,-0.016963528,503100
19284,-0.024901704,0.154652687,-0.042659975,3063700
140063,-0.020304569,-0.040609137,-0.048309179,1263800
166371,0.0221843,0.008532423,-0.031404959,1981600
32217,-0.0486618,0.00486618,0.002439024,47800
64705,0.001635023,0.011445389,-0.011954798,1725600
223257,0.042887777,0.043602573,0.013768116,427500
208597,0.00750469,0.189493433,-0.011131725,2212700
91805,-0.005128205,-0.057142857,-0.024303074,724200
222019,0.101943844,0.119222462,0.025243578,537100
146638,-0.013880126,0.015141956,-0.032356473,2304800
100988,-0.009925558,0.079404467,-0.114285714,340400
184456,-0.017925736,0.054097311,-0.012017742,260200
177271,-0.057461407,0.032590051,-0.020990764,15667800
171689,-0.06061191,-0.051375831,0.032174837,3021700
