USID,ndr,n3r,n5r,ndv
227319,-0.03888894444444446,-0.03179185154866193,-0.03468196732265705,32200.0
227353,-0.006756756756756799,-0.3197278911564626,-0.23129251700680276,357000.0
227369,-0.0329219118867331,-0.0164893093877293,-0.021808511798325103,377400.0
225972,0.05166051660516602,-0.15438596491228063,-0.19298245614035092,145800.0
226048,0.01990049798390192,-0.016492427793087683,0.00603953556421688,816200.0
226065,0.053196984818260074,-0.03618263720252546,-0.047110199125789065,9199500.0
226074,0.004943153732080985,-0.06542056074766345,-0.023118494835218772,322900.0
226113,0.0,-0.0992366412213741,-0.04580152671755733,11800.0
226150,0.046875,0.08955223880596996,0.16417910447761197,157300.0
226167,0.03846153846153855,-0.04938271604938271,-0.0864197530864198,2145000.0
226190,0.011904761904761862,0.11029411764705888,0.14632352941176463,112500.0
226197,-0.004878048780487698,-0.09313725490196079,-0.12990196078431382,627700.0
226208,0.0,-0.1575757575757576,-0.1924242424242424,342900.0
226210,0.016000000000000014,0.015748031496063186,0.0,41900.0
226248,0.023419203747072626,-0.06407322654462244,-0.029748283752860427,151800.0
226252,0.05027932960893855,-0.029255319148936088,-0.037234042553191404,2396200.0
226262,0.0,-0.31605263157894736,-0.3973684210526316,0.0
226358,-0.011053609290030852,-0.01432064318269799,-0.0027942718405263856,310000.0
226362,0.008403361344537785,-0.008333333333333304,0.0,34100.0
226395,0.014134275618374659,-0.05226480836236935,-0.08710801393728218,386800.0
226403,0.03937007874015741,-0.06818181818181812,-0.045454545454545414,151100.0
226408,0.12505307863726478,-0.07184125577086442,-0.048229136590210775,6978400.0
226412,-0.02076124567474047,0.11307420494699638,0.1307420494699647,5900.0
226444,-0.04201680672268915,0.01754385964912286,-0.05263157894736825,846800.0
226476,0.013745658018526452,0.0248587118644068,0.04406781920903957,1706100.0
226493,-0.12631578947368416,0.00401606425702794,0.10040160642570273,165200.0
226496,-0.01047732222404374,-0.03529411764705881,0.014117600000000063,267600.0
226503,0.16117216117216104,-0.04100946372239744,-0.1514195583596214,1527900.0
226515,-0.01768384769643838,-0.009769473320954458,0.05751918896858821,85900.0
226516,0.002044948791617651,-0.006122448979591799,-0.004081632653061273,100100.0
226630,0.020440251572326984,-0.00924499229583986,-0.03235747303543912,461400.0
226647,-0.013237063778579916,-0.14552845528455294,-0.10813004065040643,545600.0
226658,-0.0728155339805826,-0.31413612565445026,-0.16753926701570676,31191100.0
226671,0.0,0.2272727272727273,0.09090909090909083,41600.0
