USID,LatestCloseAsPercentOf10DayAverage,LatestCloseAsPercentOf10WeekAverage,LatestCloseAsPercentOf200DayAverage
223459,92.594,83.3639,73.3234
208556,103.1342,73.1287,43.0139
218298,111.9581,88.0737,68.8262
198146,95.147,107.261,88.1851
189764,102.439,69.9615,40.8084
183146,104.6297,89.2231,69.9662
103271,104.6811,81.5298,56.3793
215085,104.8105,79.7842,64.8901
222210,89.566,72.4018,57.1926
169357,105.3254,77.1623,51.3173
198854,93.2918,75.0873,67.0112
17601,111.1447,105.7207,78.0896
224140,106.7833,78.6226,54.4773
119146,98.3622,108.0496,89.6022
177228,84.7777,56.6532,36.0032
177509,113.0321,102.4776,88.7142
47637,91.7983,88.9207,115.6773
209374,117.7249,86.4729,61.7303
182559,85.7366,59.653,44.9709
199861,97.5917,62.7883,42.1026
223834,106.9637,96.8503,89.0904
215096,105.2679,79.7923,64.7846
201421,102.5216,78.1996,36.2772
202386,103.4594,76.2732,53.8248
181480,109.542,81.8346,42.5182
223949,121.049,75.7995,50.8817
212953,110.2882,105.5783,93.0672
123778,91.369,103.9043,83.826
116384,136.4241,128.1349,51.0968
103270,96.4603,74.337,51.5638
198763,81.9577,63.5521,59.5796
189814,104.6557,82.0389,56.4312
163533,108.4651,97.6011,46.8975
111666,104.1696,97.1783,72.3389
191922,77.4496,59.0726,49.9361
2892,108.4353,110.5664,74.8609
174404,110.2295,132.7622,146.0676
213494,75.7949,60.8779,52.4157
217291,96.8457,89.1858,81.4201
223948,86.2752,53.9989,36.4308
173817,107.6622,106.7819,85.9073
38771,113.8015,96.1135,55.8352
187189,103.1614,67.6544,49.1755
188510,,,
214218,105.2552,93.3123,57.9514
58036,104.7925,99.1868,77.9936
164850,112.8892,128.9822,112.5601
198145,86.1129,97.8758,79.8863
200300,82.9088,60.4216,39.7503
183845,,,
182484,72.7783,44.0349,31.6913
209373,94.6036,68.4223,49.1015
17192,92.6107,94.2807,108.5119
137978,108.7162,98.3741,97.9976
185699,89.838,41.0737,31.6768
177227,75.8627,51.6287,33.0562
58485,115.9561,105.5135,94.7668
182558,76.3714,54.2671,41.2054
133431,107.1074,100.5217,83.6148
213736,113.5651,97.8993,43.1762
171666,118.4102,99.7913,69.9234
9018,92.1765,86.0017,64.401
198144,112.3751,129.2014,104.9224
54622,119.7958,141.3072,195.8597
90335,103.819,109.9926,85.9862
57689,102.4567,106.0006,83.3163
196803,104.5407,86.6379,78.1913
73584,119.3191,109.1238,74.0672
191921,83.7531,64.7872,55.193
58352,112.782,101.3733,50.3036
209849,95.5584,91.4022,90.4609
39805,183.3741,169.8172,132.4827
215755,72.2167,55.4565,60.6723
4185,92.0315,85.7929,81.5727
116702,112.1004,113.0989,107.0406
190976,107.5301,108.6388,81.9974
102406,110.9195,97.2609,86.1959
103269,85.6531,65.8788,45.8886
186198,90.3743,65.0204,46.9515
132768,95.4563,87.7058,68.3873
193315,93.5925,55.9536,37.2277
190655,101.0007,82.5006,63.8626
142587,106.8531,93.6462,44.1092
106783,109.5983,124.679,120.6515
102511,100.7695,93.5764,79.8774
182557,61.8087,44.9112,34.3816
213532,90.4977,72.1268,48.841
190196,113.381,115.7136,91.6015
103242,107.4676,84.347,46.3165
82740,112.223,107.4366,96.8964
179515,99.8207,110.3673,46.4926
182483,61.949,38.9854,28.4035
193002,106.1928,85.7487,65.7548
184975,109.0608,97.3153,97.6035
136651,90.0413,87.1241,84.8675
182435,90.6241,89.5857,97.5331
73583,108.2935,96.3176,65.7365
222209,78.6517,68.4476,54.0556
199860,82.9488,56.0156,38.5416
205383,86.2382,77.0227,62.9199
142586,99.021,85.4525,40.5888
180309,94.1918,99.5933,74.5713
198081,110.1159,109.9129,81.8162
141589,96.9192,113.0491,119.7853
206983,99.5863,83.9733,75.2625
177226,81.8595,58.5197,38.2516
182556,51.5771,39.215,30.3249
204541,79.9045,57.564,47.4831
169356,84.362,62.4395,42.6372
55776,107.4315,79.6833,63.9575
146283,87.8472,77.7949,64.8504
116747,85.18,81.4178,63.8204
218063,79.3245,62.4435,50.016
169307,87.2245,64.9241,47.6225
163456,84.795,74.849,54.1115
191920,89.0707,70.2021,60.3667
103268,72.5536,56.4612,39.5994
6167,92.1327,96.1904,70.0742
146998,81.177,71.1172,69.5641
200359,81.8408,65.4633,45.4084
175571,88.7109,83.7665,79.17
177540,91.5383,79.9399,61.1007
213531,80.8525,65.7921,44.7511
204863,90.5698,76.8528,57.1016
213493,85.6606,72.3317,62.9862
162850,109.7211,117.0969,130.202
165261,108.5138,90.3934,76.633
209691,79.3799,70.9685,16.6821
183210,114.4011,74.8916,43.0468
193314,79.7679,49.0599,33.0564
141611,113.0445,107.9965,75.2339
34737,90.0098,89.8311,87.6217
33494,122.1843,118.9934,66.0715
215754,75.319,60.4634,66.6694
183172,113.7395,78.3661,30.9017
115719,105.5477,107.4263,84.9715
205404,78.4685,66.8104,46.5228
182482,42.1289,28.07,20.7258
190410,117.4659,106.4626,91.3247
199271,86.2719,73.1553,59.0505
208555,89.6214,63.5984,38.4511
39804,165.0413,140.1943,107.7194
41218,100.5326,69.1269,36.1366
209280,86.5533,61.4073,42.2946
108078,115.3712,105.5072,65.8736
223947,61.5858,41.8687,28.8012
11103,97.7396,99.6588,58.0046
31333,111.9853,116.8978,32.5974
41477,100.3421,105.5582,80.3982
109760,108.9619,130.9535,176.4884
7466,107.7831,94.9487,85.7913
124088,113.6612,119.2913,154.4969
31332,103.79,107.555,30.0933
53276,116.2466,105.4035,86.9285
116383,145.0597,114.4596,46.4203
172028,105.5433,97.7043,70.6977
191919,93.9227,75.2974,65.3057
194996,103.5505,84.878,56.4921
187623,110.1926,101.9443,84.345
55451,110.638,119.4601,112.0221
37427,85.1305,80.0956,75.8003
115718,115.8053,116.7701,91.9324
177225,85.2738,62.9726,41.5906
193359,113.7151,112.5294,83.7491
46568,121.0828,118.3068,73.299
110002,111.2185,119.2197,124.2815
24071,112.5993,111.7604,100.5413
184974,104.7843,93.3457,93.3359
195299,85.9182,92.3355,102.7326
133456,133.9726,121.1461,103.0038
2552,107.2407,115.2577,91.7021
169972,107.635,113.3299,120.6883
182979,101.5475,91.9363,66.7797
160018,117.1251,100.8801,74.3142
181368,107.1362,106.2486,94.048
125555,115.8537,115.6563,106.8629
203298,102.6461,92.2359,66.2649
204959,98.1904,85.6532,94.7212
200766,113.8329,111.9164,110.9004
221178,76.6085,68.2912,34.1699
224323,104.3328,96.052,71.7517
708,112.898,54.7235,22.3706
221008,101.8882,97.9473,116.3494
21161,110.937,98.0905,75.1361
139857,137.7953,149.3794,133.2276
171665,102.8454,84.7561,59.6736
81607,83.9832,88.0802,105.9509
76107,108.7546,117.9803,167.723
48416,105.6437,107.3568,115.5033
189638,112.9032,108.3803,61.87
33493,113.4677,107.0255,58.9732
192559,107.4259,97.4727,92.7498
43776,107.6728,97.1134,104.5662
54064,102.5858,94.3905,74.1783
38770,111.5742,85.8221,50.6786
31331,94.8003,97.3059,27.374
171074,115.2231,120.5689,125.8727
204540,80.9488,60.9124,51.0557
222208,86.1253,79.9142,63.0833
133455,110.1047,96.7289,81.9966
191918,99.524,80.8566,70.5259
46567,103.642,99.58,61.3445
36809,108.7905,117.1649,97.8219
15572,99.1298,95.8285,93.0047
198080,120.6719,115.9219,85.0707
198425,100.1884,97.1692,87.2374
208406,99.9144,64.5801,42.1626
54424,110.8852,132.3663,104.6158
176708,97.0597,82.4847,64.6939
223946,68.8643,52.3316,36.7911
165139,94.7909,93.845,79.617
58035,87.9497,86.4095,68.6343
9017,97.6177,93.8426,70.6438
79740,86.1967,70.754,62.7347
221177,83.2335,77.4285,38.7032
187622,98.4708,90.6022,74.8053
157758,107.2578,87.9795,59.2027
98490,103.4071,109.7317,76.8813
182555,97.5854,78.9355,61.953
176069,89.4593,102.3436,76.7313
225401,107.4982,112.6692,122.0296
200765,106.6384,103.4974,102.471
91334,105.9891,94.8464,71.6895
8419,84.3058,78.8971,51.372
197410,83.78,72.4984,62.4094
157864,61.956,66.3152,50.1945
38224,94.2905,82.2466,57.5966
31330,87.7532,89.2019,25.3235
213530,77.9774,67.1981,46.3887
182481,78.435,59.7205,45.6316
82894,92.0825,86.3219,64.0243
176707,85.2057,74.0867,58.2718
9016,87.4206,84.7738,63.9612
204539,85.6237,65.934,55.6577
223393,90.9888,81.0105,69.8644
181222,105.775,104.7929,98.8107
172203,91.7309,96.9406,109.6415
195362,86.0278,78.5761,73.7087
210331,82.6895,63.8573,44.6087
154248,104.0744,103.3964,87.4773
193725,88.4537,87.0738,83.8946
187171,86.9733,80.2065,73.9176
209871,94.9445,95.0992,100.7919
214383,86.9245,77.1201,57.6424
174269,78.3196,84.1114,88.1706
199859,76.0577,57.4551,40.3605
223945,71.0692,56.4919,40.0982
103241,93.8618,72.168,40.6783
55190,88.1438,83.469,69.6729
103840,84.7416,80.4528,81.5264
205382,86.115,80.2343,65.9681
165138,84.3549,84.6385,71.7507
79739,71.1462,60.3549,53.9305
187188,77.7096,56.9103,43.6138
24070,94.3603,93.617,83.6867
15290,88.9589,89.3333,87.5739
149217,84.0624,80.5653,84.8955
19270,124.1897,83.1185,42.3739
178404,85.1858,81.3806,67.3394
183844,,,
148548,99.0104,98.567,103.0149
223833,89.295,82.4308,76.6866
185698,62.9442,38.4776,31.4278
171664,86.6258,73.5183,52.0723
202663,85.3258,80.7265,26.8984
204184,82.1219,68.1003,51.5821
194175,88.5533,76.9622,68.6038
206510,78.9431,72.6237,58.2592
181335,94.2634,75.6038,64.5729
201600,91.2012,63.2026,40.1024
130148,86.9227,80.355,68.0977
220594,88.2794,68.7462,48.9497
211749,87.0906,86.0157,68.3667
38717,98.9995,96.3147,88.6863
209870,84.0866,85.4543,90.6348
215835,108.0692,112.0724,125.1103
213529,81.9622,71.6024,49.9829
205074,90.982,82.4194,75.1698
184278,99.6451,86.5641,81.2248
189637,87.5894,86.3286,49.468
94070,87.9588,91.2769,95.4609
181424,90.6456,80.3202,65.277
206841,88.5892,70.8787,52.7478
185697,67.3859,44.0576,36.2404
190049,92.426,96.3561,90.463
58351,94.2324,80.141,40.7162
189813,92.1172,72.5267,51.728
211762,89.237,92.8206,78.8217
73016,85.2798,70.4138,60.8766
199858,81.4329,63.8318,45.0546
183285,103.6019,88.6888,60.7156
209372,86.3904,68.161,51.5931
156716,90.8782,99.2308,123.7989
187187,80.8341,61.229,47.3944
179939,98.9247,86.7257,59.7575
220627,88.6261,81.5019,75.4865
209131,91.2956,97.2963,96.6256
204200,82.9688,61.9248,45.0459
4091,91.6693,92.717,80.9012
85259,86.6687,94.9581,64.4192
46718,84.1579,59.6715,43.4805
202554,89.1852,83.802,67.2864
110976,116.1727,120.2791,83.1312
181479,85.8729,69.1635,37.6299
209279,84.313,66.4187,47.3198
36808,96.7684,102.692,85.1523
85927,92.6852,92.524,104.5425
183843,,,
199808,84.9359,60.8665,43.9857
22918,87.5548,82.5822,83.9887
79218,83.9024,81.2907,110.3238
182480,83.7584,65.9525,50.7841
111239,99.6713,87.4938,66.0841
220219,91.8845,76.8774,59.2267
177224,80.606,64.685,43.5946
214851,89.8924,82.3411,72.4911
209365,89.9358,78.7858,65.9143
209690,88.5187,86.3843,20.5028
195361,86.0278,78.5761,73.7087
213735,91.7805,80.695,36.4862
221176,84.835,84.8533,41.9888
210330,86.226,68.4752,48.0195
182616,86.9805,58.4617,36.9223
208405,95.8399,59.4874,40.9311
41476,88.9439,100.3827,74.51
116746,93.0758,91.6163,72.1705
213824,107.9304,103.3867,86.0739
178905,90.8947,86.8539,75.4016
60955,93.0226,90.5251,72.386
194995,90.0083,78.8579,52.6136
179514,81.0954,102.5348,40.9271
177539,89.0886,80.7535,62.0484
185274,99.1707,104.3704,118.5662
182008,92.2876,83.1781,80.3047
148547,109.7197,108.0909,112.7876
110001,93.4893,100.5414,102.9013
151341,102.9672,83.8434,78.9187
224163,106.092,117.5412,80.5868
107800,106.3689,91.7592,51.8713
25691,88.5255,76.0383,55.9497
33492,113.7656,99.8438,54.1971
213734,99.152,87.1498,39.4109
208404,107.3002,65.1068,45.9324
103240,99.8198,76.9187,44.0153
146336,105.6883,104.0227,92.7398
108077,103.4958,91.1072,55.9738
216362,82.5133,84.2212,87.3854
201653,98.8654,99.2162,99.6237
128426,102.1551,92.4809,76.4349
186152,102.9967,76.5702,51.9021
151418,84.5034,76.3352,48.2116
31287,78.8177,77.5593,72.4156
57688,91.5777,105.3811,79.6133
179513,96.2829,120.3079,46.6106
179865,95.9799,83.6853,70.541
81851,86.784,100.966,106.6494
182670,100.4864,94.8417,88.5779
182615,90.584,63.366,40.4479
171714,89.2248,100.0247,84.2666
25690,79.541,69.6141,51.2964
182007,101.5826,93.6537,90.3563
189763,96.0106,70.3783,45.2347
177526,99.575,91.7109,76.5093
24069,91.6869,92.8078,82.3304
209278,89.1522,72.9764,52.5303
206982,84.7841,82.2437,74.8977
184430,100.4041,95.441,85.117
7465,95.6197,86.5929,80.1134
209689,95.8948,95.4474,22.4798
179755,101.6058,96.1928,93.7544
6657,138.5352,139.5111,131.1909
179328,113.7352,92.361,78.2899
46717,101.8017,72.6773,53.7576
212952,102.8581,97.9173,86.1623
195360,98.0149,91.775,85.7907
172163,110.3657,121.8449,112.8323
188753,104.3387,107.2957,107.2957
142874,100.8781,97.1191,127.8543
208430,106.3906,96.3268,88.8186
75811,90.8326,90.0948,75.5156
103267,98.1941,82.106,58.5182
189812,98.6021,78.2638,56.3599
190205,102.3513,96.2399,87.2125
136650,84.4278,92.0348,87.84
193358,102.5404,100.6555,73.3279
225951,93.5117,92.9176,98.0539
41216,112.0721,65.8813,35.8697
183284,89.7569,79.4431,54.2369
19269,127.221,72.2845,37.252
2689,107.9908,104.6621,73.2095
194994,97.1106,88.9327,59.2303
31286,71.5774,71.8303,67.1246
205073,99.3443,92.0138,84.2065
194132,93.8911,52.149,32.8565
185696,67.7766,51.4574,42.8837
143379,100.1367,116.2493,92.8972
145500,97.3139,100.4633,106.7173
38769,93.3496,72.4033,43.5033
89253,100.1642,88.6593,77.0555
142873,112.2199,107.8976,142.4449
183209,94.5295,64.4842,39.3563
188507,,,
188508,,,
198795,89.5371,87.7898,75.8471
194993,85.7739,79.3788,52.7566
4848,107.1246,142.4458,63.6568
140253,109.075,102.3269,91.2431
187149,88.1998,80.3815,71.5079
182614,78.6001,56.1229,35.9663
202662,88.2059,85.8356,28.2828
101761,83.6127,78.8651,69.0543
189811,89.7925,71.4592,51.5605
8546,92.1939,99.0371,117.4399
209531,100.1336,103.0197,111.5174
8985,85.6361,75.2576,62.2781
25689,89.0709,79.824,58.9523
169306,87.8562,72.7558,55.3431
181274,94.0465,109.7594,96.1105
183171,85.8757,56.2092,25.4362
60954,90.2056,90.7092,72.544
198853,86.1747,85.4444,77.241
62818,83.0044,86.1046,83.1709
218062,87.4735,79.962,65.3282
79217,85.33,88.7926,122.0111
194992,76.4068,71.6688,47.554
165260,85.6984,79.2383,69.7822
193313,69.8284,60.8193,44.1532
215084,85.664,77.9878,66.1157
206591,83.2815,72.2393,61.1204
69997,91.8059,88.8601,75.7644
191917,78.0693,73.8663,64.6213
199857,79.4574,68.5432,48.6698
211761,93.4924,99.5567,83.8802
220593,95.7402,73.5405,52.9295
11344,89.9294,96.0972,82.7559
144882,84.0968,83.3373,73.3805
183208,84.3461,57.5483,35.2173
215753,84.5767,83.2759,92.1057
181458,87.3779,76.9556,60.9958
185695,73.7076,58.8743,49.2186
169355,86.3866,69.895,49.9932
182554,81.2025,73.0839,58.0947
177223,78.8366,69.8233,46.9358
85258,85.4953,104.3792,68.4324
148837,89.8339,90.9826,85.3199
26550,88.5824,85.4334,72.5015
151417,63.9864,63.1791,40.6156
171663,78.2936,72.2394,51.9815
206076,86.4972,91.3017,72.7537
181423,89.5056,80.55,65.8355
221175,81.0403,91.5238,42.9303
215095,80.9578,72.3247,61.1242
204183,86.0204,76.5189,58.3402
204958,89.4387,88.9565,98.3805
222207,82.5468,89.8654,67.8349
209277,73.2409,62.9,45.512
111238,85.7283,77.7884,60.552
186151,80.2889,61.1933,41.6011
138118,84.1573,74.1032,64.5186
183842,,,
209688,86.1185,86.9535,20.227
181415,79.7372,68.8997,54.5524
213733,83.5562,73.9521,33.3269
215114,81.0841,76.0396,63.4332
5176,90.1474,87.3234,79.9219
210329,81.8866,69.9435,49.0873
157863,90.9798,106.6366,81.5821
178904,88.7258,86.6268,75.0546
186197,79.8729,69.3527,52.3959
182479,81.5787,69.9206,54.6135
199789,82.871,66.0923,49.0657
179839,78.4847,80.8599,64.8228
79738,91.2496,83.0259,75.8903
176706,78.8814,79.2069,62.0245
208554,76.3929,67.8407,42.7263
222051,80.9429,82.2156,80.5121
184487,76.394,59.0453,30.9871
195359,85.6901,81.6891,75.8511
187186,78.4009,65.4667,51.8601
27879,106.6639,104.5048,86.656
183145,86.7976,82.1987,65.88
182613,70.655,51.6412,33.2299
189810,80.8465,65.0498,46.9691
213492,83.41,84.6765,74.2722
223944,83.259,71.6442,51.9634
183283,77.5741,71.6781,48.75
214593,81.7717,70.5378,53.579
199922,84.2592,67.7698,56.0189
185995,82.4742,72.6409,49.9684
195337,91.3559,84.4389,68.8454
177538,86.0824,81.7619,62.7621
149658,81.5618,68.8094,89.6886
206601,85.4065,78.189,67.5564
206840,84.4806,70.9833,53.311
95001,95.3941,127.3312,98.3206
168735,93.2292,105.7629,89.4672
179864,84.015,75.6439,63.7289
193001,87.3511,76.6117,60.5929
199807,78.9527,61.4564,45.1366
81850,90.5647,107.1855,113.2726
120506,85.2654,90.3609,114.1508
200357,80.709,81.7399,57.5431
189762,78.5479,58.1697,37.8586
213732,96.7176,86.387,38.9551
194130,86.522,49.1688,31.6048
184486,86.024,69.6532,36.7969
220030,83.0343,81.0745,56.8042
21160,84.068,84.8846,64.235
79327,101.3943,116.0103,137.9108
182612,91.324,70.1023,45.5849
208553,82.2608,74.7587,47.0287
9976,108.4808,109.8043,115.4796
193925,105.7836,125.1682,140.574
199856,88.4191,77.662,55.2405
202385,87.7296,74.1367,56.3583
31329,110.6472,92.3145,28.9055
215113,92.5259,88.0915,73.5782
177222,88.5627,80.2235,53.8137
185694,76.2543,63.7525,53.3741
199413,75.7078,62.3048,47.373
221100,107.2443,79.8739,50.5717
209276,83.3424,73.5067,53.396
172083,107.6583,110.7062,77.7642
198762,86.9164,80.109,78.3563
188407,93.9943,116.9377,82.7348
183841,,,
38716,91.3119,100.2706,89.5991
15736,121.634,225.161,261.9845
109116,113.5948,120.1055,89.5329
21159,90.5898,92.1555,69.6599
115208,97.2177,104.2921,40.0144
2551,96.1944,112.3423,87.4523
15240,89.9685,88.9808,80.4375
115717,91.1653,96.759,73.8953
31328,124.6028,98.7881,31.4047
98489,95.5924,106.677,74.7408
60953,93.9637,94.2708,76.0307
62817,95.7921,99.8566,96.9488
201599,74.9329,62.605,41.1265
25688,85.6757,79.0816,58.5516
179512,122.711,137.3942,49.6445
190409,93.8894,79.0807,75.0874
172812,96.6932,107.3018,41.6895
201351,89.2262,90.3618,72.2767
143378,94.3847,109.8588,87.4385
150946,111.1026,117.3269,113.8577
223907,91.751,128.9434,99.4027
165259,93.2142,86.4084,77.1938
6540,86.2422,87.2198,71.2191
79216,94.2069,99.5543,137.5358
91796,84.6571,95.1052,81.971
148836,100.4924,101.6881,94.7343
206256,81.7978,60.7617,34.0427
7464,92.9895,85.912,81.1418
194991,85.5532,82.9616,55.1552
127631,95.9912,125.0829,152.9809
94190,91.3802,100.6687,111.7428
37408,110.8792,92.1399,74.0576
128901,100.9854,125.7175,151.9579
193312,87.1086,80.0772,59.3107
221099,104.4818,75.3424,48.3896
127630,109.2643,143.9689,174.9592
179511,146.6901,158.8404,56.3723
183840,,,
178106,110.0037,105.0741,117.8235
183282,89.5753,87.4193,58.8088
201706,95.6346,105.2011,127.4254
707,41.2182,34.1164,19.1955
193761,89.4131,92.6069,86.3485
179938,76.3876,85.2064,56.9078
191916,90.1554,90.5704,78.3693
71598,86.0462,62.013,27.7256
191864,120.541,100.4659,66.1251
104635,111.2965,94.1712,85.2816
206255,87.2775,66.4328,37.3754
107799,96.1795,78.4445,45.5132
79737,100.9283,92.2796,84.3005
208552,92.219,86.412,54.1447
176705,88.7012,95.3538,73.9777
38767,92.4043,70.6401,42.9182
186150,96.0521,75.5718,51.137
199412,88.2717,75.2389,57.7992
222206,95.0057,111.9781,81.1805
109115,106.5246,110.4568,82.4048
174268,90.1774,117.6955,112.9322
132943,120.7547,114.4036,91.7529
202067,92.8993,93.5922,61.8872
19268,106.905,58.4086,30.9395
142585,108.5126,90.5611,41.7976
45106,108.0155,112.2207,116.9691
179510,136.4385,140.0897,48.6622
46715,86.5052,69.6929,54.4598
62816,111.0369,111.6892,110.1421
109114,117.9798,120.5967,90.1861
79736,111.8846,101.7055,92.7767
206945,92.2478,94.6282,96.7454
123777,123.6858,137.9328,93.5576
83241,91.0539,107.7859,120.0524
194990,96.0738,95.6308,63.461
15735,120.6802,214.523,237.816
31790,110.9865,99.465,84.3024
213731,110.1069,95.2172,42.8251
117990,110.5947,116.5038,127.9684
153308,93.9547,108.9251,101.847
205703,104.5116,110.2155,96.0886
192558,89.5791,93.1579,87.6951
151416,95.0061,94.4412,62.2649
157757,95.4424,85.4614,57.3412
36353,120.6964,133.8964,85.9199
46714,92.1635,75.3535,59.5959
178903,107.0083,105.3618,90.7286
96868,113.9485,123.9091,115.163
74345,114.7364,116.5605,97.778
209324,118.779,125.7942,94.5432
183839,,,
139315,86.508,92.1806,71.9521
201598,79.6233,71.9769,48.0498
15734,143.7127,250.0439,271.0174
55450,92.7657,113.8281,98.1207
207,96.1575,91.1271,56.9701
38766,103.6839,78.126,47.7435
193843,111.8417,127.3028,124.4963
179509,128.1227,126.1782,43.1277
9015,97.726,94.742,74.7886
55184,87.0926,83.4731,61.5119
106296,118.7151,144.3758,136.8466
169562,92.1616,85.8485,91.5923
209869,107.9705,111.7551,117.5113
139116,111.4971,109.505,102.5285
116701,112.0852,115.1223,104.9378
202661,116.594,103.3896,34.0974
75810,97.5122,94.3518,78.899
221174,100.7935,121.3211,51.9145
31327,131.6804,72.4713,26.9971
15733,168.1997,281.7209,296.8815
41475,110.2773,135.0914,91.6897
223943,112.3558,94.2019,68.3601
137650,91.6356,38.183,38.4792
183838,,,
147361,,,
17644,129.9141,111.9346,89.7983
123776,118.0046,127.1876,84.9336
109092,102.1908,99.4423,124.8978
123775,112.1273,118.3238,78.6788
171662,108.6894,94.8911,71.034
36807,107.8372,101.7377,84.6501
157756,84.1688,80.5797,54.1373
4847,119.3505,155.1132,58.3311
204538,100.4838,83.4865,73.5753
59905,105.4126,86.5095,72.2757
73581,121.0599,83.2996,65.5079
17643,125.7314,104.4823,82.8748
107798,123.4714,88.7501,52.0922
58350,116.1009,77.7562,43.0609
19267,71.0724,43.9477,24.2847
108018,117.5328,125.5931,103.9402
11102,115.0344,116.6521,62.4243
165258,110.3397,93.0394,89.2864
15732,151.7035,240.4363,243.933
223942,101.1804,84.4119,61.1636
135411,121.9162,117.4329,101.0365
172082,111.0931,101.8039,73.135
2550,114.5697,119.2454,94.5914
201486,108.2522,104.7273,94.3472
132218,114.847,102.551,96.6904
119145,115.9386,92.6625,83.5647
34908,105.6505,101.5549,96.3067
177537,104.9673,95.9915,74.5056
81606,110.0241,105.4276,129.8078
142584,107.089,84.1649,38.6926
209687,117.2438,90.3941,22.7402
202660,105.247,86.3067,29.6
38765,100.2933,73.8501,45.8316
198232,109.8509,104.8713,85.5776
221173,107.6029,128.6271,53.728
172027,105.2978,97.3374,73.9494
223906,125.1897,167.6489,115.8362
138524,87.3264,81.5933,80.6047
205381,105.9981,100.6352,79.9539
89252,109.4692,89.1939,79.1047
31326,119.6922,55.0041,23.5729
167144,109.5024,111.7634,130.9494
19964,90.5067,93.6352,108.1281
179508,111.9209,104.6942,34.9318
150270,92.7152,89.8831,82.7074
188406,114.6578,141.3637,90.1081
218061,101.5484,97.6487,78.7841
140759,110.4123,105.5249,73.113
126440,84.4962,87.6078,77.9421
144881,105.5863,108.7125,92.5394
137649,56.8052,31.5452,33.0888
154182,111.0292,117.8361,128.4864
200355,108.9598,109.6173,75.3118
183837,,,
225364,93.6837,91.3308,96.5097
11451,122.6402,140.1652,80.6779
177221,102.7635,96.0292,63.0892
50019,104.6203,102.6299,96.353
91795,109.4027,112.2364,99.4746
151340,100.9053,79.4932,82.8904
33491,97.9206,75.9241,45.6649
85257,108.0478,130.1504,79.7854
223438,125.3682,126.7205,84.7814
31325,106.065,45.9974,20.6468
19266,73.0494,49.0541,27.744
209530,93.2061,116.1596,122.4684
189636,111.6906,100.1403,58.849
45186,102.1948,108.2454,101.8992
197349,112.1175,99.9012,63.5362
46713,77.7243,67.4731,55.7673
145086,105.1829,104.7359,98.2813
194129,80.9004,52.2453,36.5112
181975,102.6021,84.9288,59.6771
95000,108.7062,135.3847,97.661
6166,111.0472,105.9605,73.3854
224162,120.9168,106.8685,69.855
143846,92.6659,95.2085,94.2142
174403,106.5997,129.9224,120.3033
37600,106.7989,103.3848,100.6583
184484,86.5195,78.6597,41.9006
179483,101.0444,90.7547,72.5846
157755,87.8872,89.3548,59.987
223941,87.4685,77.0984,55.9668
220300,102.6675,90.6565,83.8436
25947,94.3691,80.5053,66.1272
73580,110.1449,69.2672,56.6065
186415,86.8353,80.9415,67.7406
79326,111.979,118.5518,142.2075
4846,108.835,144.3815,50.755
177876,102.0979,99.7492,86.2237
134819,90.098,74.4735,59.8639
186149,82.209,71.7741,47.6156
225263,113.9624,115.4451,74.7054
21696,94.3245,98.6418,99.4935
27006,106.7589,96.3876,107.5882
220293,108.583,106.4272,93.5175
176068,115.3448,130.2675,85.797
209371,91.6196,78.1627,63.0716
193279,49.782,43.8505,40.1659
79421,90.0621,73.8272,37.4828
71570,67.2481,68.8543,70.3539
98488,104.5334,100.519,75.667
221172,91.1585,111.825,45.5127
19265,73.8896,53.2013,30.3796
216406,89.6399,79.0814,80.1015
194128,86.0656,56.6359,39.9623
17304,99.8472,98.846,79.5551
71597,82.4649,66.9438,30.4326
200764,103.9369,100.7459,97.0489
167143,92.0712,93.9755,110.4095
187185,92.2707,82.9486,69.8234
108043,105.279,106.4282,98.5791
137406,105.7687,97.5328,129.4605
99466,106.9536,95.3368,76.2189
163532,86.0662,58.6538,38.3629
128900,110.9137,139.3258,160.8007
46566,100.0033,100.4087,61.0744
208403,103.737,46.0027,43.3294
201928,88.4731,90.6887,85.1082
222764,106.6536,92.162,49.1035
195239,88.5872,81.4387,81.7295
92970,80.5561,75.2378,84.6962
183207,81.3747,61.3077,39.2894
54621,124.0849,152.4344,169.886
19264,62.6681,47.9275,27.6017
76854,83.8368,85.6876,75.3999
75286,107.993,112.6304,105.0668
31324,96.9222,40.7223,19.9584
186148,88.5435,79.3253,52.5424
25946,101.4922,87.192,71.9564
200763,95.65,93.3913,89.8701
213377,106.4411,111.4426,136.0106
17303,91.2484,91.2117,73.5011
50845,104.0834,94.7402,87.58
214217,92.6989,69.3409,52.3571
11450,103.2601,119.9911,66.6802
215834,94.1488,98.5155,111.7173
165687,90.131,92.0197,93.8568
45185,88.4318,95.4948,89.3589
83398,66.2123,60.6044,56.8529
111665,109.5645,88.7478,67.6785
152442,106.6142,98.1149,90.3235
165527,123.0734,166.2304,180.9261
33490,82.834,66.1004,41.1759
151276,90.7325,84.1872,79.3283
223720,107.3155,106.0305,104.0049
57463,105.4033,116.3401,97.6818
145107,129.6453,119.7045,105.4186
56016,109.2468,114.0755,125.2133
185247,102.5368,71.4478,79.1439
166355,101.9565,98.1376,86.4967
208402,87.7139,39.1563,37.5618
163531,92.3423,62.8404,42.0478
151339,87.2952,71.8115,76.4447
17642,88.0709,82.3602,64.0092
