USID,LatestCloseAsPercentOf10DayAverage,LatestCloseAsPercentOf10WeekAverage,LatestCloseAsPercentOf200DayAverage
203229,94.3206,93.7772,94.4728
70014,110.9026,112.0336,96.5781
108022,104.4932,95.3514,67.2714
207524,105.2768,105.574,112.2377
206088,104.4568,97.5816,117.4779
102798,92.2359,88.846,92.3918
103159,114.7221,126.4715,127.8647
103302,91.3846,79.7614,83.7853
103585,92.0175,85.9954,86.8712
213378,93.0811,94.7908,90.9259
91348,100.5777,78.5744,80.0229
103617,101.922,90.5176,93.8708
213372,91.7405,88.2363,94.7349
76120,112.7305,95.5274,95.4352
213056,88.8015,83.4091,74.2656
123810,103.9636,82.0899,76.1705
119121,113.1378,89.5835,84.4377
9036,105.0735,97.0653,69.5175
121407,114.6465,102.865,72.5754
76086,111.6299,117.0545,136.6361
121217,120.2265,125.1647,154.1838
212929,118.8497,110.4714,82.8042
212815,102.0954,89.6532,65.9724
76075,104.8066,89.2125,81.4798
212794,118.9152,102.2652,89.1628
107888,107.6846,95.2802,86.623
119170,115.4747,91.7909,94.9679
220774,122.2367,122.3662,108.968
83255,111.9612,95.0138,98.1823
39850,121.8905,113.6268,104.7899
59740,94.82,95.6877,82.1324
172165,109.4002,111.2701,98.5333
172223,112.2933,113.2841,185.8106
192450,94.7712,88.643,93.7486
172836,110.7011,91.0524,88.4588
173244,125.2719,111.6624,108.972
191964,112.3275,114.8945,137.8469
173834,112.1115,100.7331,102.0687
173902,112.0472,92.6649,75.2669
173917,106.2875,97.2668,111.1306
174281,109.1234,91.924,91.3078
190991,99.8419,82.8792,73.1195
85284,126.7855,105.1991,115.7473
174422,120.168,104.2261,108.5384
174665,123.0448,101.0779,97.8919
19142,110.4101,125.2436,195.8915
59464,124.6129,107.7568,78.4325
172046,119.5916,81.4514,105.5036
27070,111.9403,93.3879,113.127
171695,118.5212,120.6897,130.9957
60163,101.1928,77.4857,105.0002
194051,108.7196,106.21,117.7202
194022,108.4704,109.7945,114.272
167857,94.8389,91.594,80.6901
168746,119.5709,79.9568,70.3283
59910,98.9643,85.586,47.6709
203016,109.7447,99.1617,91.7194
169368,103.9709,112.9511,146.2111
169977,110.2391,119.4966,136.9161
731,110.8956,104.8733,65.9527
170545,116.9243,98.5559,109.6399
171081,112.9877,102.843,102.7072
171591,130.4856,142.2443,161.8285
59890,112.2412,125.0271,147.006
18498,107.789,114.1543,136.769
224594,108.475,100.8049,95.3849
224798,104.2396,92.7758,86.8797
166380,122.6916,119.3225,124.9694
24967,112.2129,133.5258,136.8519
24581,120.7257,121.509,120.3675
180871,113.1654,103.4319,87.6253
185984,104.5153,102.2685,109.6584
57705,113.8586,103.1868,87.5994
24082,89.2604,75.1607,39.8985
181673,101.7117,88.6716,55.096
181994,109.9267,106.4544,74.7957
182291,109.4353,101.9866,101.249
182331,110.7389,101.9982,97.2242
56976,107.1011,78.9695,72.3715
184291,113.5057,108.2696,150.8897
184265,107.4958,96.4324,101.221
22642,91.4329,77.3648,88.8658
183159,103.518,94.8022,96.7835
183298,115.1705,119.8423,115.7578
24832,127.1365,121.4603,128.5716
180243,117.4527,114.2606,130.3753
190345,103.86,77.5027,81.7746
179733,120.5137,97.2588,85.6921
190317,112.5707,115.1687,96.572
220225,106.0972,93.4582,93.6858
58387,108.3619,91.8721,77.6629
189343,111.3738,110.6248,118.9969
177315,106.4399,98.4044,105.9099
26116,112.7617,123.966,130.9047
177501,102.8183,103.3378,112.6481
178005,97.9269,100.9828,114.3338
386,118.9349,107.2759,105.9305
178408,112.8324,103.1899,89.9959
178970,109.5913,113.5941,115.5067
188030,111.2161,109.0679,107.7104
225312,112.6791,110.2221,102.7995
58052,98.9298,97.6778,99.0877
186448,114.4485,105.8181,108.7796
85384,114.3536,100.9456,81.9741
169318,106.2395,112.7229,149.5198
194201,105.6911,109.0971,66.7297
201204,114.8299,106.1553,98.7961
143435,103.9876,82.3846,70.6043
143800,113.3228,114.8363,115.0354
12145,100.7579,73.5887,63.3752
200772,92.7632,86.91,71.9711
95037,121.1849,97.1651,69.8667
218294,109.2094,109.3201,94.9444
145095,117.4524,122.9836,150.3196
64723,116.4702,96.6341,118.8523
4328,111.4338,121.9646,182.4657
145526,126.384,126.4237,146.3878
146643,84.6536,83.5737,70.3029
63694,120.1946,100.6877,97.8502
199538,103.5744,100.5717,101.9807
62896,109.0878,94.6838,72.53
151444,112.1894,88.1838,105.0331
143399,58.3054,33.4335,37.2939
142624,115.4636,122.6309,123.0145
34664,110.3104,99.9959,89.9667
201373,108.4165,103.8921,97.0765
136147,113.7273,122.945,138.1812
136405,109.2771,108.8069,105.1679
202697,104.0407,102.1771,157.9786
136672,98.6531,93.8276,121.7333
137409,110.0895,108.663,104.2788
137520,109.1193,107.144,114.8628
137672,112.2108,102.4718,159.1194
66670,111.7616,107.1094,116.1783
137992,85.0622,74.214,89.9778
38866,104.8225,106.47,116.5371
38733,89.2565,77.1839,66.1683
201914,94.602,94.5272,96.1424
140065,112.2625,93.1131,91.4803
88202,118.9616,111.5837,130.9461
140343,123.5184,139.7228,184.2535
151936,111.2147,101.7261,106.0263
36374,112.0567,93.4257,72.4332
163259,110.0235,112.3872,142.8804
164273,115.6716,119.37,126.3244
224061,106.0615,103.4694,115.3061
161672,123.5876,100.0598,136.232
17253,109.4822,109.781,134.7526
195346,107.2546,96.5304,95.0925
153358,112.8343,105.0348,141.0852
195242,90.4621,87.3896,88.3807
164858,127.4373,99.6799,67.4771
158763,115.6254,112.0165,123.8713
194874,103.3978,99.1415,110.6819
218978,99.6016,96.5137,104.3202
32526,104.9627,97.0786,51.5294
17735,106.7538,104.1486,81.1317
165849,112.953,109.0253,132.8133
60881,112.1109,109.7325,120.3191
33655,122.1847,129.5125,164.849
36825,111.703,111.6762,130.8374
197023,116.577,124.4959,128.6843
60974,107.7269,97.4871,87.048
197355,108.5534,93.7938,97.4289
157900,136.4234,115.5319,108.8393
61550,116.204,106.8945,114.2278
55465,107.2386,94.2642,103.2589
16682,93.6313,82.714,79.7609
196910,87.4802,81.9343,83.1701
48126,87.4777,82.718,92.9462
184713,97.5972,93.7661,113.1707
11112,101.9567,84.9771,71.6976
55786,122.807,110.1124,95.9948
103127,126.4926,208.8771,298.6622
209753,88.4262,81.7797,125.3937
185602,108.1935,113.5081,94.6072
167856,76.764,74.9486,66.2399
184248,111.916,123.4908,158.493
72183,114.5876,114.4088,125.9131
183601,66.9236,39.9951,36.851
48427,88.4017,77.0649,66.0391
174664,117.236,93.7522,91.1156
21873,118.3174,112.5725,129.322
225842,53.9416,41.7875,36.2609
173783,116.5542,116.1797,141.2751
143398,42.9325,27.5823,31.1208
385,111.4458,99.0234,97.5137
47325,114.5374,100.1213,113.8354
196855,111.5021,108.5005,114.5512
205368,86.4917,71.0232,58.9555
179355,105.7851,102.685,89.0658
109157,109.5499,72.7524,60.5342
195251,77.621,73.9876,68.5996
144555,91.2631,87.2203,86.318
66550,94.616,96.736,146.5661
156725,82.0196,72.7878,74.4226
109423,129.8848,74.4063,67.3852
24580,112.3641,110.7363,109.4497
190344,112.7267,83.6943,88.8763
38732,80.8244,70.3655,60.6927
190912,62.6227,56.9807,60.8418
225954,81.5427,74.3337,76.1996
85283,107.389,87.8019,96.9258
219126,98.3139,86.272,97.9957
110467,114.5308,100.3277,88.4212
164857,100.4885,76.749,52.809
222590,115.6033,114.6939,105.6631
156247,119.0791,101.2676,49.9307
214231,96.1171,61.3236,43.8103
171590,115.1011,120.0053,134.7892
173243,108.5791,94.0529,91.7047
145525,118.6633,115.4432,130.7562
109422,120.6294,66.5406,60.7522
203380,109.2624,102.7171,112.4983
98505,101.1345,94.263,97.2549
140342,108.7555,120.5006,157.5883
157899,117.73,92.8768,87.6098
88904,65.0273,48.51,64.77
143397,44.1522,31.5557,36.0088
164557,113.6913,113.5646,155.6858
195396,92.0481,86.4626,98.4843
110027,112.7142,64.2384,35.8144
161671,106.2642,84.1168,115.2375
175589,99.7799,87.128,99.1118
209752,73.7226,70.7831,109.1564
66549,107.3135,111.234,169.0203
91810,110.0808,95.7371,79.9984
184712,107.3374,103.1893,125.1789
59463,111.1622,92.495,66.8906
116731,107.0985,87.8545,122.9532
90344,88.7189,75.7569,73.0621
151531,117.2747,115.5356,138.5132
116681,87.4056,73.3529,93.3821
202425,97.3451,75.8739,50.9925
46601,94.8218,60.1109,59.5755
152465,107.2623,102.8421,125.6761
3294,111.769,106.1612,152.8774
119169,98.831,79.3695,82.3665
198332,118.5795,106.2131,97.1041
222255,107.5005,101.0364,96.214
206810,104.3365,106.0784,114.9942
103126,154.9407,242.8917,341.4993
220773,104.3246,101.8476,90.5427
137112,105.9766,106.9628,126.5194
166379,107.401,103.0951,107.3641
136671,90.2362,88.1341,115.5948
51249,87.9121,80.0349,76.8252
170544,103.4073,86.5701,97.0277
183600,54.9771,36.206,33.704
168638,97.6347,93.801,130.1234
110241,106.2065,111.2658,128.5101
81872,95.9486,83.9688,94.5474
187061,106.5649,102.3624,88.1973
225953,72.8974,67.9252,69.8719
116121,86.0968,84.1067,94.1605
145524,103.9017,100.9622,113.2024
135414,89.4104,89.2394,56.9042
103125,152.4686,222.5574,305.9944
132926,78.8632,72.6088,82.7908
185303,83.0944,79.3607,103.1489
115740,105.1183,107.4561,96.0429
160032,99.1791,111.1976,156.8449
51248,80.1685,73.9785,71.3199
153316,80.0277,67.4463,71.5094
145094,93.9955,97.5313,119.7407
52847,84.4658,82.2825,93.1212
22260,94.2806,94.7926,117.0549
88903,52.9595,41.0993,55.4288
222254,99.3765,93.0637,89.1057
27069,92.805,77.8593,95.6264
59909,92.7374,80.0354,45.4044
173242,99.1476,85.3235,83.2282
193940,78.9344,71.1872,90.5605
180870,104.3967,91.7706,78.6476
96102,105.9048,106.5301,110.7886
151255,109.9408,105.7878,101.3714
151278,109.2077,112.4277,131.636
223026,105.8448,112.0064,120.9551
113107,108.2137,96.7314,154.0362
115673,106.5198,106.2451,115.3269
91927,96.8442,87.0596,102.0447
98417,106.7625,102.939,79.9195
222589,107.6923,105.6685,96.8931
199939,92.3405,91.1008,97.8932
106892,108.3597,110.5964,150.4354
156246,106.4113,90.0984,44.109
189654,106.0056,97.2775,92.4711
201587,99.9918,97.6565,103.3793
92974,106.4787,99.1898,118.7095
141592,100.0416,83.2562,80.8213
130174,83.1814,84.3335,106.696
140341,100.9788,111.7329,145.6068
205743,103.2587,86.2664,77.7685
11463,106.4044,112.8268,137.7082
134743,115.4139,102.6834,101.4812
156724,69.9797,65.759,67.7991
78,106.2794,105.7953,134.7923
171589,107.7686,111.3305,124.4679
194187,86.1135,89.3836,87.8815
214230,82.4405,55.7264,39.9837
100780,84.0861,82.72,91.9027
170543,94.3912,79.7363,89.7297
192448,88.8952,86.9558,115.2424
174421,100.2078,84.8053,88.2093
103616,93.7149,86.1033,89.3473
24605,101.0611,125.7508,147.8357
204553,83.4354,82.8419,89.7036
223126,66.7107,71.4902,84.7693
164272,102.8058,102.7368,108.9924
202424,86.2193,68.7138,46.384
138137,83.2319,78.4918,100.1574
76119,96.8168,81.6323,83.0061
173833,100.2952,89.9841,90.1452
219935,107.8096,99.1597,109.8146
110466,104.9052,90.768,80.081
219810,107.1823,100.1803,96.4632
55425,107.772,103.8051,102.6522
39849,95.7786,89.7472,81.9267
64722,101.1947,83.1928,105.635
8770,88.4454,83.0139,89.9594
90343,76.9231,67.863,65.6815
178088,106.9813,105.7925,88.707
151530,88.9097,86.6355,103.5834
133441,99.868,98.2406,125.3832
187501,88.1871,83.4748,87.0597
223473,87.8991,86.656,98.751
43796,94.0434,77.1913,97.7641
384,99.5801,88.6868,87.3418
119006,90.757,85.7182,85.3073
168637,88.9361,86.153,120.023
46600,82.59,53.0487,52.2585
193766,103.4687,102.2578,103.3378
55464,87.1935,79.5156,87.6109
87592,107.295,107.5274,130.4009
186447,85.0323,80.2141,85.274
218293,91.2726,92.9955,80.7303
131154,117.0938,113.0055,105.7465
145523,83.4159,82.2052,91.4025
98390,74.4723,67.3027,55.7158
2697,92.2748,89.8987,95.3446
147025,86.8966,66.824,44.9473
151443,83.9005,68.8357,82.5449
136622,88.9722,87.6262,90.3759
12144,74.5451,59.825,52.9338
9731,85.846,77.9124,83.2011
100779,90.1103,90.0931,100.4351
68123,83.2599,72.9885,102.5983
64721,90.625,74.7632,95.9181
110008,85.5797,89.8476,67.2652
56975,90.4957,65.8513,61.9328
63725,102.4306,107.0049,130.0593
80166,96.6835,100.1212,196.6006
174185,77.588,81.9856,97.9641
198793,104.4469,104.9693,127.4746
133440,87.2835,86.3901,110.5682
54070,74.5687,66.5732,49.2961
155834,83.6133,85.969,99.575
140340,91.1017,101.3468,131.8124
130327,108.8453,101.1316,101.3917
211029,53.8775,45.4419,41.9587
174152,68.4845,56.8849,54.1118
26996,92.2577,94.7764,83.0058
225841,49.0689,44.6871,40.0688
190343,84.6749,64.914,70.4411
176673,102.095,94.4253,121.3155
58386,81.4262,74.1852,63.343
75270,84.0719,70.634,82.7511
58051,82.8752,88.3759,90.851
79208,111.7323,107.3723,100.571
206527,65.0413,58.4552,58.5691
181672,81.823,75.2712,47.1988
103717,88.1559,85.0235,98.5868
205556,108.015,105.8425,103.1763
115240,85.3227,77.9087,66.2832
45140,76.6122,61.4606,52.5696
202423,75.506,62.7381,42.539
176740,102.8542,95.8082,129.0414
54434,91.261,83.8718,66.9549
224060,89.5055,88.447,98.843
187227,88.842,84.6154,85.7491
179538,83.6466,75.6645,77.3315
173807,83.1129,59.729,47.135
150969,74.5026,67.9667,98.1371
146642,87.0359,93.0764,77.8745
173832,87.7105,79.1527,78.997
134316,86.1888,87.3478,75.3296
150988,85.0829,81.787,56.2274
52175,108.0071,115.3737,125.8631
116571,106.6569,106.2748,92.5501
96101,90.5723,90.8309,94.1867
46599,67.0937,44.1859,43.2826
27068,83.7832,71.2472,87.9692
173241,88.3267,76.5475,74.7365
91347,78.9256,66.4391,69.4479
103615,84.0033,77.982,80.994
222735,90.656,86.5681,75.0757
90342,65.1408,59.6605,57.9897
36373,88.2759,74.5743,58.0157
174420,90.0594,76.5608,79.6575
54637,79.0255,77.0058,75.4163
108021,90.6948,82.8857,59.7823
194873,87.76,86.7684,98.0905
109397,88.1449,92.2298,117.3372
58911,105.6921,101.0427,120.9647
41417,95.3523,96.4726,96.3575
151763,86.6742,82.6938,97.8039
168745,87.2149,55.0482,50.226
2561,90.1604,83.2263,112.4476
51247,87.0807,81.7173,79.1773
195938,121.9435,121.3544,126.5256
24081,82.7622,74.0461,39.6642
166378,83.0264,81.2139,84.6066
116680,73.6008,65.7786,84.6701
22924,89.6128,79.9175,96.7808
125564,81.3445,82.7229,105.4557
2585,85.9866,87.0406,91.8204
160031,90.2004,103.1357,144.4877
92959,83.6791,76.0967,75.8036
60140,84.4913,79.706,92.6751
86091,85.4194,79.8084,72.1469
190990,87.2813,74.1847,66.7951
20529,106.5275,108.229,123.6656
60973,83.4005,85.7675,73.9248
205615,86.7709,78.3727,72.863
59462,111.0771,91.8469,66.197
123946,81.2661,72.5706,83.5726
209166,97.2825,94.239,123.099
219518,105.2764,98.0329,77.4844
219282,84.1355,79.0012,74.0808
189755,89.9957,89.8044,103.4052
202440,103.7443,109.1724,157.1419
121216,108.5345,106.8064,128.6685
107887,84.1764,78.6413,72.2766
90341,55.9464,53.3947,52.1992
150276,129.2353,133.974,133.9829
189238,106.7165,110.991,150.4447
178306,108.7787,104.7807,109.9357
185671,85.4459,78.908,68.3932
56662,85.3824,77.9363,79.8433
180938,106.3785,98.6195,110.7625
76118,87.7586,75.0129,77.2555
181413,103.2522,97.332,98.6313
188763,89.4235,78.7306,87.486
6636,83.7258,90.5064,109.6383
193850,89.2899,85.8183,109.8958
192582,85.7863,87.7334,100.1473
178325,108.0523,103.2229,113.5758
220348,110.7231,112.3496,114.6526
75269,89.7013,76.5699,90.2872
4092,105.0938,98.7244,99.6803
115162,85.5213,79.9204,107.1491
197429,73.4007,66.7642,89.0705
206362,88.69,89.6131,100.8295
194200,95.1743,99.2412,60.115
91809,92.9834,80.6961,68.0256
18421,89.6458,85.4717,98.0793
91926,84.8233,78.5542,92.8802
225394,29.3185,22.4937,17.1134
85282,82.9733,73.1477,81.2581
213764,98.2325,92.8189,115.7925
211577,81.4458,79.9981,65.3639
201715,106.0618,99.979,121.5169
148788,83.3099,78.4585,80.3552
190327,86.6084,87.2696,105.5154
147310,89.9608,87.6623,92.3856
98078,85.7349,80.2871,81.2861
132221,89.3786,84.5985,86.3151
64708,84.9983,80.6953,53.8176
218977,87.108,89.8709,98.1136
45111,89.1878,90.5188,117.5003
201201,89.8695,83.5256,78.1008
179377,87.8597,85.4505,79.5538
145522,90.0454,91.3785,101.0878
209751,79.4271,85.0624,133.6213
183599,50.2768,41.8528,40.184
176074,106.4223,94.4928,127.3433
175588,87.4774,78.0993,90.3158
39877,89.6,81.6205,96.3264
133291,107.1021,119.6793,142.9224
143396,35.7134,32.3601,38.0219
182904,90.8958,81.8957,83.9362
98424,81.5663,78.6376,86.411
36849,94.1618,88.8434,87.559
72182,105.9733,102.6706,113.4348
111672,90.6528,88.6672,94.1463
131346,109.6736,112.2328,102.9712
220729,79.062,71.2034,71.3551
210883,83.3989,83.3692,104.4236
17667,90.7293,79.8949,95.6038
71887,107.1238,115.5037,122.6986
33654,108.655,108.0092,135.0346
219281,91.9844,87.6767,82.5455
103763,92.0043,90.5691,97.6757
98423,90.0908,88.4428,97.6876
222772,107.0801,103.6114,118.1217
209165,107.2827,104.2686,136.298
157394,93.5103,94.3166,91.8875
192574,88.1543,81.9184,79.7726
75705,87.2599,83.8003,89.056
197279,82.3736,81.5807,89.1531
91749,109.316,108.4904,110.087
213763,106.7849,101.4856,127.2403
109096,88.7558,83.2519,92.0777
102104,86.0727,81.7357,76.5776
85673,120.2857,118.9603,116.3054
225393,83.3359,69.0003,53.2609
107886,90.5387,86.1198,79.4118
179724,108.334,120.9546,172.1768
210897,100.2108,103.8371,75.9358
45139,76.8433,67.3215,57.4207
206050,106.8655,109.544,127.8526
100026,111.9784,107.4561,142.0381
206989,81.691,55.6929,46.4149
43753,95.8191,92.8878,101.8053
195345,88.4747,83.5776,84.9181
166194,106.8519,109.438,149.8539
224923,92.8231,92.5056,91.8521
20321,84.5182,74.4321,68.5533
206988,86.883,59.7311,50.5453
195395,90.548,92.696,106.3711
150275,118.7276,116.0554,115.7837
186190,86.5842,77.235,94.325
103124,174.8478,199.2863,256.8533
121215,88.3087,87.7932,105.2986
198096,84.1608,88.5965,104.7874
136146,109.1816,110.3369,123.0728
137360,110.5033,116.5074,127.6962
191963,93.1038,100.2203,121.2184
220474,119.2053,122.7911,106.6014
780,90.8078,91.4134,95.306
6192,92.2756,88.2638,107.1061
212814,91.4561,84.9033,65.3895
39848,91.2821,88.0915,80.0508
208608,82.6178,85.6946,81.2535
107200,112.719,101.3529,107.5879
154584,89.7749,90.1964,155.9969
223411,89.9585,83.7864,72.9054
56974,101.6141,74.542,71.3576
205742,88.1226,76.4068,70.1209
182597,107.5957,120.1413,106.6369
48426,92.8404,84.9233,72.2794
39823,69.8174,57.7851,42.0364
94191,101.095,102.5358,106.2325
201944,76.2452,77.0495,84.6214
225864,81.684,75.4405,102.1476
201302,104.1493,100.928,103.3792
108593,90.2853,89.2001,106.7746
143395,81.5265,80.3649,96.0093
197428,76.1671,74.4571,101.8179
202075,107.7205,108.8163,125.0642
179225,105.5441,110.188,133.9459
56021,107.7542,108.7997,118.698
23866,110.3274,109.9321,93.1321
81871,95.3052,87.7447,99.3762
103123,176.7036,187.8421,238.4089
208607,90.0322,94.0186,89.5468
69137,110.3733,112.51,110.3774
182256,100.4978,92.0442,111.5798
224455,91.6371,84.0234,73.0599
204889,83.2985,82.2487,117.3124
222888,97.7115,100.1937,118.0601
166520,91.4286,86.6125,91.5716
100997,102.4209,101.2491,100.1558
218036,114.2775,111.6395,93.2579
204476,69.1743,66.4033,53.4651
157223,103.692,109.1441,110.8544
65992,91.6865,90.9852,85.2872
186934,105.9453,105.427,100.8831
92935,90.1774,93.3823,106.2706
76212,104.9531,106.1201,143.078
204656,108.6832,110.5302,149.7021
151349,85.4132,83.7658,96.1521
25652,105.7175,100.1374,78.9945
29800,88.2539,80.629,92.9032
119120,69.2208,67.4618,66.1256
183598,57.8015,55.7353,54.7921
21990,79.9313,86.8025,79.4771
209852,105.0006,107.7404,121.1904
37054,109.1033,108.4071,99.013
31351,87.0233,87.0056,97.688
174184,86.2399,98.6798,116.9165
93257,109.9724,113.7221,125.0213
127636,106.3435,100.7494,112.108
176649,82.1661,80.8057,90.6332
123432,91.001,89.3183,87.0954
46747,88.9796,86.5178,102.9866
174183,94.6588,109.5734,129.4044
24966,121.3358,122.1928,121.7821
212793,85.4311,90.8596,74.8163
94179,90.515,89.8527,65.3448
111952,109.8799,107.9342,118.872
181277,89.8494,85.69,92.9189
76074,84.5205,85.9786,79.8648
177870,93.6259,91.6067,101.8528
212928,93.0328,93.966,67.4186
173901,92.3443,80.0045,66.5067
224153,79.2068,77.4829,86.6347
11348,116.5015,122.1329,166.6483
183575,80.6871,79.454,92.7667
224454,99.2689,90.6828,78.7937
179376,91.3024,91.6067,85.7302
98247,91.458,88.3408,92.522
56525,91.9138,90.7736,93.875
185340,107.6943,110.8559,122.4453
198244,109.2782,108.3006,102.9699
31431,108.188,100.2088,101.6178
22635,90.156,93.8635,92.3438
110026,65.7816,50.9712,30.0219
204475,75.0347,74.0474,59.8491
34663,92.9063,88.882,82.2006
132911,92.4044,91.085,97.1727
102862,81.8854,78.5932,98.4423
193939,93.3075,87.5862,114.1321
221121,110.2876,108.8792,133.7692
181539,94.8437,99.1649,129.7441
189103,88.3029,83.4979,75.2468
22641,85.0293,85.8511,101.0795
175176,110.1827,114.4294,120.3714
170476,107.8421,104.2394,96.5366
108297,93.7566,92.8834,78.8532
173806,85.6024,66.1692,54.031
198840,79.4597,75.0687,100.9159
133439,93.6634,96.273,125.3933
169565,87.7912,95.4378,88.9768
157222,89.691,94.1759,95.2414
79333,107.4519,107.4613,131.1091
188164,109.5536,104.2824,96.6283
68131,110.8286,111.2653,132.8576
220473,109.6833,109.1243,94.3922
214229,51.6994,47.8414,35.3259
113523,80.8257,79.3171,132.9387
39822,62.2568,55.6462,40.9855
59213,95.629,89.4567,101.6862
54056,87.216,84.8339,90.3335
214458,107.5641,107.5568,114.4201
88766,111.3451,111.8751,110.0958
172045,77.4736,67.4626,93.5842
193173,95.2285,86.1278,81.7356
182333,80.2698,72.042,58.9492
155493,92.7521,104.5781,147.7599
127638,91.4999,90.0664,94.2179
194186,111.9255,113.181,112.639
24965,115.8336,114.0965,113.2952
39821,82.637,76.5544,56.7118
216407,91.7392,89.0484,84.0128
24604,111.4362,141.9777,156.7856
59262,89.2232,89.2882,105.7259
84967,98.804,84.3603,41.6092
190289,92.1815,91.4182,114.8187
171406,117.4124,124.6201,128.1781
76365,114.159,114.3055,143.5532
383,94.8946,89.5269,89.2205
44128,90.1846,83.7124,99.5163
113522,87.047,86.3861,146.1946
193849,92.5816,92.8767,120.9612
64720,92.5458,80.1145,108.4085
70438,112.6971,115.4096,126.499
76117,105.7854,90.5377,95.2584
110025,71.2347,57.6589,34.1436
200187,111.9435,111.3201,110.358
88291,108.9658,116.1149,132.0841
22640,91.9557,94.3899,111.372
93897,84.6551,85.6912,70.5725
179212,111.4961,112.9591,132.7994
211028,90.084,84.4161,81.2832
23880,87.7082,90.6527,87.2939
203719,90.2291,92.0749,125.8587
109355,109.5264,105.4002,103.8605
182987,92.991,94.5878,94.4983
59212,86.2577,82.5722,95.1985
178290,89.7442,88.4358,98.8183
103614,108.6359,100.5622,104.8936
158762,93.4621,93.9267,107.7722
110024,58.5707,49.3568,29.3208
128006,86.1956,84.7069,92.9794
178723,87.4152,84.2573,88.8804
98509,109.0931,107.6779,124.6102
193723,111.7688,117.8112,135.4497
146339,112.4905,114.1576,127.243
100258,88.9581,92.9931,86.034
68064,114.0662,104.217,99.5606
27811,86.5713,82.5175,75.0607
48399,97.471,99.4655,100.9044
193296,86.2884,86.4112,88.1762
66852,85.6478,82.574,78.1982
54520,79.3436,78.8518,81.4448
33513,113.073,101.3415,80.4018
161670,82.0634,80.1386,114.82
206294,115.1684,126.8808,214.7266
38815,143.0487,194.9429,209.5186
187226,105.4264,98.1328,102.1896
215077,93.8691,118.5413,201.1841
66548,108.9235,117.1457,174.9426
190342,81.5786,76.3338,87.5217
109420,72.3415,51.6503,52.4796
200331,109.2946,111.2611,125.001
221275,86.0069,81.3956,91.0462
155091,113.9402,116.3182,125.4669
204888,94.1801,99.7747,142.6912
202422,88.5641,92.9534,64.8688
110023,67.4237,59.4801,35.5071
83720,113.7067,97.5113,153.9123
56668,74.5851,63.8513,62.8062
141899,108.0011,99.4577,119.2431
87013,104.6685,101.1927,101.5666
46767,108.5962,103.0218,125.5801
70013,107.5728,106.9772,89.5766
164856,94.3288,75.1925,58.5634
100996,88.1356,95.1296,94.1851
109156,90.1191,62.9561,59.6843
185251,84.7624,81.1706,67.5305
169976,123.9194,119.8019,131.2593
110022,70.6885,64.638,38.7003
218526,108.879,107.8873,110.8255
194199,106.012,103.9498,63.455
199327,107.729,95.1841,100.59
33353,91.0311,77.9557,86.9939
181366,101.4836,99.8866,113.3887
86313,85.8025,79.5566,87.7703
110021,84.619,79.2399,47.6341
183195,113.908,124.5221,147.9695
210471,87.5175,83.2378,85.7186
196300,118.8185,142.8385,184.5926
152464,106.4837,102.0928,119.0508
18563,110.1836,104.0931,90.165
222732,95.5005,95.4039,105.2349
38228,105.8715,104.7656,96.0487
21567,86.8814,81.2995,77.7562
109155,95.1567,69.015,65.9053
213218,94.304,94.4839,93.2654
9730,101.2141,97.0837,103.5661
121170,92.1504,91.5552,108.9789
97778,107.8607,110.3657,118.1033
74295,92.8406,89.9573,89.2213
204474,105.0907,105.4423,83.8935
50591,89.8356,82.9494,67.8209
44127,97.3731,95.4087,115.6544
222253,107.6551,98.9899,100.1577
223072,92.9878,93.9506,100.6932
46598,59.7271,70.4381,64.8977
134315,105.5065,116.6991,91.4779
131942,90.301,90.3421,85.7315
186189,100,91.7714,117.5855
2584,113.6692,113.3476,124.6101
52174,109.3496,117.0595,124.0262
181517,108.1658,113.6971,119.4126
196299,110.9603,132.5968,169.4683
83254,87.9778,80.9541,89.7822
56667,74.7128,70.994,70.7598
36372,87.3574,80.7397,63.319
62381,114.2343,120.5118,122.59
63693,94.9008,86.1725,82.7268
74350,131.5143,140.9876,162.2002
59908,104.0744,81.073,49.1068
218593,105.8761,107.3527,105.6119
124678,112.4662,120.2937,135.2469
209134,107.8513,106.0702,116.8769
39966,108.5485,100.1443,99.3406
27688,108.4873,91.5807,135.1889
113521,103.6839,101.125,178.6155
211664,79.9245,82.9136,83.8455
25707,98.9162,128.2794,180.313
56666,79.574,79.3319,79.5394
80164,104.2309,104.2842,212.4797
119168,105.0087,102.9086,111.8173
46597,61.7542,80.5084,72.758
46147,110.2124,106.9605,92.6043
109419,63.3823,58.4477,61.431
161669,84.1326,95.6257,138.9582
109418,65.6907,63.1058,66.7172
151442,83.0398,92.4479,112.9739
153357,84.0349,85.5565,120.1652
81870,83.401,89.7078,100.1479
77,84.4055,98.8698,122.736
20239,95.993,103.4157,128.1068
214991,87.4814,83.7305,90.7023
109154,62.6303,54.7667,54.2198
154583,92.2622,116.2006,192.252
58385,106.963,106.5891,92.2195
175331,91.1663,80.9814,49.093
106837,97.1548,82.159,93.5469
123260,88.2373,94.1025,120.3923
9979,110.3171,106.6528,122.991
132779,82.0487,75.7685,72.8176
118992,89.8037,91.932,99.7583
70651,91.3706,95.0146,124.2098
151372,107.0736,111.1041,147.4643
109417,74.8535,74.4284,79.1289
